transaction_id,user_id,transaction_date,transaction_amount,payment_method,transaction_type
Q2-TX-000747,1369,"Jun 10, 2025",$269.51,CREDIT CARD,SUBSCRIPTION
Q2-TX-000748,703,25 Jun 2025,$391.91,Bank Transfer ,Add-on
Q2-TX-000749,523,21-06-2025,$186, Bank Transfer, Upgrade
Q2-TX-000750,828,19/05/2025,362.07,debit card,add-on
Q2-TX-000751,654,2025-06-03,USD 233.24, Debit Card, Add-on
Q2-TX-000752,586,"May 01, 2025",166.20 USD,CREDIT CARD,subscription
Q2-TX-000753,520,2025-04-15,81.29 USD,paypal,Subscription
Q2-TX-000754,1094,31 May 2025,43.53 USD, Debit Card ,UPGRADE
Q2-TX-000755,659,2025-04-17,182.98, PayPal , Add-on 
Q2-TX-000756,394,08/04/2025,USD -243.97, Debit Card,refund
Q2-TX-000757,1171,14/04/2025,USD 130.35, PayPal ,subscription
Q2-TX-000758,1287,08/06/2025,$157,Bank Transfer,subscription
Q2-TX-000759,870,06/11/2025,16.50 USD, Bank Transfer ,Upgrade
Q2-TX-000760,1285,"Apr 12, 2025",$-168.73,DEBIT CARD, Refund
Q2-TX-000761,1308,30-05-2025,-98.49, Bank Transfer,refund
Q2-TX-000762,788,2025-06-23,USD 124.36,Credit Card,Subscription
Q2-TX-000763,1113,04/08/2025,$321.69, Credit Card ,Add-on
Q2-TX-000764,310,12 May 2025,197.62 USD, Debit Card, Upgrade 
Q2-TX-000765,428,06/24/2025,$269, Bank Transfer, Subscription 
Q2-TX-000766,25,06/07/2025,, PayPal , Subscription 
Q2-TX-000767,983,2025-05-03,438.12 USD, Debit Card, Add-on
Q2-TX-000768,912,22 Apr 2025,224.16 USD,Credit Card,Subscription 
Q2-TX-000769,712,04/07/2025,353.14, Debit Card ,Subscription 
Q2-TX-000770,1230,05-04-2025,$-87,bank transfer, Refund 
Q2-TX-000771,426,"May 17, 2025",USD 295.51,Debit Card,Add-on
Q2-TX-000772,903,22 May 2025,$169,CREDIT CARD,Add-on
Q2-TX-000773,372,05/16/2025,USD -670.14,Bank Transfer ,Refund 
Q2-TX-000774,196,"Jun 03, 2025",137.14,BANK TRANSFER,add-on
Q2-TX-000775,1000,31/05/2025,$231,bank transfer, Add-on
Q2-TX-000776,82,"May 19, 2025",$93,Bank Transfer ,subscription
Q2-TX-000777,11,06/27/2025,USD 228.90,PayPal ,Upgrade 
Q2-TX-000778,924,2025-04-12,207.40,Bank Transfer , Upgrade 
Q2-TX-000779,1390,13-06-2025,$413.01,CREDIT CARD, Upgrade
Q2-TX-000780,594,06/15/2025,238.62 USD, PayPal, Upgrade 
Q2-TX-000781,1455,23 May 2025,USD 172.63,bank transfer,add-on
Q2-TX-000782,786,2025-04-18,USD 204.75, Debit Card ,Upgrade 
Q2-TX-000783,1306,2025-06-19,-52.12,Credit Card ,REFUND
Q2-TX-000784,885,05/07/2025,-249.44,bank transfer, Refund 
Q2-TX-000785,1331,29-05-2025,376.67,paypal,Subscription
Q2-TX-000786,81,"Jun 08, 2025",234.33 USD,PayPal, Add-on
Q2-TX-000787,934,2025-05-13,USD -61.76, PayPal,refund
Q2-TX-000788,162,06/03/2025,$-269,credit card,Refund 
Q2-TX-000789,1240,"Apr 12, 2025",$-276, Credit Card ,Refund 
Q2-TX-000790,1361,05 Jun 2025,$292, Credit Card, Upgrade 
Q2-TX-000791,908,02/06/2025,-204.93, Credit Card,refund
Q2-TX-000792,1393,10 Apr 2025,$-245.84,Debit Card,Refund
Q2-TX-000793,134,04/17/2025,USD 275.29, Bank Transfer , Subscription 
Q2-TX-000794,177,02 Apr 2025,110.74,paypal, Add-on 
Q2-TX-000795,161,06/08/2025,$124.53,BANK TRANSFER,Upgrade 
Q2-TX-000796,727,09/05/2025,$295.56,DEBIT CARD, Subscription
Q2-TX-000797,1167,02 Apr 2025,$122.62, Bank Transfer,ADD-ON
Q2-TX-000798,706,2025-04-10,-196.40,DEBIT CARD,Refund 
Q2-TX-000799,657,2025-05-06,-292.60,paypal,Refund
Q2-TX-000800,361,18 Apr 2025,$392, Credit Card, Subscription 
Q2-TX-000801,206,11-05-2025,-140.81 USD,DEBIT CARD, Refund 
Q2-TX-000802,147,29/05/2025,-120.17 USD, Credit Card , Refund
Q2-TX-000803,120,23/06/2025,$293,BANK TRANSFER, Subscription 
Q2-TX-000804,510,04/06/2025,404.93 USD,Bank Transfer, Upgrade
Q2-TX-000805,1183,2025-04-08,60.81 USD,paypal, Subscription 
Q2-TX-000806,912,31-05-2025,218.07,DEBIT CARD,Subscription
Q2-TX-000807,616,25/05/2025,514.96 USD, Credit Card ,Upgrade 
Q2-TX-000808,237,"May 28, 2025",USD 113.15,BANK TRANSFER,SUBSCRIPTION
Q2-TX-000809,1049,"Jun 30, 2025",$300.30,debit card, Add-on 
Q2-TX-000810,372,20 May 2025,201.52,credit card, Subscription 
Q2-TX-000811,1177,"May 22, 2025",205.58 USD,PAYPAL,Upgrade
Q2-TX-000812,793,04-05-2025,186.90, Debit Card,upgrade
Q2-TX-000813,968,17/06/2025,255.73, PayPal,Add-on
Q2-TX-000814,142,05/18/2025,$-415.38,paypal,REFUND
Q2-TX-000815,181,"Apr 09, 2025",USD 116.66, Debit Card ,subscription
Q2-TX-000816,1087,12 Jun 2025,124.52,PAYPAL,Upgrade
Q2-TX-000817,857,06/06/2025,$-250, Debit Card ,Refund
Q2-TX-000818,68,18/06/2025,259.01 USD,PayPal ,Subscription
Q2-TX-000819,256,"Jun 03, 2025",185.57,Credit Card, Add-on 
Q2-TX-000820,1415,04/20/2025,$379.06, Credit Card,add-on
Q2-TX-000821,141,16-06-2025,$134, Debit Card , Upgrade 
Q2-TX-000822,1458,04/05/2025,-126.81, Debit Card, Refund 
Q2-TX-000823,1173,2025-06-18,USD 232.89,PAYPAL, Subscription 
Q2-TX-000824,791,13-06-2025,114.23,bank transfer,subscription
Q2-TX-000825,1476,22/05/2025,$784.21,Credit Card , Upgrade 
Q2-TX-000826,739,19-06-2025,-75.60 USD, Bank Transfer, Refund 
Q2-TX-000827,1354,30-05-2025,$482,Bank Transfer, Add-on 
Q2-TX-000828,365,13 Apr 2025,-129.31, Credit Card ,REFUND
Q2-TX-000829,642,05/06/2025,USD 73.84,credit card,Subscription 
Q2-TX-000830,363,04/07/2025,USD 247.25, Credit Card,UPGRADE
Q2-TX-000831,367,07/04/2025,$183.63,Bank Transfer,ADD-ON
Q2-TX-000832,550,06/03/2025,647.91, Credit Card ,Add-on
Q2-TX-000833,202,"Jun 19, 2025",$-270.35, Credit Card ,refund
Q2-TX-000834,48,05/11/2025,179.44, Debit Card, Add-on 
Q2-TX-000835,666,06/19/2025,202.84,Debit Card,Subscription
Q2-TX-000836,1192,"May 11, 2025",$36, PayPal,Add-on
Q2-TX-000837,538,16/05/2025,-28.84 USD,PAYPAL, Refund 
Q2-TX-000838,1392,05/24/2025,$59, Bank Transfer ,Add-on 
Q2-TX-000839,995,06/08/2025,186.75, Bank Transfer ,ADD-ON
Q2-TX-000840,1474,13 Apr 2025,213.96 USD,Debit Card,UPGRADE
Q2-TX-000841,468,06/16/2025,276.30 USD,paypal,Add-on
Q2-TX-000842,830,2025-06-23,USD 326.30,CREDIT CARD,add-on
Q2-TX-000843,900009,02-06-2025,37.54 USD,PayPal,upgrade
Q2-TX-000844,527,2025-06-30,-254.58,DEBIT CARD, Refund 
Q2-TX-000845,474,"May 15, 2025",$436, Bank Transfer ,Subscription 
Q2-TX-000846,342,28 Jun 2025,$-160.47,Credit Card,Refund
Q2-TX-000847,587,2025-04-24,754.86,paypal,upgrade
Q2-TX-000848,760,05/15/2025,USD 204.18,DEBIT CARD,UPGRADE
Q2-TX-000849,288,14 Apr 2025,$135.67,paypal,Add-on 
Q2-TX-000850,991,"May 01, 2025",$355.68, Bank Transfer,Upgrade
Q2-TX-000851,1491,14-06-2025,USD 275.96,DEBIT CARD, Upgrade 
Q2-TX-000852,656,05 Jun 2025,449.05,Debit Card ,ADD-ON
Q2-TX-000853,1122,11-04-2025,324.27,DEBIT CARD,Add-on
Q2-TX-000854,1298,13-04-2025,$215.10,Credit Card ,Subscription
Q2-TX-000855,141,23-04-2025,$-333,BANK TRANSFER,REFUND
Q2-TX-000856,1089,2025-05-17,54.68 USD,BANK TRANSFER,add-on
Q2-TX-000857,339,18 Apr 2025,USD 290.21, Credit Card , Upgrade 
Q2-TX-000858,925,23 Jun 2025,-198.11, Bank Transfer, Refund 
Q2-TX-000859,1193,29-06-2025,$80,PAYPAL, Upgrade
Q2-TX-000860,683,2025-04-23,$319,bank transfer,Subscription
Q2-TX-000861,147,2025-05-03,$411.02, Debit Card ,add-on
Q2-TX-000862,30,2025-05-12,$170.02,debit card,upgrade
Q2-TX-000863,17,2025-05-02,$-113.02,Debit Card ,Refund
Q2-TX-000864,238,"Apr 11, 2025",$376,Bank Transfer,UPGRADE
Q2-TX-000865,36,05/18/2025,USD 110.96,Debit Card,Upgrade 
Q2-TX-000866,187,"May 30, 2025",215.81,Credit Card , Add-on 
Q2-TX-000867,1024,05/16/2025,209.30, Bank Transfer,add-on
Q2-TX-000868,716,2025-05-02,$-107, Debit Card , Refund 
Q2-TX-000869,637,09/04/2025,$75,paypal,subscription
Q2-TX-000870,577,23-04-2025,USD -348.75, Debit Card ,refund
Q2-TX-000871,457,04/07/2025,$264,PayPal ,Upgrade 
Q2-TX-000872,199,19 Jun 2025,USD 154.69, PayPal, Subscription
Q2-TX-000873,358,19/06/2025,-158.77,Debit Card,Refund
Q2-TX-000874,46,"Jun 24, 2025",276.69, Bank Transfer , Upgrade
Q2-TX-000875,1182,06/29/2025,143.80,paypal,SUBSCRIPTION
Q2-TX-000876,235,30 Apr 2025,USD -183.57, Bank Transfer, Refund
Q2-TX-000877,337,"Jun 09, 2025",134.88 USD,PayPal,Add-on
Q2-TX-000878,492,18/05/2025,171.34,Debit Card,ADD-ON
Q2-TX-000879,454,04/18/2025,181.05, PayPal ,Add-on 
Q2-TX-000880,1149,22-04-2025,-283.90 USD,PayPal,Refund
Q2-TX-000881,144,05 Jun 2025,130.14 USD, PayPal ,Add-on 
Q2-TX-000882,533,28/04/2025,USD 389.79,Debit Card , Upgrade 
Q2-TX-000883,508,05-05-2025,279.05,PAYPAL,ADD-ON
Q2-TX-000884,594,06/04/2025,USD 199.46,Debit Card,Upgrade 
Q2-TX-000885,501,"May 10, 2025",173.83,PayPal, Subscription
Q2-TX-000886,101,20/04/2025,156.47,BANK TRANSFER,Subscription
Q2-TX-000887,761,05/19/2025,USD -347.77,CREDIT CARD, Refund
Q2-TX-000888,900018,05/25/2025,143.90,PAYPAL, Add-on
Q2-TX-000889,1130,"May 31, 2025",USD 39.10,credit card,add-on
Q2-TX-000890,1225,20-04-2025,USD 140.81,PAYPAL, Add-on
Q2-TX-000891,966,12-04-2025,USD 457.60, Debit Card ,add-on
Q2-TX-000892,858,03-05-2025,92.28,bank transfer,Upgrade 
Q2-TX-000893,30,26 Apr 2025,$529.73, PayPal ,UPGRADE
Q2-TX-000894,556,06-05-2025,$-150, Credit Card ,Refund
Q2-TX-000895,316,06/20/2025,USD 144.35,DEBIT CARD, Add-on
Q2-TX-000896,78,2025-06-20,USD 589.33,CREDIT CARD, Add-on
Q2-TX-000897,220,"Apr 13, 2025",-234.19,DEBIT CARD,Refund 
Q2-TX-000898,1376,27-05-2025,USD 332.73, Credit Card,Subscription 
Q2-TX-000899,90,"Jun 05, 2025",-105.78,paypal,refund
Q2-TX-000900,1336,17/04/2025,,PAYPAL, Refund 
Q2-TX-000901,26,04/08/2025,29.80,paypal,Subscription 
Q2-TX-000902,1499,2025-06-06,,Bank Transfer,Add-on 
Q2-TX-000903,136,2025-05-08,166.10,CREDIT CARD,Upgrade 
Q2-TX-000904,709,22-05-2025,155.75 USD,PAYPAL, Upgrade
Q2-TX-000905,592,13-06-2025,$-183,Credit Card,Refund 
Q2-TX-000906,1129,05/04/2025,$-162,Credit Card,refund
Q2-TX-000907,826,21/05/2025,-36.09,Credit Card ,refund
Q2-TX-000908,441,2025-06-22,131.31, PayPal,Upgrade
Q2-TX-000909,995,24-04-2025,$219,DEBIT CARD, Upgrade
Q2-TX-000910,287,11/04/2025,USD -251.47,Bank Transfer , Refund 
Q2-TX-000911,1137,05/27/2025,440.09 USD,PayPal , Add-on 
Q2-TX-000912,877,04/23/2025,30.39, Debit Card , Upgrade 
Q2-TX-000913,482,2025-05-12,$136.89, Bank Transfer ,add-on
Q2-TX-000914,526,05/19/2025,, PayPal ,Add-on 
Q2-TX-000915,922,30/06/2025,-209.68,PayPal,refund
Q2-TX-000916,1165,01-06-2025,140.33,bank transfer, Add-on 
Q2-TX-000917,300,2025-05-06,366.87 USD, PayPal ,Subscription 
Q2-TX-000918,94,11/04/2025,205.48,paypal,Add-on 
Q2-TX-000919,804,09-04-2025,$313.57, Bank Transfer,ADD-ON
Q2-TX-000920,707,05 Jun 2025,-189.19 USD, Bank Transfer,Refund 
Q2-TX-000921,1077,"May 02, 2025",$32,PayPal ,Upgrade
Q2-TX-000922,1033,30/04/2025,-447.09 USD,DEBIT CARD,refund
Q2-TX-000923,1064,06/05/2025,173.84,BANK TRANSFER, Subscription 
Q2-TX-000924,971,04/04/2025,58.69, PayPal,Subscription
Q2-TX-000925,960,29 Jun 2025,133.67 USD, Credit Card , Upgrade 
Q2-TX-000926,901,04/15/2025,$98,Bank Transfer , Upgrade
Q2-TX-000927,593,22/05/2025,21.23 USD,BANK TRANSFER, Upgrade 
Q2-TX-000928,1188,19-06-2025,158.58, Debit Card , Add-on 
Q2-TX-000929,1388,25-05-2025,$33.45,Bank Transfer,subscription
Q2-TX-000930,1452,15/04/2025,USD 157.73,Credit Card , Add-on
Q2-TX-000931,766,19-04-2025,232.23,Credit Card, Add-on
Q2-TX-000932,733,2025-06-27,$229, PayPal ,Subscription
Q2-TX-000933,906,2025-05-30,USD 120.49, Credit Card,Subscription
Q2-TX-000934,640,03-05-2025,74.32,Debit Card,Add-on
Q2-TX-000935,1088,10 Jun 2025,$332.61,Credit Card,upgrade
Q2-TX-000936,1348,26-05-2025,USD 258.79,Debit Card ,Upgrade 
Q2-TX-000937,53,19 Apr 2025,138.46 USD,PayPal,Add-on
Q2-TX-000938,604,24/04/2025,$50.48, PayPal ,add-on
Q2-TX-000939,959,06 Apr 2025,$88.42, PayPal ,add-on
Q2-TX-000940,1231,06/05/2025,USD 538.44,debit card, Upgrade
Q2-TX-000941,894,"May 09, 2025",-315.86 USD,Debit Card, Refund
Q2-TX-000942,277,07 Apr 2025,234.46,Debit Card,add-on
Q2-TX-000943,1016,2025-04-03,97.91,Debit Card , Add-on
Q2-TX-000944,453,"Apr 04, 2025",99.28,BANK TRANSFER,UPGRADE
Q2-TX-000945,430,06-04-2025,341.38 USD,PayPal , Upgrade
Q2-TX-000946,151,20 Apr 2025,$477,Credit Card,Upgrade 
Q2-TX-000947,1140,"May 03, 2025",344.60, PayPal,upgrade
Q2-TX-000948,1490,06/11/2025,154.72 USD, PayPal ,Subscription 
Q2-TX-000949,9,06/10/2025,USD 111.17, Debit Card, Upgrade
Q2-TX-000950,252,27/04/2025,91.08, Bank Transfer , Subscription
Q2-TX-000951,235,2025-05-18,145.67,paypal, Add-on
Q2-TX-000952,181,"May 20, 2025",USD 98.90,Credit Card,Add-on 
Q2-TX-000953,1071,2025-04-08,USD -205.00, PayPal, Refund 
Q2-TX-000954,31,"Apr 14, 2025",-50.48, PayPal ,Refund
Q2-TX-000955,152,05/18/2025,$188,Debit Card, Subscription
Q2-TX-000956,853,05 Jun 2025,$627.17,Bank Transfer ,UPGRADE
Q2-TX-000957,1465,"Jun 12, 2025",-345.51 USD,CREDIT CARD,Refund
Q2-TX-000958,636,"Apr 19, 2025",-207.19 USD, Bank Transfer , Refund
Q2-TX-000959,1096,16/04/2025,$623.63, Bank Transfer ,Add-on
Q2-TX-000960,708,05 May 2025,258.41, Debit Card,add-on
Q2-TX-000961,1332,2025-06-18,USD 94.27, Debit Card,Add-on
Q2-TX-000962,269,30-04-2025,330.38 USD,Debit Card,Subscription
Q2-TX-000963,1223,05/24/2025,$-75.17,Debit Card , Refund
Q2-TX-000964,726,"Apr 16, 2025",$38.37,Credit Card,Upgrade
Q2-TX-000965,610,05/29/2025,252.83, Debit Card, Subscription
Q2-TX-000966,741,05/06/2025,$283,Credit Card,ADD-ON
Q2-TX-000967,1400,14-06-2025,331.09,debit card,Add-on
Q2-TX-000968,210,"Apr 06, 2025",281.12,PayPal, Subscription 
Q2-TX-000969,27,"May 26, 2025",$246,Debit Card,add-on
Q2-TX-000970,1258,25-06-2025,124.93,CREDIT CARD,ADD-ON
Q2-TX-000971,721,2025-04-25,224.47, Bank Transfer , Subscription
Q2-TX-000972,994,08-05-2025,, Credit Card , Subscription
Q2-TX-000973,838,02/05/2025,245.22, Bank Transfer ,subscription
Q2-TX-000974,295,2025-04-20,$297.49,BANK TRANSFER, Upgrade 
Q2-TX-000975,543,04/27/2025,USD -529.73,credit card, Refund 
Q2-TX-000976,419,12-05-2025,USD 291.35,BANK TRANSFER, Add-on 
Q2-TX-000977,276,05/06/2025,360.27,bank transfer,Subscription
Q2-TX-000978,1182,18 Apr 2025,53.85 USD,DEBIT CARD,SUBSCRIPTION
Q2-TX-000979,794,2025-06-17,$-248.64,Credit Card,REFUND
Q2-TX-000980,999,25/05/2025,USD 607.50,credit card,Add-on
Q2-TX-000981,697,"Jun 01, 2025",$217.18,Bank Transfer ,Add-on 
Q2-TX-000982,363,29/05/2025,$219, Credit Card , Upgrade
Q2-TX-000983,120,2025-05-12,USD 162.89,CREDIT CARD, Upgrade 
Q2-TX-000984,933,17 Jun 2025,154.82, Debit Card,Subscription
Q2-TX-000985,793,05/03/2025,515.67,CREDIT CARD, Upgrade
Q2-TX-000986,800,05-06-2025,31.74,Credit Card,subscription
Q2-TX-000987,1500,23 Jun 2025,$238,DEBIT CARD,subscription
Q2-TX-000988,580,28 Apr 2025,-166.52, Bank Transfer,refund
Q2-TX-000989,280,16/05/2025,43.48, Bank Transfer ,Add-on
Q2-TX-000990,78,05/23/2025,330.68, Credit Card, Upgrade
Q2-TX-000991,1063,06/23/2025,$186,BANK TRANSFER,upgrade
Q2-TX-000992,1285,05/17/2025,234.73,Credit Card,upgrade
Q2-TX-000993,1449,19-05-2025,USD 145.93,PayPal ,Subscription 
Q2-TX-000994,73,27 May 2025,$262,DEBIT CARD, Add-on 
Q2-TX-000995,364,"Apr 06, 2025",$-285, Bank Transfer ,Refund 
Q2-TX-000996,1289,18/04/2025,USD 87.44,DEBIT CARD, Upgrade 
Q2-TX-000997,1209,02 Apr 2025,$87.14, Credit Card,Upgrade 
Q2-TX-000998,500,02-06-2025,145.54, Debit Card, Add-on
Q2-TX-000999,702,"Apr 27, 2025",474.10,paypal,SUBSCRIPTION
Q2-TX-001000,150,"Apr 05, 2025",$151.05,PayPal,UPGRADE
Q2-TX-001001,239,"Apr 12, 2025",148.11,DEBIT CARD, Add-on 
Q2-TX-001002,81,18 Apr 2025,$126.46,debit card,Subscription 
Q2-TX-001003,100,2025-04-30,537.38 USD, Debit Card, Upgrade
Q2-TX-001004,432,04/08/2025,220.42 USD,CREDIT CARD, Upgrade
Q2-TX-001005,711,14 May 2025,$381.17,credit card,ADD-ON
Q2-TX-001006,108,27 Apr 2025,USD -403.64,Debit Card, Refund
Q2-TX-001007,424,2025-05-31,94.33 USD,CREDIT CARD,subscription
Q2-TX-001008,439,31/05/2025,-115.27, Debit Card ,refund
Q2-TX-001009,289,29 Apr 2025,USD -233.03, Bank Transfer ,Refund 
Q2-TX-001010,876,23-04-2025,-91.50,credit card,Refund
Q2-TX-001011,24,12/05/2025,$112.86, Credit Card , Subscription
Q2-TX-001012,317,2025-05-23,$-155.91, Credit Card,refund
Q2-TX-001013,356,19/04/2025,USD -116.31,bank transfer, Refund 
Q2-TX-001014,21,"Apr 04, 2025",76.77,credit card,UPGRADE
Q2-TX-001015,179,30 May 2025,128.71 USD,DEBIT CARD, Add-on 
Q2-TX-001016,817,05/04/2025,USD 204.47,bank transfer, Upgrade
Q2-TX-001017,691,2025-06-15,$100, PayPal,add-on
Q2-TX-001018,869,"Jun 21, 2025",$-133, Bank Transfer,Refund
Q2-TX-001019,608,13-06-2025,165.56,Credit Card,Upgrade
Q2-TX-001020,372,08/04/2025,$546.92,PayPal,ADD-ON
Q2-TX-001021,494,05-06-2025,110.00,BANK TRANSFER,add-on
Q2-TX-001022,1254,13-05-2025,437.70,PayPal , Upgrade
Q2-TX-001023,290,24/05/2025,USD 31.06,PAYPAL,Add-on
Q2-TX-001024,530,26/06/2025,$-322,Debit Card,Refund
Q2-TX-001025,215,26 May 2025,USD 284.60,bank transfer,subscription
Q2-TX-001026,1340,2025-06-30,321.17,PAYPAL,upgrade
Q2-TX-001027,1284,"Jun 14, 2025",$297,bank transfer,UPGRADE
Q2-TX-001028,392,2025-04-20,$-362.29, Bank Transfer, Refund
Q2-TX-001029,62,"Jun 14, 2025",USD 152.80,CREDIT CARD, Add-on 
Q2-TX-001030,1222,2025-06-12,-442.77 USD,Debit Card,refund
Q2-TX-001031,966,14-06-2025,$114,PayPal ,SUBSCRIPTION
Q2-TX-001032,1418,13/04/2025,35.52, Credit Card ,Upgrade
Q2-TX-001033,880,"Apr 15, 2025",USD 43.41,Debit Card ,upgrade
Q2-TX-001034,806,11 Jun 2025,,Credit Card, Subscription 
Q2-TX-001035,276,05/18/2025,267.92,Bank Transfer ,Add-on 
Q2-TX-001036,979,05/31/2025,$-333,BANK TRANSFER,REFUND
Q2-TX-001037,409,2025-04-20,213.49,CREDIT CARD, Subscription 
Q2-TX-001038,453,06-06-2025,121.48,BANK TRANSFER, Add-on
Q2-TX-001039,319,28/05/2025,$-327.45,Bank Transfer,refund
Q2-TX-001040,229,2025-04-08,$197.90,Credit Card,Add-on
Q2-TX-001041,422,22/04/2025,117.03,credit card,Add-on 
Q2-TX-001042,1397,24/05/2025,$256.85, Debit Card, Upgrade
Q2-TX-001043,188,2025-04-29,USD 193.87, Debit Card ,Upgrade
Q2-TX-001044,809,"Jun 25, 2025",933.30 USD,Credit Card ,Add-on
Q2-TX-001045,592,04/18/2025,USD 756.26,PayPal, Add-on
Q2-TX-001046,945,23/04/2025,USD 109.48, PayPal ,subscription
Q2-TX-001047,887,04/30/2025,$41.24, Debit Card,Subscription 
Q2-TX-001048,198,2025-04-23,92.22, Credit Card , Add-on 
Q2-TX-001049,1107,29-04-2025,USD 48.59, Credit Card,ADD-ON
Q2-TX-001050,543,06/02/2025,283.06 USD,bank transfer,Subscription
Q2-TX-001051,203,"Jun 25, 2025",415.47 USD, Bank Transfer ,Upgrade
Q2-TX-001052,1060,2025-05-02,$93, Credit Card ,Add-on
Q2-TX-001053,544,29-05-2025,$-394.13,Debit Card , Refund 
Q2-TX-001054,532,2025-06-20,70.85,CREDIT CARD, Add-on 
Q2-TX-001055,417,06/16/2025,USD -385.91,BANK TRANSFER,refund
Q2-TX-001056,377,17-04-2025,105.41,PAYPAL,upgrade
Q2-TX-001057,296,22 Apr 2025,207.53 USD,paypal,Add-on
Q2-TX-001058,821,"May 23, 2025",333.73,Credit Card,Subscription 
Q2-TX-001059,91,"Jun 30, 2025",$153.41, PayPal ,Add-on
Q2-TX-001060,1324,14/04/2025,, PayPal ,Refund 
Q2-TX-001061,1097,05/08/2025,662.45,PayPal ,Subscription
Q2-TX-001062,283,12-04-2025,$-67, PayPal, Refund
Q2-TX-001063,321,27-06-2025,-543.50,Bank Transfer,Refund 
Q2-TX-001064,825,"Jun 08, 2025",278.93,debit card,upgrade
Q2-TX-001065,567,05/31/2025,$419.37, Credit Card ,Subscription 
Q2-TX-001066,866,06/12/2025,$299,PayPal, Add-on 
Q2-TX-001067,362,01 Apr 2025,USD 68.68,paypal,Add-on 
Q2-TX-001068,490,"May 08, 2025",$50,debit card, Add-on 
Q2-TX-001069,1095,2025-04-28,121.17, Credit Card, Add-on
Q2-TX-001070,732,2025-05-25,28.41,DEBIT CARD,Add-on
Q2-TX-001071,1007,17-06-2025,-213.73,DEBIT CARD, Refund
Q2-TX-001072,353,16/04/2025,221.84,PAYPAL,ADD-ON
Q2-TX-001073,161,"Jun 15, 2025",$168, PayPal,subscription
Q2-TX-001074,1034,2025-04-27,91.79 USD,DEBIT CARD,Subscription 
Q2-TX-001075,1438,09-05-2025,USD -242.61, Bank Transfer,refund
Q2-TX-001076,1381,06/17/2025,$105.58, PayPal,Add-on
Q2-TX-001077,543,2025-05-14,USD 201.66,Debit Card, Subscription
Q2-TX-001078,282,04/13/2025,$102, Credit Card,Upgrade 
Q2-TX-001079,125,07 Apr 2025,$-147.67,PAYPAL, Refund 
Q2-TX-001080,666,"Apr 22, 2025",$870, Bank Transfer,Add-on 
Q2-TX-001081,47,23 Jun 2025,353.62,PayPal, Add-on 
Q2-TX-001082,268,"May 15, 2025",-71.69,paypal, Refund 
Q2-TX-001083,171,"May 02, 2025",$551.65,DEBIT CARD, Upgrade 
Q2-TX-001084,986,05 May 2025,-296.57,Debit Card ,Refund 
Q2-TX-001085,514,2025-04-23,160.67, Bank Transfer ,UPGRADE
Q2-TX-001086,308,2025-04-22,180.03 USD,bank transfer,subscription
Q2-TX-001087,409,28 Apr 2025,$243,PAYPAL, Subscription 
Q2-TX-001088,702,05/09/2025,USD 545.95, Debit Card,upgrade
Q2-TX-001089,1059,"Jun 19, 2025",-276.44 USD, Credit Card, Refund
Q2-TX-001090,1492,20/06/2025,120.16,Bank Transfer , Upgrade 
Q2-TX-001091,553,"May 23, 2025",$160, Bank Transfer , Subscription
Q2-TX-001092,44,29 May 2025,USD 122.17,bank transfer,ADD-ON
Q2-TX-001093,91,"Apr 15, 2025",USD 248.05,PayPal ,SUBSCRIPTION
Q2-TX-001094,832,16-06-2025,USD 292.12,paypal, Add-on
Q2-TX-001095,1199,29 Jun 2025,$294.22, Debit Card,Subscription
Q2-TX-001096,1467,04/07/2025,$449.19,DEBIT CARD, Add-on
Q2-TX-001097,987,"May 25, 2025",283.63,Credit Card,upgrade
Q2-TX-001098,1204,09/06/2025,-87.54 USD,paypal,Refund
Q2-TX-001099,300,"Jun 03, 2025",464.45 USD, Bank Transfer, Add-on
Q2-TX-001100,1396,10-06-2025,181.97, Debit Card,Upgrade
Q2-TX-001101,85,28-05-2025,$199, Credit Card,ADD-ON
Q2-TX-001102,465,"Apr 04, 2025",-153.60,bank transfer,REFUND
Q2-TX-001103,622,2025-05-11,, Credit Card ,Upgrade
Q2-TX-001104,1393,30 May 2025,USD -117.23,CREDIT CARD,Refund 
Q2-TX-001105,1500,09-04-2025,$363.94, Bank Transfer, Upgrade 
Q2-TX-001106,191,"Apr 23, 2025",213.35,Credit Card,SUBSCRIPTION
Q2-TX-001107,240,21 Jun 2025,157.13,debit card, Add-on
Q2-TX-001108,851,06/28/2025,$455,Debit Card, Upgrade
Q2-TX-001109,107,26/04/2025,283.82 USD,paypal,Add-on
Q2-TX-001110,314,04/05/2025,170.40,Bank Transfer ,Upgrade
Q2-TX-001111,551,"Jun 22, 2025",489.36,Credit Card ,Subscription
Q2-TX-001112,518,27-06-2025,$426,bank transfer,Add-on 
Q2-TX-001113,1357,02-04-2025,$158,Bank Transfer, Add-on 
Q2-TX-001114,466,10/04/2025,$132,PAYPAL,Upgrade 
Q2-TX-001115,16,"May 07, 2025",309.26 USD,Debit Card,Subscription 
Q2-TX-001116,36,2025-05-10,$151, Bank Transfer,UPGRADE
Q2-TX-001117,440,05/03/2025,215.52 USD,debit card, Add-on 
Q2-TX-001118,1470,2025-05-18,USD -188.36, PayPal , Refund 
Q2-TX-001119,315,10 May 2025,$-220,PAYPAL,REFUND
Q2-TX-001120,1117,19/05/2025,$-516.03, PayPal ,Refund
