ticket_id,user_id,opened_date,category,priority,resolution_hours,satisfaction,ticket_status
TCK-003143,568,08/10/2025,Technical ,high,26.7,3.0,PENDING
TCK-003144,574,"Aug 11, 2025",Performance ,Medium ,4.4,3.0,Pending 
TCK-003145,583,"Jun 07, 2025", Account ,HIGH,24.3,1.0, Open 
TCK-003146,231,22/08/2025,FEATURE REQUEST,High ,10.1,5.0, Resolved 
TCK-003147,1369,21-10-2025,billing,Low,24.1,5.0,Open
TCK-003148,253,22 Mar 2025,TECHNICAL,CRITICAL,12.3,2.0, Open
TCK-003149,245,01/27/2025, Account,Critical ,15.0,5.0,PENDING
TCK-003150,1308,"Apr 21, 2025",Performance, Low,23.9,1.0,resolved
TCK-003151,666,25-10-2025,security,LOW,19.1,4.0, Open
TCK-003152,679,"Jul 14, 2025",Technical ,CRITICAL,8.3,2.0,open
TCK-003153,1304,"Aug 08, 2025",Billing,High ,41.6,, Resolved 
TCK-003154,1398,11/18/2025,PERFORMANCE,Medium ,12.7,3.0,resolved
TCK-003155,1459,07 Dec 2025,Performance ,critical,3.9,5.0,open
TCK-003156,482,27/01/2025, Account,MEDIUM,3.8,3.0,Resolved 
TCK-003157,596,2025-12-31, Technical,medium,14.8,4.0,CLOSED
TCK-003158,226,04/23/2025, Performance,Critical ,9.7,4.0, Resolved 
TCK-003159,1286,20-05-2025,billing,LOW,17.2,1.0,OPEN
TCK-003160,370,04/21/2025,TECHNICAL,Medium ,3.6,2.0,open
TCK-003161,610,07/24/2025,billing,low,39.3,2.0,OPEN
TCK-003162,241,18 Feb 2025,Performance,low,24.4,5.0, Closed
TCK-003163,1038,12/07/2025,Account, Low,18.3,5.0,resolved
TCK-003164,558,17-09-2025,Account ,High,22.1,2.0, Open 
TCK-003165,478,"Sep 23, 2025", Account ,Critical,9.8,, Resolved
TCK-003166,522,02/17/2025, Performance,Critical ,8.2,, Resolved
TCK-003167,44,10 Aug 2025, Performance ,HIGH,2.0,,resolved
TCK-003168,53,10-03-2025,TECHNICAL,HIGH,15.4,1.0,CLOSED
TCK-003169,774,2025-04-13, Billing ,Low ,12.0,, Resolved 
TCK-003170,274,19 Oct 2025,Performance, Low ,13.6,5.0,Closed 
TCK-003171,3,10/04/2025,Technical, Critical ,87.6,3.0,CLOSED
TCK-003172,320,23-07-2025,Feature Request ,High ,3.3,2.0,CLOSED
TCK-003173,77,"Oct 15, 2025",performance,high,22.2,3.0,Closed 
TCK-003174,252,09/06/2025,technical,Critical,30.2,1.0,Pending
TCK-003175,1472,02/08/2025,FEATURE REQUEST,MEDIUM,7.8,5.0,Open
TCK-003176,548,19/11/2025,Technical,high,2.9,2.0,Open
TCK-003177,1186,2025-12-24,Performance, Critical,6.6,, Open
TCK-003178,141,11/17/2025, Security ,critical,43.8,,Open
TCK-003179,271,04/24/2025,Account,High,6.9,5.0, Pending
TCK-003180,764,18-12-2025, Billing ,HIGH,28.3,2.0,Pending
TCK-003181,1377,"Aug 03, 2025",Security,High ,9.5,3.0,closed
TCK-003182,169,06/21/2025,BILLING, Medium ,24.1,5.0,Closed
TCK-003183,233,09/05/2025,Performance,High,41.0,3.0,Open
TCK-003184,1012,12 Aug 2025,FEATURE REQUEST,Medium ,15.2,,pending
TCK-003185,164,29/09/2025,Account ,low,9.9,2.0,pending
TCK-003186,17,11/16/2025, Billing ,Low ,2.5,1.0, Open
TCK-003187,463,16-06-2025, Technical, Low ,11.1,,Resolved
TCK-003188,541,25 Jun 2025,Account,Medium ,31.5,,RESOLVED
TCK-003189,640,25/11/2025,SECURITY,high,9.7,2.0,Closed
TCK-003190,70,"Mar 27, 2025",Billing ,Low ,1.6,3.0,OPEN
TCK-003191,532,"Mar 23, 2025",SECURITY,High ,7.4,5.0,closed
TCK-003192,911,29 Jul 2025,SECURITY,Medium ,17.3,2.0,PENDING
TCK-003193,597,14/11/2025,Feature Request,Medium,11.4,3.0, Closed
TCK-003194,1300,2025-07-30, Account ,high,15.7,4.0,resolved
TCK-003195,79,27 Mar 2025, Performance, High,19.4,2.0,CLOSED
TCK-003196,35,2025-11-11,Technical , Critical ,20.3,5.0,closed
TCK-003197,909,11 Jul 2025,account,low,2.4,5.0,Pending 
TCK-003198,401,2025-03-30,feature request, Medium,10.6,4.0, Resolved
TCK-003199,589,01/01/2025,billing,critical,25.1,5.0, Closed
TCK-003200,1397,"Oct 01, 2025", Performance,HIGH,14.8,4.0,OPEN
TCK-003201,560,06 Oct 2025,FEATURE REQUEST, Critical ,24.9,3.0,resolved
TCK-003202,1123,08/23/2025,Billing ,High,30.3,4.0,Pending
TCK-003203,185,24/07/2025,PERFORMANCE,MEDIUM,4.5,3.0,Resolved
TCK-003204,674,"Jun 02, 2025",Billing, Critical,23.9,,Closed 
TCK-003205,1069,"Mar 18, 2025", Security,High ,42.0,5.0,Closed 
TCK-003206,1316,2025-12-15,account,Medium,11.3,1.0, Closed
TCK-003207,1285,"Jul 25, 2025",performance, High,6.4,2.0,OPEN
TCK-003208,66,2025-04-01,billing,Low,15.6,3.0,Resolved 
TCK-003209,1287,05/08/2025,Account,High ,16.3,,resolved
TCK-003210,282,17 Oct 2025, Billing,CRITICAL,14.6,2.0, Resolved
TCK-003211,1332,27-08-2025, Feature Request ,Medium ,8.3,5.0, Pending
TCK-003212,1378,08-06-2025, Performance,high,25.6,5.0,Resolved 
TCK-003213,461,03 Mar 2025, Technical , Critical,22.0,4.0, Pending
TCK-003214,474,01-04-2025,FEATURE REQUEST, High,9.7,1.0,Pending 
TCK-003215,1266,12/06/2025,PERFORMANCE,High ,4.7,5.0,RESOLVED
TCK-003216,644,02/03/2025,technical,High,22.5,2.0,RESOLVED
TCK-003217,1267,19 Oct 2025,Feature Request,Medium,24.8,1.0,Open 
TCK-003218,860,02/26/2025, Feature Request,Critical,8.4,2.0,resolved
TCK-003219,1190,08/06/2025, Performance ,High ,2.8,2.0, Resolved
TCK-003220,586,2025-06-09,ACCOUNT,MEDIUM,5.4,,Closed 
TCK-003221,486,"Mar 17, 2025",TECHNICAL, Low ,35.9,,OPEN
TCK-003222,1420,28/02/2025,Feature Request, Low ,9.5,5.0, Resolved
TCK-003223,925,11/17/2025, Billing, High ,3.2,2.0,Pending
TCK-003224,21,16-11-2025, Security ,critical,13.9,3.0,OPEN
TCK-003225,386,28/04/2025,Billing,High ,13.2,3.0, Resolved 
TCK-003226,1458,16-12-2025, Feature Request ,Medium ,9.9,1.0,OPEN
TCK-003227,1115,2025-05-03,Feature Request,High ,27.8,2.0, Pending
TCK-003228,878,2025-02-15, Billing,medium,5.6,5.0,Open 
TCK-003229,1395,"Dec 02, 2025",technical, Critical ,20.8,4.0,Resolved 
TCK-003230,1402,19-01-2025, Performance ,medium,21.4,2.0,Resolved
TCK-003231,1468,02 May 2025,billing, Medium ,14.1,3.0,Open 
TCK-003232,802,06/01/2025, Feature Request,medium,23.0,5.0, Open 
TCK-003233,1062,"Nov 08, 2025",ACCOUNT,Medium ,6.3,2.0, Open
TCK-003234,166,20-03-2025,PERFORMANCE, Low,8.0,4.0, Closed
TCK-003235,934,11-05-2025,Performance ,low,6.4,2.0, Pending 
TCK-003236,65,08-06-2025, Security,low,36.6,1.0,Pending
TCK-003237,1114,"Dec 25, 2025",performance, Low,29.3,5.0,CLOSED
TCK-003238,881,25-10-2025,BILLING,HIGH,8.3,5.0,open
TCK-003239,770,06/18/2025,Performance , Medium ,8.0,1.0, Resolved 
TCK-003240,447,2025-07-15,feature request,Medium,4.4,3.0,CLOSED
TCK-003241,1174,2025-12-11,Account,Medium ,16.4,, Open 
TCK-003242,608,22 Jul 2025,Billing, Critical ,7.4,,Open 
TCK-003243,1387,18/01/2025,PERFORMANCE, Critical ,12.1,2.0,Closed
TCK-003244,191,"Oct 05, 2025",Account ,LOW,22.3,3.0,open
TCK-003245,611,26/07/2025,Feature Request ,high,14.7,3.0,Pending 
TCK-003246,889,19-02-2025,performance, Critical ,24.6,1.0,Pending
TCK-003247,1378,05-12-2025,Performance ,MEDIUM,4.9,5.0,open
TCK-003248,442,2025-10-31, Performance , Medium,22.9,2.0,Resolved 
TCK-003249,736,"Mar 18, 2025", Billing ,low,1.2,,closed
TCK-003250,46,2025-11-12,Technical , Medium ,8.7,5.0, Pending
TCK-003251,95,11-02-2025, Account , Low,31.3,,Pending
TCK-003252,861,2025-08-16,Billing, Low ,2.9,5.0,Resolved 
TCK-003253,333,15 Nov 2025, Feature Request , High ,19.7,3.0,Resolved
TCK-003254,426,"Dec 01, 2025", Technical,MEDIUM,3.4,1.0,Closed
TCK-003255,63,2025-07-18,ACCOUNT,critical,6.1,2.0, Closed 
TCK-003256,39,25-10-2025,SECURITY,Critical ,2.0,2.0,Open
TCK-003257,914,11 May 2025,security, Low ,13.2,,Open 
TCK-003258,809,09/01/2025,Security,Medium ,6.2,4.0,Open 
TCK-003259,422,2025-06-11,Billing,Critical,25.0,4.0,Pending
TCK-003260,756,06/12/2025, Technical,critical,8.7,4.0,Open
TCK-003261,59,"Dec 16, 2025", Billing,Low ,18.8,4.0,Resolved
TCK-003262,802,14 Feb 2025,Security,low,74.5,,CLOSED
TCK-003263,1122,20 Aug 2025, Performance, High ,16.2,1.0,Pending 
TCK-003264,311,"Mar 25, 2025", Feature Request,High ,13.7,1.0,RESOLVED
TCK-003265,835,02-01-2025,SECURITY,CRITICAL,29.0,4.0,CLOSED
TCK-003266,515,25-01-2025, Feature Request ,low,31.4,4.0,Pending 
TCK-003267,1448,30 Aug 2025, Technical,Critical,17.0,5.0, Resolved 
TCK-003268,1198,"Oct 15, 2025", Technical, Low,3.2,2.0,Resolved 
TCK-003269,1261,24/10/2025,Technical,low,14.8,3.0,Closed 
TCK-003270,485,"Feb 01, 2025",account,Low ,8.6,5.0,PENDING
TCK-003271,433,"Oct 20, 2025", Security, High ,5.0,1.0,Open
TCK-003272,603,2025-05-22,Account, Low,14.8,3.0, Closed
TCK-003273,655,10-08-2025, Security ,High ,13.3,4.0, Open
TCK-003274,834,2025-07-27,account, Critical,26.9,4.0,pending
TCK-003275,1101,27-12-2025,technical,high,4.9,,open
TCK-003276,1384,"Jan 21, 2025",Billing,CRITICAL,48.8,1.0,Resolved
TCK-003277,145,09 Apr 2025,feature request,Medium ,19.2,, Resolved
TCK-003278,937,13-01-2025,Security ,LOW,3.5,,Closed
TCK-003279,1369,2025-03-28,account,Critical,71.9,2.0,CLOSED
TCK-003280,778,2025-07-27,PERFORMANCE,high,9.4,2.0, Resolved 
TCK-003281,10,"May 11, 2025", Account, Medium ,15.9,4.0,Pending 
TCK-003282,1418,25-07-2025,Billing ,MEDIUM,13.5,4.0,Closed 
TCK-003283,23,01/26/2025, Performance ,Low,10.4,1.0,Closed 
TCK-003284,197,19 Jun 2025,PERFORMANCE,Critical,33.5,2.0,open
TCK-003285,157,20-07-2025,FEATURE REQUEST, Low ,30.7,,resolved
TCK-003286,336,05/11/2025,Technical,Low ,23.9,3.0,resolved
TCK-003287,397,12/10/2025,billing, Medium,26.6,3.0, Pending
TCK-003288,584,12-02-2025, Technical,HIGH,17.9,,Resolved 
TCK-003289,939,15/09/2025,SECURITY, High ,9.2,2.0,CLOSED
TCK-003290,1098,24 Apr 2025,feature request,Medium ,23.0,5.0,open
TCK-003291,285,02 Sep 2025, Security ,Low ,8.5,2.0,Pending
TCK-003292,549,12/13/2025, Technical ,High ,7.3,, Closed 
TCK-003293,1479,05 Jan 2025, Account,CRITICAL,33.9,5.0,Resolved 
TCK-003294,1172,"Jun 22, 2025", Feature Request ,Low ,18.7,1.0, Pending 
TCK-003295,589,2025-10-30, Technical ,critical,9.7,,resolved
TCK-003296,207,03-07-2025,Performance,Medium ,8.8,1.0, Closed
TCK-003297,1137,2025-01-13,Feature Request,low,14.9,2.0, Pending
TCK-003298,955,"Feb 10, 2025",Account , Low,9.5,4.0, Resolved
TCK-003299,1288,21/03/2025, Account,critical,27.3,2.0,OPEN
TCK-003300,318,30 Apr 2025,security,critical,21.3,4.0,Closed
TCK-003301,560,02/11/2025, Technical, High ,4.2,5.0, Resolved 
TCK-003302,438,06-05-2025,Account,High,11.1,4.0,open
TCK-003303,1076,06/30/2025,Performance,LOW,5.4,3.0,Closed 
TCK-003304,663,27 Jan 2025,Performance,Medium,7.6,5.0,RESOLVED
TCK-003305,62,12/08/2025, Technical,high,9.8,2.0, Open 
TCK-003306,573,"Apr 15, 2025",technical, Medium ,4.0,5.0,Pending
TCK-003307,738,11/01/2025,Account,HIGH,4.3,4.0, Open
TCK-003308,171,30-01-2025,FEATURE REQUEST,Low ,13.7,1.0,Pending
TCK-003309,405,"May 13, 2025", Billing , Medium ,1.8,2.0,Open 
TCK-003310,1170,09-04-2025,ACCOUNT,Medium ,20.4,,RESOLVED
TCK-003311,973,12/02/2025,billing, Critical,2.8,4.0,pending
TCK-003312,818,03/07/2025,ACCOUNT, Critical,46.6,2.0, Open 
TCK-003313,112,01-10-2025, Feature Request ,Low ,20.4,2.0, Resolved
TCK-003314,1066,"Jan 19, 2025",FEATURE REQUEST,HIGH,13.0,4.0, Closed 
TCK-003315,1452,17-11-2025, Performance ,Medium ,12.1,1.0,Resolved
TCK-003316,812,28/05/2025,Billing ,High,44.7,1.0,closed
TCK-003317,287,23/08/2025,Account,LOW,14.1,1.0,resolved
TCK-003318,1394,08/06/2025, Feature Request,Medium,14.1,2.0, Resolved 
TCK-003319,206,23/04/2025,Feature Request,Critical ,9.1,2.0,PENDING
TCK-003320,359,09-05-2025, Account,Medium ,18.1,4.0,Resolved 
TCK-003321,122,06/21/2025,Performance ,Medium,3.4,,Open
TCK-003322,1103,"Jul 06, 2025",account,Low,19.0,4.0,Pending 
TCK-003323,703,14 Jun 2025, Performance ,low,10.3,3.0,RESOLVED
TCK-003324,1206,13/02/2025,Feature Request , Low ,4.6,2.0,Pending
TCK-003325,397,07/10/2025, Account, High ,1.9,4.0,RESOLVED
TCK-003326,533,22 Apr 2025,Technical , Critical,20.0,, Resolved 
TCK-003327,178,06 Dec 2025, Technical , Medium ,7.4,1.0,Resolved 
TCK-003328,800004,"Jul 26, 2025",billing,Low ,12.6,1.0, Resolved
TCK-003329,1058,26-02-2025, Billing ,LOW,19.3,4.0, Open
TCK-003330,1423,22 Sep 2025,Security ,low,30.9,1.0,RESOLVED
TCK-003331,844,13 Oct 2025, Performance , High ,22.4,1.0,pending
TCK-003332,224,2025-12-14, Technical, Low,4.9,3.0, Resolved 
TCK-003333,45,2025-07-27,BILLING,MEDIUM,30.4,1.0,resolved
TCK-003334,642,01/24/2025, Performance ,medium,13.8,2.0, Resolved
TCK-003335,6,2025-01-16,billing, Medium ,8.1,2.0,closed
TCK-003336,406,28/11/2025, Feature Request,High ,19.9,3.0, Closed
TCK-003337,423,"Jun 27, 2025", Feature Request,HIGH,9.0,3.0, Open
TCK-003338,828,2025-12-30,technical,CRITICAL,3.0,4.0,Pending
TCK-003339,1110,"May 28, 2025", Account,LOW,35.2,, Closed
TCK-003340,1274,24-06-2025,Technical ,Critical ,5.2,2.0,Pending 
TCK-003341,538,"Jun 23, 2025", Security ,low,8.9,3.0, Open 
TCK-003342,225,19 Jul 2025,ACCOUNT, High,19.1,2.0,Resolved 
TCK-003343,489,25 May 2025, Billing,HIGH,30.4,5.0, Resolved 
TCK-003344,1421,23 Jun 2025,billing,High,11.9,5.0, Closed 
TCK-003345,544,01/19/2025,account,High,8.2,5.0,open
TCK-003346,20,"Sep 26, 2025", Technical , Low ,4.4,2.0,closed
TCK-003347,1321,17/03/2025,PERFORMANCE,CRITICAL,24.2,3.0,Resolved
TCK-003348,1337,12 Jul 2025,Performance ,LOW,3.8,3.0,PENDING
TCK-003349,959,"May 11, 2025",feature request,Critical,11.0,,Closed
TCK-003350,1466,21-09-2025,ACCOUNT, Low,18.4,2.0,PENDING
TCK-003351,286,09/29/2025,Security,Critical,12.4,1.0,RESOLVED
TCK-003352,874,01/28/2025,ACCOUNT,Critical,31.1,3.0,Pending 
TCK-003353,48,15 Nov 2025,security,Critical ,23.0,3.0,Closed
TCK-003354,220,18/12/2025,Performance, Critical ,19.3,,Open
TCK-003355,872,15-10-2025, Feature Request, Critical ,4.0,2.0,Closed 
TCK-003356,730,"Nov 19, 2025", Performance ,CRITICAL,17.1,3.0,Resolved
TCK-003357,946,26 Feb 2025,BILLING,critical,32.0,3.0,Pending
TCK-003358,461,17 Mar 2025,Billing, Critical ,6.7,1.0,PENDING
TCK-003359,752,2025-06-10,ACCOUNT,MEDIUM,16.1,1.0,Open
TCK-003360,224,01 Sep 2025,feature request, Medium ,8.2,5.0,resolved
TCK-003361,1465,26 Nov 2025,SECURITY,High,8.8,5.0, Closed 
TCK-003362,588,2025-10-08, Technical,Medium ,8.1,2.0, Resolved
TCK-003363,396,21 Oct 2025,billing,Low,5.4,5.0,Open
TCK-003364,1213,"Jul 31, 2025", Performance,critical,1.8,4.0,Resolved 
TCK-003365,675,30/01/2025, Account,Critical,15.0,3.0, Pending 
TCK-003366,173,03 Aug 2025,account,LOW,3.6,2.0,Closed
TCK-003367,695,04-02-2025, Performance ,high,26.2,1.0, Open 
TCK-003368,730,07/13/2025,performance,Low,34.6,,Pending
TCK-003369,867,22/07/2025,Security ,MEDIUM,46.2,3.0, Resolved
TCK-003370,140,08/12/2025, Security ,high,25.1,1.0,Open 
TCK-003371,1471,2025-10-28, Performance,HIGH,23.2,1.0,CLOSED
TCK-003372,1315,11 Aug 2025,Security ,low,6.6,4.0,OPEN
TCK-003373,375,29/08/2025,Account,MEDIUM,10.3,,Open 
TCK-003374,632,04-04-2025,Account , Medium,3.1,,Pending 
TCK-003375,1062,12-06-2025,billing, Medium ,22.4,5.0,CLOSED
TCK-003376,665,"Oct 06, 2025", Technical , Critical ,7.6,1.0, Pending
TCK-003377,253,01-09-2025,Technical ,LOW,27.6,, Closed 
TCK-003378,660,16/07/2025, Billing,Medium,5.3,2.0,Open 
TCK-003379,1249,2025-01-10,Feature Request,MEDIUM,7.5,1.0, Open 
TCK-003380,171,15-08-2025, Billing ,MEDIUM,14.3,5.0,Pending 
TCK-003381,844,14 Mar 2025,feature request,critical,24.2,5.0, Closed 
TCK-003382,916,2025-06-30,Performance,Critical,4.8,4.0, Resolved
TCK-003383,80,"Sep 15, 2025",Feature Request,Critical,2.8,4.0, Resolved 
TCK-003384,172,"Sep 19, 2025",ACCOUNT,low,15.0,4.0,Resolved
TCK-003385,1320,15/06/2025, Performance,High ,4.5,4.0, Closed
TCK-003386,686,05/01/2025,FEATURE REQUEST,CRITICAL,3.1,5.0, Closed 
TCK-003387,1149,19/10/2025, Security,Critical,7.0,2.0,pending
TCK-003388,1421,07/27/2025,FEATURE REQUEST, Low ,16.9,,Pending
TCK-003389,152,12/29/2025,Security ,Low,26.5,,Open 
TCK-003390,235,"Mar 08, 2025", Billing ,medium,3.2,3.0,Resolved 
TCK-003391,1265,29-03-2025,Security ,High,18.5,4.0,OPEN
TCK-003392,360,2025-01-06,Account,High,10.9,5.0,Resolved 
TCK-003393,1351,05-09-2025, Performance ,low,3.9,1.0,resolved
TCK-003394,30,2025-08-21,Security ,LOW,15.8,3.0,OPEN
TCK-003395,647,"Apr 24, 2025",Security ,Medium ,30.4,4.0,PENDING
TCK-003396,1146,01 Jul 2025, Feature Request, High ,11.5,5.0,closed
TCK-003397,606,2025-06-07, Feature Request, High,35.1,2.0,closed
TCK-003398,838,05-08-2025,SECURITY, High ,13.4,2.0,RESOLVED
TCK-003399,484,31-07-2025,performance,HIGH,15.3,4.0,Closed 
TCK-003400,219,2025-06-14,Billing,Low,12.5,4.0, Closed
TCK-003401,993,10-05-2025, Security, Medium ,15.4,4.0,Resolved 
TCK-003402,1195,06/08/2025, Security ,Low,36.0,4.0,RESOLVED
TCK-003403,961,25-07-2025,performance, Medium ,37.3,, Pending 
TCK-003404,1009,16 Jan 2025,Account,LOW,6.9,4.0,closed
TCK-003405,1086,2025-09-07, Technical, Low ,8.1,,closed
TCK-003406,1182,17/11/2025,Feature Request ,Low,18.2,,OPEN
TCK-003407,473,"May 07, 2025", Security,High,1.8,5.0,Resolved 
TCK-003408,763,2025-11-28,SECURITY,Medium,36.4,1.0,RESOLVED
TCK-003409,904,31 May 2025,Technical ,Critical,5.9,4.0,Resolved 
TCK-003410,47,18-06-2025,PERFORMANCE,Medium,9.5,3.0,Pending 
TCK-003411,105,"Mar 08, 2025",technical, Critical,3.4,2.0, Closed 
TCK-003412,986,01/18/2025,Billing,Medium ,20.3,1.0, Open
TCK-003413,590,05/07/2025,FEATURE REQUEST,High ,14.5,1.0, Resolved
TCK-003414,654,2025-11-25,Technical ,Critical ,3.9,3.0, Pending
TCK-003415,139,"Nov 23, 2025",technical,LOW,11.4,4.0,closed
TCK-003416,1076,17-01-2025, Technical,LOW,13.1,3.0,pending
TCK-003417,706,"May 03, 2025", Account ,Low ,11.1,, Open
TCK-003418,691,10/28/2025, Performance , Medium,32.6,4.0,Open 
TCK-003419,862,"Feb 01, 2025", Technical ,LOW,2.9,5.0,Closed
TCK-003420,1290,2025-03-30,ACCOUNT, Critical ,52.5,3.0, Open 
TCK-003421,695,2025-06-10, Feature Request,high,16.6,5.0,Pending 
TCK-003422,862,06-10-2025,Account , Medium,0.9,5.0,pending
TCK-003423,600,"Apr 06, 2025",billing,High,6.7,3.0, Resolved 
TCK-003424,837,16-09-2025, Security, Low,11.7,5.0,open
TCK-003425,1320,27-07-2025, Performance, Critical,12.4,3.0,open
TCK-003426,1167,2025-02-14,Account, Critical ,18.2,1.0, Closed 
TCK-003427,1254,24/12/2025,Security , Critical,6.1,3.0,Closed
TCK-003428,1133,"Feb 18, 2025",Feature Request,high,14.3,2.0,CLOSED
TCK-003429,342,06/12/2025, Billing , Medium ,6.7,1.0, Closed
TCK-003430,1466,"Jan 19, 2025", Performance,low,6.1,,Resolved
TCK-003431,847,08 Oct 2025,FEATURE REQUEST, Medium ,13.6,3.0, Resolved 
TCK-003432,284,06/28/2025,account,Critical ,11.8,5.0, Open
TCK-003433,688,12/19/2025,performance,High ,9.9,3.0,open
TCK-003434,763,27 Mar 2025,performance,Medium ,2.3,2.0, Resolved 
TCK-003435,302,31 Jan 2025, Performance,medium,13.7,5.0,pending
TCK-003436,1141,13 Feb 2025,account,low,33.2,2.0,Closed 
TCK-003437,800011,03/29/2025,ACCOUNT,High ,6.0,1.0,closed
TCK-003438,2,2025-07-14,Account ,High,14.1,3.0,closed
TCK-003439,99,2025-01-16,Security ,low,13.7,,Resolved
TCK-003440,82,31 Aug 2025,account,Medium,10.1,2.0, Open
TCK-003441,302,26 Jun 2025, Security ,medium,9.5,, Open 
TCK-003442,854,"Jun 23, 2025",Security,Medium ,2.2,3.0, Closed
TCK-003443,179,2025-08-25, Feature Request, Low,29.0,,RESOLVED
TCK-003444,609,01/03/2025, Technical, Medium ,5.2,1.0, Pending 
TCK-003445,746,2025-03-24,Performance, Medium ,23.8,5.0,OPEN
TCK-003446,929,06-12-2025,feature request, Low,41.7,2.0,Resolved
TCK-003447,1234,01/01/2025,FEATURE REQUEST,Critical ,9.4,2.0,pending
TCK-003448,551,25/10/2025,Security,High,18.8,4.0,Open 
TCK-003449,1254,25-05-2025, Technical,Low ,13.6,2.0,Closed
TCK-003450,1342,11/08/2025,technical,Medium,13.3,2.0,RESOLVED
TCK-003451,232,05 May 2025,FEATURE REQUEST, Low ,21.2,2.0, Closed
TCK-003452,1342,14 Sep 2025, Performance ,Low,9.5,3.0, Open
TCK-003453,1083,11 Nov 2025, Account, Medium,15.4,, Resolved
TCK-003454,1020,17-01-2025,TECHNICAL,Medium ,20.8,, Open
TCK-003455,117,08/20/2025,Technical , Medium ,34.5,3.0,Resolved
TCK-003456,219,"Jan 11, 2025",Security, High ,31.0,, Closed 
TCK-003457,68,"Apr 14, 2025", Performance,Critical,1.4,4.0,Closed
TCK-003458,598,06/01/2025,security,High ,18.0,5.0, Pending 
TCK-003459,228,23/11/2025, Security,Critical ,12.5,4.0,resolved
TCK-003460,604,2025-06-25, Performance , High ,11.0,, Closed
TCK-003461,538,"Dec 29, 2025",technical,high,30.3,3.0, Resolved
TCK-003462,964,27/08/2025, Billing,Low ,8.3,3.0, Closed 
TCK-003463,36,2025-12-17,PERFORMANCE,HIGH,10.3,1.0,pending
TCK-003464,1342,29/01/2025,Billing , High,4.9,1.0,OPEN
TCK-003465,795,09/01/2025,account,MEDIUM,17.7,1.0,pending
TCK-003466,778,27 Sep 2025, Technical,LOW,21.3,4.0,closed
TCK-003467,1038,01/09/2025,Performance ,MEDIUM,37.3,4.0, Pending
TCK-003468,863,11/10/2025, Billing , Low,7.9,4.0,Resolved
TCK-003469,935,25-09-2025,Technical,Medium,4.5,1.0, Closed 
TCK-003470,62,23-09-2025, Security,Critical ,15.1,5.0,Pending 
TCK-003471,524,12/24/2025,technical,Medium,35.0,,closed
TCK-003472,1151,03/19/2025, Feature Request,MEDIUM,10.2,5.0,closed
TCK-003473,455,13 Nov 2025, Security, High,12.3,4.0, Closed 
TCK-003474,929,2025-05-11,feature request, Low ,22.2,4.0,Open 
TCK-003475,388,2025-01-17, Performance, High,4.5,3.0,OPEN
TCK-003476,931,26/05/2025,technical, Medium ,17.5,1.0, Pending 
TCK-003477,758,01 Aug 2025, Feature Request ,LOW,16.2,3.0, Closed
TCK-003478,199,10-03-2025,TECHNICAL,Medium ,5.9,1.0,CLOSED
TCK-003479,618,20/02/2025,PERFORMANCE,CRITICAL,7.3,,Pending
TCK-003480,250,2025-12-07,Technical,LOW,5.7,,PENDING
TCK-003481,521,14/11/2025,Feature Request ,Medium ,61.0,5.0,Resolved
TCK-003482,1131,2025-05-12, Security, Medium ,31.3,3.0, Resolved 
TCK-003483,305,08/04/2025,Billing,LOW,30.6,1.0,resolved
TCK-003484,1001,17-03-2025,Performance, Low,11.7,5.0,Pending
TCK-003485,1485,"Dec 08, 2025",Account,HIGH,4.5,3.0,Open
TCK-003486,1387,08/02/2025,billing, Low ,19.3,,Closed
TCK-003487,1124,09/09/2025,PERFORMANCE,High,17.0,5.0,Pending 
TCK-003488,1090,"Oct 29, 2025",PERFORMANCE,LOW,9.2,2.0, Closed
TCK-003489,37,09/13/2025,SECURITY, High ,16.7,5.0, Resolved
TCK-003490,351,10/08/2025, Security ,LOW,13.4,5.0,Open 
TCK-003491,896,29-06-2025,Feature Request ,LOW,13.3,,Pending 
TCK-003492,1108,"Jun 15, 2025", Performance, Medium ,4.1,2.0,Open
TCK-003493,141,08 Aug 2025,Billing , Medium,0.6,2.0,pending
TCK-003494,1110,11 Oct 2025, Billing ,low,13.0,1.0, Resolved
TCK-003495,450,24/09/2025,Performance,low,7.2,4.0,Pending
TCK-003496,1392,03/21/2025, Account ,High ,5.4,3.0,open
TCK-003497,290,20-09-2025, Security , Low ,13.1,3.0,open
TCK-003498,733,29-03-2025, Billing ,High ,34.1,4.0,Closed 
TCK-003499,1158,15/02/2025,TECHNICAL, High,4.4,1.0, Resolved 
TCK-003500,520,"Mar 25, 2025",Technical ,High ,35.7,5.0,pending
TCK-003501,1144,11/17/2025,Account,MEDIUM,12.1,1.0, Closed
TCK-003502,1395,09/02/2025,Account,critical,7.6,5.0,OPEN
TCK-003503,632,12/04/2025, Technical,CRITICAL,4.8,1.0,pending
TCK-003504,1245,14 Oct 2025,TECHNICAL, Low ,9.6,4.0,Open
TCK-003505,1086,08/22/2025,technical, Medium ,2.8,3.0,closed
TCK-003506,1204,01/17/2025,technical, Low ,12.1,2.0,PENDING
TCK-003507,1103,01/26/2025, Account , Medium ,6.4,5.0,Open 
TCK-003508,177,28 Jan 2025,performance,high,17.1,4.0,CLOSED
TCK-003509,1324,"Aug 12, 2025",Account,Medium,17.5,2.0, Closed
TCK-003510,1115,12/06/2025,Security ,Low,7.4,,Resolved 
