subscription_id,user_id,plan,billing_cycle,start_date,end_date,monthly_fee,discount,status
SUB-003871,1324,Business,monthly,11/26/2025,,USD 278.29,0.0%,Active
SUB-003872,565,Business, Annual,2025-07-24,,$293, 10% ,active
SUB-003873,477,starter,MONTHLY,24-06-2025,,54.54 USD,20 %,ACTIVE
SUB-003874,396,professional, Annual,05/13/2025,,$148,,Active
SUB-003875,706,Starter , Annual,2025-10-28,,53.26,,active
SUB-003876,1331,professional,Annual,25-01-2025,,$141,5%, Active
SUB-003877,7, Free,MONTHLY,12 Feb 2025,2025-09-02,0.00 USD, 10% ,Expired
SUB-003878,366,Starter, Annual ,2025-04-08,03-10-2025,$46,5%,Paused 
SUB-003879,623, Starter, Annual,30 Dec 2025,,45.80,10 %,active
SUB-003880,705, Starter ,quarterly,2025-02-22,,51.66 USD, 0% ,ACTIVE
SUB-003881,1414,ENTERPRISE, Annual,05/18/2025,,$840,15.0%,active
SUB-003882,12,free,monthly,05-04-2025,,$0.00,5 %, Active
SUB-003883,638,Starter ,Monthly ,"Dec 05, 2025",16-02-2026,USD 49.91,10.0%,Cancelled
SUB-003884,136,Free , Monthly ,"Nov 11, 2025",,0.00 USD,0%, Active
SUB-003885,965, Professional ,Quarterly,06-03-2025,,USD 140.59,0.0%,Active
SUB-003886,83, Free,Annual,2025-02-28,,0.00,10.0%, Active 
SUB-003887,96, Starter ,QUARTERLY,2025-07-18,2026-03-10,52.09 USD, 20% ,expired
SUB-003888,968,professional,Monthly ,11/03/2025,,USD 136.09,20%,active
SUB-003889,698,Business ,Monthly,07-06-2025,,342.35,20 %,ACTIVE
SUB-003890,948,PROFESSIONAL,Quarterly ,11/06/2025,,$157,20%,ACTIVE
SUB-003891,868, Starter ,monthly,03/27/2025,18-10-2025,49.86,10%,Expired
SUB-003892,832, Free ,Annual,"May 16, 2025",20/03/2026,0.00 USD,15.0%,cancelled
SUB-003893,1317,BUSINESS, Annual,19 May 2025,,311.94, 10% ,Active 
SUB-003894,728,BUSINESS,Quarterly,14 Nov 2025,05/17/2026,275.87 USD,10%, Cancelled 
SUB-003895,754, Professional, Annual ,2025-10-28,,168.74,5%,active
SUB-003896,416,business, Monthly,19-05-2025,,315.87,20 %,Active
SUB-003897,271, Starter , Annual ,30/06/2025,,46.35,10%,active
SUB-003898,905, Starter ,monthly,2025-07-31,"Jul 22, 2026",USD 50.99,15 %,Cancelled 
SUB-003899,55,Starter , Annual,10/11/2025,2026-07-02,USD 45.73,10 %,CANCELLED
SUB-003900,435,Professional ,annual,"Feb 14, 2025",21 Jun 2025,$135,20%,Cancelled 
SUB-003901,1478,Starter ,Annual ,06/14/2025,,$52, 5% ,ACTIVE
SUB-003902,23, Professional ,Quarterly,09/18/2025,,158.26,0.0%, Active
SUB-003903,1029, Starter , Annual,28/07/2025,,USD 51.25,15 %, Active 
SUB-003904,363,STARTER, Annual,03/05/2025,2025-08-19,USD 46.35, 10% ,Paused 
SUB-003905,1234,PROFESSIONAL, Monthly,29 Nov 2025,,156.58 USD,10.0%,Active 
SUB-003906,536, Starter ,quarterly,20/06/2025,2025-09-22,$45, 0% ,Cancelled 
SUB-003907,206,Starter,Monthly ,"Jan 28, 2025","Jul 02, 2025",$52,20.0%,Paused
SUB-003908,1159,business, Annual ,04/05/2025,,$310.51,0 %, Active
SUB-003909,835,Enterprise ,annual,13 Aug 2025,,$850,15.0%,Active 
SUB-003910,338, Professional ,Quarterly,"Aug 18, 2025",,USD 167.46,0 %, Active
SUB-003911,454, Starter ,Quarterly ,10/25/2025,"May 30, 2026",$54.52,5%,cancelled
SUB-003912,186,STARTER,quarterly,04/07/2025,,USD 56.11,5.0%, Active
SUB-003913,1493, Starter, Quarterly,25 Oct 2025,,56.06,0 %,ACTIVE
SUB-003914,595,free,Annual,2025-02-14,,$0, 5% ,ACTIVE
SUB-003915,1430,professional,Monthly,27-06-2025,,USD 169.73, 5% ,ACTIVE
SUB-003916,650,Free,QUARTERLY,"Nov 02, 2025",,0.00 USD,10 %,Active
SUB-003917,948,Starter ,annual,"Sep 15, 2025",,53.01 USD,20 %, Active
SUB-003918,1036, Professional ,monthly,"Feb 20, 2025",,136.91, 10% ,ACTIVE
SUB-003919,401,Free,MONTHLY,2025-12-05,,0.00,15.0%, Active 
SUB-003920,912, Free ,annual,2025-03-24,,$0.00, 10% ,Active
SUB-003921,376,Professional ,quarterly,"Jan 03, 2025",20-11-2025,152.34,15%,Expired
SUB-003922,538, Professional ,ANNUAL,02/21/2025,04/04/2025,164.44,20 %,Paused 
SUB-003923,579,PROFESSIONAL,Quarterly,23 Feb 2025,"May 17, 2025",$146,15 %, Cancelled
SUB-003924,1181,Business ,monthly,15/06/2025,"May 23, 2026",$298.82,, Cancelled
SUB-003925,1295,Business ,MONTHLY,18 Nov 2025,,$321.44, 20% , Active 
SUB-003926,979, Business ,Annual ,05/01/2025,,337.52,20%,ACTIVE
SUB-003927,210,ENTERPRISE,annual,23-10-2025,,736.63,20 %, Active
SUB-003928,570, Starter , Quarterly,04-05-2025,"Dec 28, 2025",54.65,10 %,cancelled
SUB-003929,1401, Professional , Quarterly ,2025-06-01,,$163.64,0 %,Active 
SUB-003930,756,Professional, Quarterly,"Mar 12, 2025",,145.85, 15% , Active
SUB-003931,1122,starter,QUARTERLY,2025-11-23,,$48.45,5%,Active
SUB-003932,56,STARTER,Annual ,25 Sep 2025,,$44.67, 0% ,Active
SUB-003933,110, Free , Annual,03/08/2025,,0.00, 0% , Active 
SUB-003934,1148,Free,Quarterly ,12/18/2025,,0.00 USD,15.0%,Active 
SUB-003935,116,starter,MONTHLY,30-03-2025,,USD 45.27,20%,Active 
SUB-003936,52, Business ,MONTHLY,27-10-2025,,283.60,20.0%, Active
SUB-003937,1422, Starter , Quarterly,2025-05-21,,54.47 USD,10 %,Active 
SUB-003938,222,Professional , Annual ,30/05/2025,,$155.37,15 %, Active 
SUB-003939,357, Professional ,Monthly ,09 Mar 2025,06-06-2025,$157.70,5 %, Cancelled 
SUB-003940,494, Starter,QUARTERLY,2025-05-22,,$46,20.0%,Active 
SUB-003941,1340, Free ,Monthly ,"Sep 20, 2025",2026-05-07,0.00 USD, 10% ,CANCELLED
SUB-003942,4, Enterprise ,monthly,19 Aug 2025,,892.48, 15% ,Active 
SUB-003943,607,Starter,ANNUAL,05/31/2025,02-05-2026,50.51,15%,EXPIRED
SUB-003944,481, Business,Annual,"Nov 07, 2025",,337.31 USD,0.0%, Active 
SUB-003945,1060,Starter , Annual,"Jan 09, 2025",,$54.45,5 %, Active 
SUB-003946,987,BUSINESS, Annual ,03/13/2025,,323.77 USD,15%,Active 
SUB-003947,302,Starter, Monthly,"Mar 03, 2025",,$53.09,20.0%,ACTIVE
SUB-003948,1099,business,monthly,03/18/2025,,276.98,15.0%,ACTIVE
SUB-003949,147,Business , Quarterly ,30 Jan 2025,,$289.34, 20% ,Active 
SUB-003950,1197,professional, Quarterly ,05/10/2025,27/01/2026,136.59 USD, 5% , Paused
SUB-003951,810,Starter , Annual ,2025-10-18,,$44,0 %,active
SUB-003952,301, Enterprise ,MONTHLY,03 May 2025,,USD 750.72,15.0%,Active
SUB-003953,533,starter, Quarterly,2025-06-04,,USD 54.89,5%,ACTIVE
SUB-003954,1057,ENTERPRISE,ANNUAL,23/11/2025,,767.01 USD, 15% ,Active 
SUB-003955,1399,Business ,MONTHLY,17 Jan 2025,,$341.62,10.0%, Active
SUB-003956,551, Business ,Monthly,26 Jan 2025,"Sep 17, 2025",313.75 USD,0%, Cancelled 
SUB-003957,932,Professional ,QUARTERLY,"Dec 07, 2025",,$143,10 %, Active
SUB-003958,192,business,annual,06/12/2025,,306.26 USD,5.0%, Active
SUB-003959,1208,ENTERPRISE, Monthly ,2025-05-07,,762.86,20 %,Active 
SUB-003960,1498, Starter, Quarterly ,"Jul 14, 2025",2025-11-07,56.15 USD,20%, Cancelled
SUB-003961,1241,Professional ,MONTHLY,24/05/2025,,165.66 USD, 20% , Active 
SUB-003962,273, Business ,quarterly,07-08-2025,,271.06 USD,15%,Active
SUB-003963,975,BUSINESS, Annual ,01/12/2025,,339.95,15 %, Active
SUB-003964,942, Business, Quarterly,07 May 2025,,323.00, 0% ,ACTIVE
SUB-003965,1417, Professional , Annual,2025-09-18,,USD 137.17,0 %, Active
SUB-003966,1286,Professional,annual,12/31/2025,,$159,5.0%,active
SUB-003967,1382,PROFESSIONAL,Monthly,"Jan 05, 2025",,158.20,5%,ACTIVE
SUB-003968,1448, Starter ,annual,2025-01-10,21/12/2025,$47,5%,paused
SUB-003969,757,Starter,monthly,08 May 2025,,$53, 5% , Active 
SUB-003970,60,Business ,Quarterly ,10-10-2025,03 Jan 2026,275.61,20 %,expired
SUB-003971,283,Professional ,Annual,"Oct 26, 2025",,$152,15.0%,Active 
SUB-003972,482, Business,annual,"Dec 06, 2025",,$269.84,20%, Active
SUB-003973,366,Free,quarterly,"Aug 24, 2025",,$0.00,5 %,Active 
SUB-003974,139, Enterprise, Quarterly ,07-10-2025,,USD 869.22,0 %,ACTIVE
SUB-003975,559,Business,Annual,2025-02-02,,280.97, 10% , Active 
SUB-003976,341,professional,Monthly,15 Jun 2025,,$146.83,15%,Active 
SUB-003977,1013,Starter,annual,04/06/2025,,USD 46.07,5 %,active
SUB-003978,993,professional, Quarterly,23 Mar 2025,,USD 162.66,10.0%,active
SUB-003979,142, Business , Annual,17-05-2025,,273.50 USD,0.0%, Active
SUB-003980,947, Professional, Quarterly,2025-10-26,,USD 165.41, 15% , Active
SUB-003981,55, Professional,ANNUAL,2025-06-04,"May 26, 2026",169.20,10.0%,PAUSED
SUB-003982,1415,Professional, Quarterly,17 Nov 2025,,159.30,15 %,active
SUB-003983,1258, Starter,Monthly,09/12/2025,,46.71 USD,5%,Active 
SUB-003984,132,Free ,monthly,2025-01-12,,$0,15.0%, Active 
SUB-003985,837, Starter, Annual ,09 May 2025,,$49.95,20.0%,active
SUB-003986,381,starter,Annual ,21 Sep 2025,,51.51 USD,5.0%, Active
SUB-003987,529,PROFESSIONAL, Quarterly,16/05/2025,07-11-2025,$159,10 %, Cancelled 
SUB-003988,1229, Business,QUARTERLY,2025-05-25,01-08-2025,310.53,15 %, Cancelled
SUB-003989,1165, Business , Annual,2025-05-14,,295.36 USD,0 %, Active
SUB-003990,1248,Enterprise ,monthly,04/08/2025,,USD 897.06,0.0%,Active
SUB-003991,1116,professional,Quarterly ,2025-10-16,,137.13 USD,0%,active
SUB-003992,832, Starter,Annual,2025-10-12,,49.81 USD,,active
SUB-003993,350,BUSINESS, Annual,22/02/2025,,$327, 5% ,ACTIVE
SUB-003994,471,PROFESSIONAL,Monthly,05 Oct 2025,,$136.37,20.0%,ACTIVE
SUB-003995,1428,Starter ,Monthly,"May 16, 2025",,52.74 USD,0%,active
SUB-003996,598,Professional ,annual,2025-07-23,17/04/2026,$164.63,15 %,cancelled
SUB-003997,1223,BUSINESS,Monthly,11/11/2025,,318.50,15 %, Active 
SUB-003998,1096, Enterprise ,Quarterly ,29 Sep 2025,,721.68,0 %,Active 
SUB-003999,1259,Business,Monthly ,12/10/2025,,$282.57, 10% ,Active 
SUB-004000,874,PROFESSIONAL,Annual,06/22/2025,,146.84, 20% , Active 
SUB-004001,711,Professional, Annual,04/20/2025,09/07/2025,$143,0 %, Cancelled 
SUB-004002,1246, Professional , Monthly ,13 Mar 2025,12/09/2025,$169.96,10.0%,expired
SUB-004003,689,professional,ANNUAL,03/02/2025,11/30/2025,USD 158.37, 5% ,CANCELLED
SUB-004004,1281,Free ,annual,01/07/2025,,0.00,10 %, Active
SUB-004005,902,Starter ,annual,"Jul 12, 2025",,$55.49,15 %,ACTIVE
SUB-004006,165, Professional, Annual,"Jan 03, 2025",,161.69,5%,Active 
SUB-004007,1423,professional,Monthly ,24 Aug 2025,,$144.70,5 %, Active
SUB-004008,562,PROFESSIONAL,MONTHLY,2025-07-24,,USD 148.21,10.0%,Active 
SUB-004009,164, Enterprise ,ANNUAL,05 Jul 2025,,$759, 0% ,Active 
SUB-004010,616,Free ,annual,05/19/2025,,USD 0.00,5 %,Active
SUB-004011,1453, Starter , Annual,04/30/2025,"Jul 10, 2025",USD 50.44,0 %,paused
SUB-004012,851, Professional,Annual,24-01-2025,,$167.48, 10% ,active
SUB-004013,691,Professional, Monthly,07/09/2025,,147.01,5%,Active
SUB-004014,1109,PROFESSIONAL, Quarterly,17 Jun 2025,,$166,0 %,Active
SUB-004015,368,Professional , Monthly,09/28/2025,,136.11, 20% ,active
SUB-004016,969, Professional, Annual ,02-09-2025,"Nov 12, 2025",USD 170.68,,Paused 
SUB-004017,829,Starter , Monthly,10/22/2025,,USD 55.27, 20% , Active 
SUB-004018,973,Starter ,MONTHLY,02/12/2025,,48.55,15 %,ACTIVE
SUB-004019,977, Enterprise ,QUARTERLY,12 Jan 2025,,873.85,20.0%,ACTIVE
SUB-004020,1107, Business, Quarterly ,05/26/2025,09/18/2025,$325.33,5%, Cancelled 
SUB-004021,659, Professional ,MONTHLY,31-08-2025,,167.67 USD,0 %, Active
SUB-004022,1278,professional, Monthly,"Oct 04, 2025",,145.55 USD,10%,Active
SUB-004023,1144, Starter , Quarterly,2025-05-02,21-10-2025,USD 49.80,15 %, Expired 
SUB-004024,633,PROFESSIONAL, Monthly ,"Mar 24, 2025",,166.32 USD,10.0%, Active 
SUB-004025,461,STARTER,MONTHLY,"May 15, 2025",,53.64,5.0%,Active 
SUB-004026,1291,starter,MONTHLY,21-07-2025,,$49,10 %, Active 
SUB-004027,180,Free,Monthly,2025-01-11,,$0.00,20.0%,active
SUB-004028,857, Professional ,Monthly ,27-08-2025,,135.85, 20% , Active 
SUB-004029,1280, Enterprise, Annual ,05-02-2025,,875.31, 5% ,Active
SUB-004030,303,Business,Annual,01/06/2025,29/12/2025,$285,5%,PAUSED
SUB-004031,413,Professional,Quarterly ,17-06-2025,20-03-2026,USD 144.76,5 %,Paused
SUB-004032,770,Starter ,Monthly,2025-11-07,25 Mar 2026,$50.14,5 %, Cancelled 
SUB-004033,92,Starter ,quarterly,05/31/2025,,$50,0 %,ACTIVE
SUB-004034,1177,starter,Annual,15/06/2025,,50.48 USD,20.0%,Active
SUB-004035,654,business,Monthly,20-05-2025,,309.82,15%, Active 
SUB-004036,62,BUSINESS,Annual,24-04-2025,,293.88,0 %, Active 
SUB-004037,788,Professional , Annual ,14-10-2025,,USD 140.63,5.0%, Active 
SUB-004038,268,PROFESSIONAL, Quarterly ,"Jan 17, 2025",,162.73,20.0%,ACTIVE
SUB-004039,751,Enterprise, Annual ,"Dec 08, 2025",20 Mar 2026,$799,0%,PAUSED
SUB-004040,1386,PROFESSIONAL,Annual ,06/28/2025,,152.94 USD,5%,Active
SUB-004041,1173,Professional ,QUARTERLY,10/19/2025,05/09/2026,USD 158.11,0%,CANCELLED
SUB-004042,642,Starter ,Monthly ,03 Jan 2025,,55.24,5%, Active 
SUB-004043,926,free,Annual,22/11/2025,,$0.00,10%,Active
SUB-004044,587,Professional,Quarterly,2025-11-08,,$136, 5% ,Active 
SUB-004045,884, Starter ,Monthly ,27-06-2025,05/03/2026,54.37 USD,10.0%,Cancelled 
SUB-004046,113, Enterprise,Annual,2025-06-14,08/31/2025,916.72,,expired
SUB-004047,1230,Business, Annual,2025-04-21,10-03-2026,304.42,15 %,cancelled
SUB-004048,1465,Starter, Annual,04/07/2025,24 Oct 2025,55.98 USD,20%,PAUSED
SUB-004049,952, Professional , Monthly,06-06-2025,,154.49 USD,0 %,active
SUB-004050,349,professional,Monthly ,07/10/2025,,151.22 USD,10 %,active
SUB-004051,262, Starter,quarterly,17 Apr 2025,,USD 48.16,5.0%,active
SUB-004052,6,Free,quarterly,"May 12, 2025",,$0.00, 10% , Active 
SUB-004053,605,Business,monthly,"Oct 05, 2025",,286.28,5%,Active
SUB-004054,248,Professional,MONTHLY,2025-05-22,"Oct 10, 2025",$138,5%,Cancelled 
SUB-004055,1204, Business, Monthly ,2025-05-11,,$271.14,20 %, Active
SUB-004056,1032, Starter ,ANNUAL,20/07/2025,,47.68 USD, 20% ,active
SUB-004057,952, Professional , Annual,06/30/2025,,148.84,10.0%,Active 
SUB-004058,360,professional,QUARTERLY,12/01/2025,,USD 154.66,5 %, Active
SUB-004059,640, Professional, Monthly,2025-04-06,"Jun 21, 2025",145.00,5.0%,cancelled
SUB-004060,1043, Business ,QUARTERLY,08/11/2025,,USD 342.66,0%, Active 
SUB-004061,1435,starter,Quarterly,22/08/2025,08/05/2026,$47.67, 15% ,Expired 
SUB-004062,503,Professional, Annual,04/20/2025,,USD 150.53, 5% ,active
SUB-004063,447, Business, Monthly ,20-11-2025,,276.82 USD,15%, Active 
SUB-004064,890, Starter,ANNUAL,07/02/2025,,USD 47.29,15 %,Active 
SUB-004065,1202,Enterprise , Quarterly,13/12/2025,,USD 728.75,20%, Active 
SUB-004066,502, Business , Annual ,14 Jun 2025,28 Nov 2025,310.92,0.0%,Paused 
SUB-004067,1074,Business,Monthly ,2025-07-29,,325.24, 15% ,Active
SUB-004068,649,Professional,Monthly,27-06-2025,01/29/2026,$141,10%,Paused 
SUB-004069,1068,Professional ,Annual ,"Jul 15, 2025",2026-02-20,$147.80,0 %,Expired
SUB-004070,1030,Professional, Monthly ,31/10/2025,,134.72,0.0%, Active 
SUB-004071,240,professional,Quarterly,28-03-2025,,$165.37, 10% , Active 
SUB-004072,142,Business ,Quarterly,11/16/2025,07/17/2026,327.40 USD, 15% ,cancelled
SUB-004073,831, Business , Monthly,2025-02-04,,$274,10%, Active 
SUB-004074,269,professional,monthly,09/12/2025,11-06-2026,147.69,0.0%,Cancelled
SUB-004075,371,Starter , Monthly ,2025-04-14,03/23/2026,55.80, 20% ,expired
SUB-004076,168, Professional,monthly,2025-01-30,,$148.70,10 %, Active 
SUB-004077,932,Business ,annual,02/04/2025,,$308.43, 15% ,ACTIVE
SUB-004078,605,Professional,monthly,02/25/2025,,147.33,5 %,Active
SUB-004079,1183, Professional ,Monthly,05/12/2025,12/11/2025,USD 156.31,5%, Expired
SUB-004080,844, Starter ,quarterly,26 Feb 2025,,$56, 15% ,active
SUB-004081,838,professional,Monthly ,04/08/2025,,$171,10%, Active
SUB-004082,274,BUSINESS,QUARTERLY,"Sep 30, 2025",07/22/2026,$327.01,10.0%,expired
SUB-004083,331,Professional ,Quarterly,13-07-2025,30-09-2025,149.16,5.0%,CANCELLED
SUB-004084,363,PROFESSIONAL,Monthly,26 May 2025,,$153,10%, Active
SUB-004085,902,Professional ,annual,2025-03-15,,147.39,0.0%, Active 
SUB-004086,567,STARTER,annual,09/08/2025,,56.17, 20% ,ACTIVE
SUB-004087,380,Business , Quarterly,03/05/2025,,322.01,10 %,Active 
SUB-004088,1268,enterprise,ANNUAL,29/11/2025,03/23/2026,$808.77,5.0%,cancelled
SUB-004089,917,Enterprise,quarterly,30/11/2025,,$722, 20% , Active
SUB-004090,227, Starter , Quarterly ,05-01-2025,,USD 50.48, 15% ,active
SUB-004091,334,Starter, Monthly ,12/16/2025,2026-02-07,USD 56.15,5.0%,expired
SUB-004092,1356, Enterprise, Monthly ,25/01/2025,,$824, 20% ,ACTIVE
SUB-004093,431, Professional , Monthly ,28-01-2025,,140.90 USD,10.0%, Active
SUB-004094,774,Professional , Quarterly,24 Nov 2025,"Jun 15, 2026",134.92,15%,Cancelled 
SUB-004095,1182, Professional , Annual ,06/14/2025,11/03/2025,147.31, 0% ,expired
SUB-004096,1426,STARTER,Quarterly ,09/12/2025,,55.35 USD,15.0%,Active
SUB-004097,1032, Professional, Annual,03/12/2025,,171.22 USD, 15% ,active
SUB-004098,1049, Business ,Annual,11-02-2025,,$340,10.0%,ACTIVE
SUB-004099,1241,Business,Quarterly,03 Jan 2025,22 Nov 2025,323.62,10%, Cancelled
SUB-004100,761, Professional, Quarterly,23 Jul 2025,,USD 154.89, 5% ,Active 
SUB-004101,36,professional,MONTHLY,06/28/2025,,156.10,20.0%,Active 
SUB-004102,443,Starter,ANNUAL,04 Nov 2025,,$51,10.0%,active
SUB-004103,1444, Enterprise, Monthly,2025-01-27,,860.33,10 %, Active
SUB-004104,837,ENTERPRISE,Quarterly ,"Dec 10, 2025",04 Apr 2026,802.77 USD,0.0%,CANCELLED
SUB-004105,529, Free , Quarterly ,06/09/2025,"Jul 30, 2026",$0,15.0%,CANCELLED
SUB-004106,1377, Starter,annual,02/21/2025,15 Jul 2025,USD 45.59,20.0%,Expired 
SUB-004107,98, Professional , Monthly ,"Feb 13, 2025",01-10-2025,144.00, 0% ,CANCELLED
SUB-004108,918,Professional, Quarterly,2025-09-27,"Jan 02, 2026",$165.24,5%, Paused
SUB-004109,1264, Starter,Monthly ,06-12-2025,,USD 55.17,5%,Active 
SUB-004110,1465, Business ,Annual ,"Jan 30, 2025",25 Jun 2025,309.39, 10% ,Cancelled
SUB-004111,719,Business ,MONTHLY,23 Oct 2025,,USD 271.46, 20% , Active 
SUB-004112,249,BUSINESS,quarterly,28/05/2025,,338.39, 0% ,Active
SUB-004113,608,Professional ,Monthly ,27 Mar 2025,,160.25 USD,10 %,Active
SUB-004114,1147,starter,Annual,"May 01, 2025",,$49,10%,Active
SUB-004115,61,Starter,annual,"Apr 02, 2025",,USD 51.43, 0% ,ACTIVE
SUB-004116,1368, Professional,annual,2025-11-24,,USD 150.11, 5% ,Active
SUB-004117,1049,FREE, Annual ,11/08/2025,,USD 0.00, 0% , Active 
SUB-004118,920, Professional,MONTHLY,14/06/2025,,USD 167.13,0.0%,active
SUB-004119,738, Professional,Annual ,24 May 2025,2026-02-26,$140,20 %,EXPIRED
SUB-004120,1062,professional,QUARTERLY,"Feb 08, 2025",25-05-2025,$137.96, 0% ,Paused 
SUB-004121,1318,starter,quarterly,01/22/2025,16/10/2025,44.13, 5% , Cancelled 
SUB-004122,430, Professional,Monthly,06 May 2025,03/05/2026,145.80,20%, Expired
SUB-004123,332,BUSINESS,Annual ,24-05-2025,,$280.12,10%,Active 
SUB-004124,882,STARTER,Monthly ,17/05/2025,,$47, 20% , Active
SUB-004125,1480, Free, Quarterly,05-08-2025,,$0, 20% ,active
SUB-004126,281,Starter,quarterly,22 Jun 2025,06-11-2025,$46.88,20.0%,cancelled
SUB-004127,775, Business ,MONTHLY,05 Oct 2025,31-12-2025,USD 293.97,,paused
SUB-004128,388,Business, Annual ,13/04/2025,,271.46,20%, Active
SUB-004129,150,PROFESSIONAL, Quarterly,2025-10-03,23 Jun 2026,156.74 USD,0%,EXPIRED
SUB-004130,848,starter, Quarterly ,13-07-2025,,USD 51.07,15.0%, Active
SUB-004131,400,enterprise, Annual ,08/12/2025,19/11/2026,738.48 USD,5%,CANCELLED
SUB-004132,375,Free ,monthly,2025-09-09,,0.00,20 %,Active 
SUB-004133,1468,business,quarterly,01/24/2025,23-05-2025,USD 343.75,0.0%, Paused 
SUB-004134,1013,professional,Annual ,27/06/2025,,$169,0.0%,Active 
SUB-004135,317, Business ,MONTHLY,04/30/2025,,269.30, 0% , Active 
SUB-004136,15,Professional , Quarterly ,2025-01-26,2025-07-26,163.73 USD,15.0%,Paused 
SUB-004137,276,Starter ,quarterly,"Oct 24, 2025",,48.43 USD,10 %,Active 
SUB-004138,460,Free ,annual,08/01/2025,14-06-2025,USD 0.00,5 %, Cancelled 
SUB-004139,407,ENTERPRISE, Quarterly,05 Feb 2025,,778.22,0%,Active 
SUB-004140,591,Business,Quarterly ,2025-02-14,15 Dec 2025,$293.15,10%, Paused
SUB-004141,1433,enterprise,annual,28/05/2025,2026-04-19,USD 823.62,5 %, Cancelled 
SUB-004142,1034,professional, Quarterly ,13 Dec 2025,,158.73 USD,20%,Active
SUB-004143,80, Enterprise,annual,03/11/2025,06/12/2025,USD 868.72,0.0%, Cancelled 
SUB-004144,1378,enterprise,Quarterly,2025-06-03,"Mar 25, 2026",768.22, 15% ,Paused
SUB-004145,13,PROFESSIONAL,annual,04/15/2025,,146.09 USD,10 %,ACTIVE
SUB-004146,284,Starter ,QUARTERLY,17-02-2025,04 Sep 2025,47.88,20%,expired
SUB-004147,441,Professional,Annual ,2025-12-10,,147.61,0 %,Active
SUB-004148,1224, Business,Monthly ,30 May 2025,,343.82 USD,20.0%,ACTIVE
SUB-004149,186,FREE,Annual,03/20/2025,"Jul 01, 2025",USD 0.00,10 %,paused
SUB-004150,218,FREE,QUARTERLY,2025-03-22,,$0,20 %, Active
SUB-004151,885, Business, Annual ,"Nov 09, 2025",,unknown,15.0%,Active 
SUB-004152,855, Starter,MONTHLY,04 Jun 2025,,$49,20%,Active
SUB-004153,192,Professional , Quarterly ,02/02/2025,,148.62,0.0%,active
SUB-004154,97,professional,MONTHLY,2025-03-01,,152.30,,Active 
SUB-004155,1053,Free,MONTHLY,06/08/2025,,0.00,15%,ACTIVE
SUB-004156,89, Professional ,Annual,26-11-2025,,USD 164.96,10%,ACTIVE
SUB-004157,258,Business , Quarterly,"Sep 03, 2025",,$304,0 %,ACTIVE
SUB-004158,260,PROFESSIONAL,Monthly,26/03/2025,02/09/2025,USD 145.11,20.0%,EXPIRED
SUB-004159,1131, Professional, Monthly ,16-12-2025,2026-05-05,$162.96,0.0%,paused
SUB-004160,440, Starter,monthly,12-04-2025,,54.57,0%, Active 
SUB-004161,758,professional,Monthly ,18-09-2025,2026-01-29,149.76,20%, Paused
SUB-004162,205,Starter ,Quarterly,24 May 2025,,USD 52.28,10.0%,ACTIVE
SUB-004163,709,professional,quarterly,2025-05-27,10/23/2025,$136.29,10.0%,Cancelled
SUB-004164,1365,Professional ,Annual,06/23/2025,,USD 153.82, 0% ,active
SUB-004165,703,Free , Quarterly ,2025-03-06,,USD 0.00, 10% ,Active 
SUB-004166,130,enterprise,annual,2025-05-09,16/09/2025,$725,15.0%, Cancelled 
SUB-004167,1087,PROFESSIONAL, Quarterly ,2025-06-22,,156.93 USD,20.0%,Active
SUB-004168,1308, Professional, Quarterly ,08 Apr 2025,,$145,10.0%, Active
SUB-004169,1217,PROFESSIONAL,Monthly,"Apr 05, 2025",23/11/2025,USD 161.76, 10% ,Paused 
SUB-004170,204, Starter ,MONTHLY,2025-11-19,,USD 55.08,0 %,Active 
SUB-004171,1038,Enterprise, Quarterly ,10 Jan 2025,,746.94,15%,Active
SUB-004172,64,PROFESSIONAL,Annual ,23 Apr 2025,"Sep 23, 2025",161.09,15.0%,cancelled
SUB-004173,196,PROFESSIONAL,monthly,2025-11-30,24-08-2026,153.27,20.0%,Cancelled 
SUB-004174,770, Starter , Monthly ,2025-12-05,,$45.47,0.0%,ACTIVE
SUB-004175,1176,starter,ANNUAL,2025-06-21,19 Apr 2026,$52.08,0.0%,expired
SUB-004176,1149,Professional , Annual,05/17/2025,,USD 156.80,20 %, Active 
SUB-004177,1059, Business ,Monthly,28 Apr 2025,,307.64 USD,20 %,ACTIVE
SUB-004178,372, Starter ,Quarterly ,10/27/2025,,$55.45,20 %, Active 
SUB-004179,477, Enterprise ,Annual ,23/05/2025,16-02-2026,USD 823.19,15 %,Expired 
SUB-004180,408,PROFESSIONAL, Monthly ,03 Jan 2025,,171.00,0%,ACTIVE
SUB-004181,728,BUSINESS,Monthly ,04/29/2025,,$307,5%,ACTIVE
SUB-004182,1162,PROFESSIONAL,ANNUAL,15/03/2025,10/12/2025,USD 138.42,20 %,cancelled
SUB-004183,229,enterprise,Annual,2025-01-06,,$813,0%, Active 
SUB-004184,16,Starter, Monthly,02/05/2025,,46.33,10 %,Active 
SUB-004185,895, Starter , Quarterly ,04/21/2025,,51.41 USD,10%,ACTIVE
SUB-004186,437,Starter,Quarterly ,21/11/2025,20/06/2026,$53,10.0%,Paused 
SUB-004187,1301, Professional ,Monthly,"Jul 21, 2025",,151.55,15%, Active
