transaction_id,user_id,transaction_date,transaction_amount,payment_type,transaction_type,currency
Q4-TX-001522,86,10/22/2025,USD -250.65,Bank Transfer , Refund ,USD
Q4-TX-001523,1314,15 Oct 2025,USD -370.81,PAYPAL,refund,USD
Q4-TX-001524,697,30/12/2025,164.53,BANK TRANSFER, Subscription ,usd
Q4-TX-001525,835,2025-11-09,53.41 USD, Credit Card ,Upgrade,US Dollar
Q4-TX-001526,1449,02/12/2025,73.64 USD,Credit Card,SUBSCRIPTION,US Dollar
Q4-TX-001527,45,11 Nov 2025,556.64,DEBIT CARD,ADD-ON,usd
Q4-TX-001528,897,2025-12-29,525.78, Credit Card ,UPGRADE,usd
Q4-TX-001529,338,26 Nov 2025,612.42,BANK TRANSFER,Subscription,usd
Q4-TX-001530,814,29-11-2025,432.42, PayPal,Subscription ,usd
Q4-TX-001531,738,12/30/2025,$140.52,bank transfer,ADD-ON,US Dollar
Q4-TX-001532,208,14/10/2025,$461.19,Credit Card ,Upgrade ,usd
Q4-TX-001533,472,11/26/2025,$154.59,credit card,add-on,USD
Q4-TX-001534,33,2025-12-21,$197,Debit Card ,add-on,usd
Q4-TX-001535,1204,14-10-2025,327.82 USD, Credit Card,Add-on ,usd
Q4-TX-001536,191,05/11/2025,USD 188.26, PayPal , Upgrade,usd
Q4-TX-001537,990,20-10-2025,142.17, PayPal ,SUBSCRIPTION,USD
Q4-TX-001538,381,2025-12-22,$206,Bank Transfer , Upgrade,US Dollar
Q4-TX-001539,423,15 Nov 2025,431.50 USD,DEBIT CARD,Upgrade,USD
Q4-TX-001540,1348,11/15/2025,-153.32, Bank Transfer , Refund,USD
Q4-TX-001541,927,2025-12-01,142.25, Credit Card ,Upgrade,US Dollar
Q4-TX-001542,464,10/11/2025,-152.29 USD, Credit Card ,Refund,USD
Q4-TX-001543,1042,22/11/2025,$72.13,PayPal , Add-on,US Dollar
Q4-TX-001544,600,2025-12-07,-87.24,Debit Card ,REFUND,usd
Q4-TX-001545,744,11/27/2025,108.38,CREDIT CARD,Upgrade ,US Dollar
Q4-TX-001546,1208,19/10/2025,166.92 USD,paypal,SUBSCRIPTION,USD
Q4-TX-001547,1471,12/10/2025,$-290.58, PayPal, Refund,usd
Q4-TX-001548,9,2025-10-26,$54.40,PAYPAL,Subscription ,USD
Q4-TX-001549,167,20/10/2025,-324.92,CREDIT CARD, Refund,usd
Q4-TX-001550,332,2025-10-09,USD -554.76, PayPal, Refund,USD
Q4-TX-001551,308,08-10-2025,116.36,Bank Transfer ,ADD-ON,usd
Q4-TX-001552,1204,"Dec 08, 2025",277.72, PayPal,Upgrade,usd
Q4-TX-001553,1293,10/16/2025,$93.08,Bank Transfer,SUBSCRIPTION,USD
Q4-TX-001554,876,07-12-2025,$211, Debit Card,Upgrade,USD
Q4-TX-001555,998,04-10-2025,230.69,Credit Card ,Subscription,usd
Q4-TX-001556,546,2025-10-30,365.37,CREDIT CARD,Upgrade ,USD
Q4-TX-001557,199,07/10/2025,$-827, Bank Transfer, Refund ,USD
Q4-TX-001558,1478,13 Oct 2025,,Credit Card,Refund ,usd
Q4-TX-001559,7,2025-11-29,$207,PayPal,SUBSCRIPTION,US Dollar
Q4-TX-001560,1046,20 Dec 2025,-215.91,debit card, Refund,usd
Q4-TX-001561,1432,27/12/2025,$242,debit card,UPGRADE,US Dollar
Q4-TX-001562,6,18/10/2025,USD 255.88,Credit Card,Subscription ,USD
Q4-TX-001563,1438,10/20/2025,179.31, Debit Card, Upgrade,US Dollar
Q4-TX-001564,1418,"Dec 22, 2025",-652.39, Debit Card,Refund ,USD
Q4-TX-001565,1073,04/12/2025,$213.45,Bank Transfer,add-on,usd
Q4-TX-001566,1305,10/25/2025,-129.21,Bank Transfer ,REFUND,usd
Q4-TX-001567,1465,2025-12-13,202.36,debit card,Add-on,usd
Q4-TX-001568,94,10 Dec 2025,$223.40, Credit Card , Subscription ,USD
Q4-TX-001569,471,26 Oct 2025,$-223, Credit Card ,Refund,USD
Q4-TX-001570,701,27-12-2025,$-234,credit card,Refund ,USD
Q4-TX-001571,1210,2025-12-12,430.50,Credit Card , Subscription ,usd
Q4-TX-001572,504,08 Oct 2025,$632.22,PAYPAL, Upgrade,USD
Q4-TX-001573,1005,28-12-2025,USD -298.56,bank transfer,refund,US Dollar
Q4-TX-001574,25,"Dec 23, 2025",-456.92,Credit Card, Refund,usd
Q4-TX-001575,284,15 Oct 2025,233.50,CREDIT CARD, Add-on ,USD
Q4-TX-001576,998,10/31/2025,$235,credit card,Add-on ,USD
Q4-TX-001577,507,15/10/2025,142.41, Bank Transfer ,Subscription,US Dollar
Q4-TX-001578,1489,14-12-2025,$418.62,PayPal ,Subscription ,usd
Q4-TX-001579,1353,2025-12-02,$-677.00,bank transfer,Refund,US Dollar
Q4-TX-001580,513,02 Dec 2025,536.30 USD, Bank Transfer ,Subscription ,USD
Q4-TX-001581,977,"Nov 01, 2025",$327.86,Bank Transfer,Subscription ,USD
Q4-TX-001582,760,10 Nov 2025,$-270,PayPal,Refund,US Dollar
Q4-TX-001583,715,"Dec 12, 2025",270.37 USD,DEBIT CARD,Add-on ,usd
Q4-TX-001584,1072,10/19/2025,-475.92 USD,Debit Card , Refund,USD
Q4-TX-001585,871,03-11-2025,-191.59, Debit Card, Refund,US Dollar
Q4-TX-001586,700,10/08/2025,$96.26, Debit Card ,Subscription ,usd
Q4-TX-001587,1402,13 Nov 2025,$212.24,Debit Card , Upgrade ,USD
Q4-TX-001588,74,18/10/2025,USD 107.20,DEBIT CARD, Subscription ,US Dollar
Q4-TX-001589,113,11-11-2025,222.04,CREDIT CARD,add-on,US Dollar
Q4-TX-001590,1353,27 Nov 2025,111.02 USD,bank transfer, Upgrade ,usd
Q4-TX-001591,1275,18 Oct 2025,,bank transfer,UPGRADE,USD
Q4-TX-001592,206,2025-10-15,USD 165.62,PayPal ,Upgrade ,usd
Q4-TX-001593,772,11/23/2025,$162.17,PayPal ,subscription,usd
Q4-TX-001594,505,2025-12-13,304.60,CREDIT CARD, Add-on,USD
Q4-TX-001595,30,2025-12-26,-118.36,DEBIT CARD,Refund,USD
Q4-TX-001596,1231,12/09/2025,122.78, Credit Card,Add-on,usd
Q4-TX-001597,1053,10/18/2025,$-212,PAYPAL, Refund ,usd
Q4-TX-001598,397,11/17/2025,389.03,PayPal ,SUBSCRIPTION,USD
Q4-TX-001599,283,04-10-2025,$52,PayPal, Subscription ,US Dollar
Q4-TX-001600,1155,11 Oct 2025,$-367,Credit Card , Refund,US Dollar
Q4-TX-001601,1274,29 Nov 2025,$186, Bank Transfer,add-on,USD
Q4-TX-001602,668,"Dec 19, 2025",-256.38,PayPal,REFUND,US Dollar
Q4-TX-001603,435,07/10/2025,297.59, Debit Card,Subscription ,US Dollar
Q4-TX-001604,1040,31/12/2025,USD 85.13, Bank Transfer , Upgrade,usd
Q4-TX-001605,1134,2025-11-18,$-340.82, Debit Card , Refund ,usd
Q4-TX-001606,971,12/07/2025,645.62,BANK TRANSFER,Add-on,usd
Q4-TX-001607,69,11/25/2025,189.65,BANK TRANSFER,subscription,US Dollar
Q4-TX-001608,1199,06/12/2025,$269.23,BANK TRANSFER, Add-on,usd
Q4-TX-001609,1078,2025-10-06,280.23 USD,Credit Card,add-on,US Dollar
Q4-TX-001610,911,"Nov 29, 2025",73.33,credit card, Add-on,US Dollar
Q4-TX-001611,541,10/28/2025,$430.42,Credit Card, Subscription,usd
Q4-TX-001612,152,20/10/2025,69.86, Credit Card ,Upgrade,USD
Q4-TX-001613,213,"Nov 03, 2025",-299.71, Bank Transfer, Refund ,US Dollar
Q4-TX-001614,242,"Dec 26, 2025",215.14,Credit Card ,SUBSCRIPTION,US Dollar
Q4-TX-001615,9,"Nov 16, 2025",$325,Bank Transfer ,Add-on ,USD
Q4-TX-001616,108,26 Nov 2025,USD -80.12,debit card,Refund ,usd
Q4-TX-001617,446,10/24/2025,$-157.19, Credit Card,Refund ,US Dollar
Q4-TX-001618,826,12/07/2025,48.26, PayPal, Add-on,USD
Q4-TX-001619,151,08 Dec 2025,149.65,PayPal, Upgrade ,USD
Q4-TX-001620,614,13/12/2025,$147.27,BANK TRANSFER,UPGRADE,USD
Q4-TX-001621,944,"Nov 05, 2025",USD -187.52,Credit Card, Refund,usd
Q4-TX-001622,1438,16-11-2025,414.68,bank transfer,upgrade,USD
Q4-TX-001623,943,01/12/2025,$345,PayPal , Upgrade,usd
Q4-TX-001624,316,"Oct 14, 2025",31.59,paypal,Subscription ,USD
Q4-TX-001625,223,10/13/2025,160.79 USD,Credit Card ,Upgrade ,US Dollar
Q4-TX-001626,1227,06-11-2025,$84,PayPal, Upgrade ,US Dollar
Q4-TX-001627,1229,19/10/2025,$49.06,PAYPAL,Upgrade,USD
Q4-TX-001628,434,"Dec 04, 2025",$206.07,debit card,Add-on ,US Dollar
Q4-TX-001629,387,2025-10-03,USD 126.07,credit card,upgrade,usd
Q4-TX-001630,126,2025-10-20,,CREDIT CARD,Upgrade,USD
Q4-TX-001631,1083,22 Nov 2025,$-345.44,BANK TRANSFER,REFUND,US Dollar
Q4-TX-001632,292,"Nov 18, 2025",USD -226.17, Debit Card , Refund,USD
Q4-TX-001633,14,"Dec 24, 2025",269.06,Debit Card ,upgrade,US Dollar
Q4-TX-001634,1187,23 Oct 2025,USD -529.75, Credit Card, Refund,usd
Q4-TX-001635,1146,20-11-2025,USD 234.19,Credit Card,upgrade,USD
Q4-TX-001636,224,23 Oct 2025,$259, PayPal,Upgrade ,US Dollar
Q4-TX-001637,740,12/24/2025,$219.31, Bank Transfer,Add-on ,USD
Q4-TX-001638,64,2025-12-10,236.96, Bank Transfer, Subscription ,US Dollar
Q4-TX-001639,1234,25-11-2025,USD 89.10, PayPal,SUBSCRIPTION,USD
Q4-TX-001640,337,29-11-2025,USD 298.59,credit card,add-on,usd
Q4-TX-001641,1317,"Dec 26, 2025",$167, Credit Card,Subscription ,usd
Q4-TX-001642,960,2025-12-05,$419.92, PayPal ,Subscription ,US Dollar
Q4-TX-001643,82,2025-11-10,-97.85,Debit Card , Refund,usd
Q4-TX-001644,334,"Nov 22, 2025",$171.86,Bank Transfer ,Add-on,usd
Q4-TX-001645,15,10/21/2025,102.01, PayPal ,Upgrade,usd
Q4-TX-001646,1019,23 Nov 2025,76.48,bank transfer, Add-on ,USD
Q4-TX-001647,545,25-10-2025,$263.67,bank transfer,ADD-ON,USD
Q4-TX-001648,11,"Nov 28, 2025",$360,PayPal , Add-on,US Dollar
Q4-TX-001649,1266,19 Oct 2025,293.52, Bank Transfer ,add-on,usd
Q4-TX-001650,86,13-10-2025,$180,bank transfer,Upgrade ,usd
Q4-TX-001651,225,09/10/2025,155.30,Bank Transfer , Add-on,US Dollar
Q4-TX-001652,982,2025-12-27,-54.06,DEBIT CARD,Refund ,US Dollar
Q4-TX-001653,1121,2025-12-12,$87,BANK TRANSFER, Upgrade,USD
Q4-TX-001654,431,"Oct 07, 2025",240.29,paypal, Add-on ,usd
Q4-TX-001655,282,16-12-2025,$528,paypal,add-on,usd
Q4-TX-001656,411,27 Dec 2025,$72.22,Bank Transfer,subscription,usd
Q4-TX-001657,755,27/10/2025,$178.33,DEBIT CARD,SUBSCRIPTION,USD
Q4-TX-001658,805,11/03/2025,651.37,Debit Card,Subscription,USD
Q4-TX-001659,126,10/11/2025,USD 220.23,PayPal,ADD-ON,USD
Q4-TX-001660,549,11/21/2025,153.55,debit card, Add-on,usd
Q4-TX-001661,660,14 Oct 2025,,paypal,Subscription ,US Dollar
Q4-TX-001662,96,07 Oct 2025,-571.05 USD,DEBIT CARD,Refund ,USD
Q4-TX-001663,1156,19-10-2025,$541,PayPal,upgrade,usd
Q4-TX-001664,470,28-11-2025,USD -231.15,CREDIT CARD,Refund ,USD
Q4-TX-001665,1031,25 Oct 2025,USD -397.92,PayPal,REFUND,US Dollar
Q4-TX-001666,1442,08/10/2025,226.63, Bank Transfer ,Subscription,usd
Q4-TX-001667,837,2025-12-20,$125.99,DEBIT CARD,subscription,USD
Q4-TX-001668,264,16/10/2025,49.42 USD,Credit Card,UPGRADE,usd
Q4-TX-001669,710,10/11/2025,-128.07,paypal,REFUND,US Dollar
Q4-TX-001670,912,14 Oct 2025,-141.46, Credit Card,refund,US Dollar
Q4-TX-001671,924,29 Nov 2025,USD -155.96,PAYPAL,REFUND,US Dollar
Q4-TX-001672,622,2025-11-16,$100,debit card,Add-on ,US Dollar
Q4-TX-001673,1371,10/03/2025,$172.62, Bank Transfer , Add-on ,usd
Q4-TX-001674,247,01 Nov 2025,$-130.37, Credit Card, Refund,USD
Q4-TX-001675,652,08 Nov 2025,$-413,PAYPAL,refund,US Dollar
Q4-TX-001676,901,17 Nov 2025,172.14,BANK TRANSFER, Subscription ,usd
Q4-TX-001677,187,"Oct 16, 2025",$-291.58,Bank Transfer, Refund,US Dollar
Q4-TX-001678,21,"Nov 02, 2025",$129.75,Credit Card,Upgrade,US Dollar
Q4-TX-001679,279,10/10/2025,USD 294.58, Debit Card, Upgrade ,usd
Q4-TX-001680,398,04-11-2025,$255.77,PayPal,Upgrade ,usd
Q4-TX-001681,1050,03 Oct 2025,USD -197.82,Credit Card , Refund,usd
Q4-TX-001682,745,23-12-2025,117.95 USD,credit card, Add-on,US Dollar
Q4-TX-001683,870,09/12/2025,69.26, PayPal,add-on,US Dollar
Q4-TX-001684,946,02 Oct 2025,USD 163.04,CREDIT CARD,add-on,USD
Q4-TX-001685,705,30 Oct 2025,USD 283.94,credit card,Add-on,US Dollar
Q4-TX-001686,769,27/11/2025,$440,Credit Card ,add-on,USD
Q4-TX-001687,1083,25/11/2025,$157,CREDIT CARD,SUBSCRIPTION,US Dollar
Q4-TX-001688,1223,21-11-2025,-66.75, PayPal, Refund ,USD
Q4-TX-001689,1326,06/11/2025,304.08, PayPal, Add-on ,USD
Q4-TX-001690,1177,31 Oct 2025,USD -197.25,PAYPAL,REFUND,USD
Q4-TX-001691,210,13/11/2025,USD 144.30, Bank Transfer ,Upgrade,usd
Q4-TX-001692,1054,"Dec 13, 2025",285.07, PayPal,subscription,usd
Q4-TX-001693,1212,24-10-2025,$198,BANK TRANSFER,add-on,USD
Q4-TX-001694,1234,2025-10-27,220.53, Credit Card, Subscription ,usd
Q4-TX-001695,1201,"Nov 05, 2025",454.33 USD,credit card, Subscription,US Dollar
Q4-TX-001696,1490,12 Oct 2025,-150.03 USD,Debit Card ,REFUND,usd
Q4-TX-001697,1142,2025-12-09,190.52,Bank Transfer ,Add-on ,usd
Q4-TX-001698,1029,28-12-2025,,PayPal,ADD-ON,US Dollar
Q4-TX-001699,794,07 Oct 2025,-336.84,debit card,Refund,US Dollar
Q4-TX-001700,1068,26/12/2025,-368.53,Debit Card,Refund,USD
Q4-TX-001701,1355,2025-12-26,USD 387.72,bank transfer, Subscription,usd
Q4-TX-001702,853,18 Oct 2025,$133.70,Credit Card ,Add-on ,US Dollar
Q4-TX-001703,1169,28/11/2025,,bank transfer,Refund ,US Dollar
Q4-TX-001704,1196,11/15/2025,109.64,PAYPAL, Add-on ,usd
Q4-TX-001705,461,06-10-2025,384.07 USD,Bank Transfer , Subscription ,usd
Q4-TX-001706,270,2025-12-31,191.98, Bank Transfer,Add-on,USD
Q4-TX-001707,372,08/12/2025,$264,Bank Transfer ,UPGRADE,usd
Q4-TX-001708,1476,2025-11-23,-314.17, Bank Transfer,Refund,US Dollar
Q4-TX-001709,736,03/12/2025,$34.77,Bank Transfer , Subscription,usd
Q4-TX-001710,583,14-11-2025,USD 244.61,CREDIT CARD,UPGRADE,USD
Q4-TX-001711,674,16-11-2025,513.72,Bank Transfer, Upgrade,usd
Q4-TX-001712,1201,12/19/2025,13.91, Bank Transfer ,Add-on,usd
Q4-TX-001713,766,15-10-2025,415.13,Credit Card, Upgrade ,usd
Q4-TX-001714,1221,"Dec 30, 2025",, Debit Card ,Upgrade ,US Dollar
Q4-TX-001715,422,26 Nov 2025,$273.09,Credit Card,Subscription,US Dollar
Q4-TX-001716,1248,21 Dec 2025,-171.93 USD,CREDIT CARD,Refund,US Dollar
Q4-TX-001717,1393,31/12/2025,-152.94,debit card,REFUND,US Dollar
Q4-TX-001718,1159,"Oct 02, 2025",USD -270.25,bank transfer, Refund ,USD
Q4-TX-001719,1488,2025-10-25,USD 116.67,CREDIT CARD, Subscription ,US Dollar
Q4-TX-001720,945,2025-11-03,-94.00 USD,PayPal,Refund,US Dollar
Q4-TX-001721,417,12-12-2025,591.96,paypal, Subscription,USD
Q4-TX-001722,1093,2025-10-27,401.05 USD, Debit Card,SUBSCRIPTION,US Dollar
Q4-TX-001723,1125,2025-10-28,-271.46 USD,Bank Transfer ,refund,US Dollar
Q4-TX-001724,456,12/23/2025,$180,PayPal,Upgrade,US Dollar
Q4-TX-001725,98,13/12/2025,$144.92,PayPal , Add-on ,usd
Q4-TX-001726,7,07-10-2025,USD 209.18,Bank Transfer ,upgrade,USD
Q4-TX-001727,813,2025-12-16,$268,CREDIT CARD,add-on,US Dollar
Q4-TX-001728,603,30-11-2025,USD 199.68, Debit Card,subscription,USD
Q4-TX-001729,320,11/08/2025,$84,Bank Transfer, Upgrade ,US Dollar
Q4-TX-001730,1255,29/12/2025,$209, Bank Transfer ,Subscription,usd
Q4-TX-001731,1428,02-10-2025,USD 51.15, Debit Card ,upgrade,US Dollar
Q4-TX-001732,419,28/11/2025,-369.50, Bank Transfer, Refund ,US Dollar
Q4-TX-001733,537,10/12/2025,299.48 USD, PayPal,Add-on ,usd
Q4-TX-001734,582,2025-12-14,381.38 USD,Credit Card ,Add-on,usd
Q4-TX-001735,1228,06 Nov 2025,$95.66,Debit Card ,Add-on ,USD
Q4-TX-001736,132,11 Oct 2025,$273.52,PayPal ,upgrade,USD
Q4-TX-001737,128,2025-10-12,$155, Bank Transfer, Subscription ,US Dollar
Q4-TX-001738,130,14-12-2025,USD -307.19,PAYPAL,Refund,US Dollar
Q4-TX-001739,1279,03/11/2025,$294, Bank Transfer ,SUBSCRIPTION,usd
Q4-TX-001740,1089,"Oct 25, 2025",456.29,Credit Card,subscription,US Dollar
Q4-TX-001741,1403,"Oct 04, 2025",$294, Credit Card,Add-on ,USD
Q4-TX-001742,981,2025-12-16,$163,Debit Card, Subscription,usd
Q4-TX-001743,394,29/10/2025,189.85, Debit Card,UPGRADE,usd
Q4-TX-001744,124,16-12-2025,USD 656.49,PayPal , Subscription ,usd
Q4-TX-001745,912,2025-11-05,414.72 USD,paypal,Upgrade ,US Dollar
Q4-TX-001746,1155,12 Oct 2025,$-402,DEBIT CARD,refund,USD
Q4-TX-001747,1143,24-10-2025,191.34,bank transfer,add-on,usd
Q4-TX-001748,210,"Dec 16, 2025",490.01, Debit Card ,Add-on,USD
Q4-TX-001749,722,05 Dec 2025,522.83 USD, Debit Card,Subscription,usd
Q4-TX-001750,1242,08-11-2025,24.02, PayPal ,Upgrade ,usd
Q4-TX-001751,180,04/11/2025,-202.83 USD, PayPal , Refund ,USD
Q4-TX-001752,432,15 Oct 2025,-104.45 USD,Bank Transfer,REFUND,usd
Q4-TX-001753,28,05 Oct 2025,75.34,debit card, Upgrade ,US Dollar
Q4-TX-001754,1224,10-12-2025,194.98,bank transfer, Subscription ,USD
Q4-TX-001755,163,19 Oct 2025,257.47, Bank Transfer, Upgrade ,USD
Q4-TX-001756,1341,2025-10-31,$-246,Credit Card , Refund ,usd
Q4-TX-001757,172,25 Oct 2025,USD 432.54,Debit Card ,Upgrade ,USD
Q4-TX-001758,1439,31/10/2025,$-643,Credit Card ,REFUND,US Dollar
Q4-TX-001759,97,05 Nov 2025,USD 365.12,Bank Transfer ,Subscription ,usd
Q4-TX-001760,608,14/11/2025,USD 759.16,bank transfer,subscription,US Dollar
Q4-TX-001761,838,04 Oct 2025,-315.02 USD, Credit Card , Refund,US Dollar
Q4-TX-001762,1285,31-10-2025,$390,paypal, Subscription,US Dollar
Q4-TX-001763,590,11-10-2025,$233.91, Debit Card, Upgrade ,USD
Q4-TX-001764,766,21-10-2025,$120.43,BANK TRANSFER,UPGRADE,usd
Q4-TX-001765,900019,12/03/2025,658.51 USD,PAYPAL,Subscription ,usd
Q4-TX-001766,1028,2025-12-23,USD -87.42,bank transfer,refund,US Dollar
Q4-TX-001767,936,"Nov 05, 2025",300.68, Credit Card , Add-on,US Dollar
Q4-TX-001768,1034,19 Dec 2025,$119,Debit Card,ADD-ON,usd
Q4-TX-001769,582,21-11-2025,-284.08 USD,Credit Card ,refund,usd
Q4-TX-001770,1465,10/25/2025,, Credit Card, Upgrade ,US Dollar
Q4-TX-001771,517,20-12-2025,$51,PayPal , Add-on ,usd
Q4-TX-001772,349,"Nov 21, 2025",$-174.99,DEBIT CARD,Refund ,US Dollar
Q4-TX-001773,900,09/12/2025,-193.66 USD,PayPal ,refund,US Dollar
Q4-TX-001774,1291,11/19/2025,438.37 USD,credit card,add-on,US Dollar
Q4-TX-001775,1132,26 Oct 2025,252.24 USD, PayPal ,subscription,US Dollar
Q4-TX-001776,630,2025-11-18,, Bank Transfer ,ADD-ON,USD
Q4-TX-001777,1168,2025-12-21,USD -394.98,DEBIT CARD,refund,usd
Q4-TX-001778,703,10/22/2025,240.78,Credit Card,subscription,usd
Q4-TX-001779,472,30-11-2025,USD 129.29,PayPal, Subscription,usd
Q4-TX-001780,290,21/10/2025,$-79,paypal, Refund ,US Dollar
Q4-TX-001781,1415,12/14/2025,127.67, Bank Transfer,Subscription ,USD
Q4-TX-001782,640,25/11/2025,$92.07, Debit Card ,upgrade,usd
Q4-TX-001783,1023,29 Oct 2025,245.46 USD, Bank Transfer,UPGRADE,US Dollar
Q4-TX-001784,722,03 Nov 2025,USD 306.50,PayPal , Add-on,US Dollar
Q4-TX-001785,1415,28-12-2025,$270,CREDIT CARD, Subscription,USD
Q4-TX-001786,472,14 Nov 2025,USD 46.04,Credit Card,Upgrade,USD
Q4-TX-001787,1159,17-11-2025,640.19,BANK TRANSFER,add-on,US Dollar
Q4-TX-001788,1470,09/12/2025,$364.21,PAYPAL, Upgrade,usd
Q4-TX-001789,170,2025-11-06,,PayPal ,UPGRADE,US Dollar
Q4-TX-001790,100,26-10-2025,238.07, Credit Card,SUBSCRIPTION,USD
Q4-TX-001791,628,2025-11-04,518.17 USD,BANK TRANSFER, Upgrade ,US Dollar
Q4-TX-001792,190,"Dec 02, 2025",193.85 USD,debit card,Upgrade ,US Dollar
Q4-TX-001793,1445,15/11/2025,143.47,BANK TRANSFER, Upgrade ,USD
Q4-TX-001794,664,18 Dec 2025,228.19,Credit Card ,Upgrade ,USD
Q4-TX-001795,169,"Dec 14, 2025",271.06 USD,paypal, Subscription ,US Dollar
Q4-TX-001796,338,2025-12-08,261.43 USD,DEBIT CARD, Add-on ,USD
Q4-TX-001797,704,30-12-2025,249.29 USD,Bank Transfer,UPGRADE,usd
Q4-TX-001798,82,"Oct 17, 2025",$-163,Debit Card , Refund ,usd
Q4-TX-001799,1009,18-12-2025,309.25, Debit Card, Add-on ,usd
Q4-TX-001800,198,"Oct 26, 2025",$234.47,DEBIT CARD,ADD-ON,USD
Q4-TX-001801,888,2025-10-23,USD -177.82,bank transfer,Refund ,US Dollar
Q4-TX-001802,37,2025-10-06,$-605.12,CREDIT CARD, Refund,US Dollar
Q4-TX-001803,1090,10/11/2025,$90.66, Bank Transfer ,Subscription ,US Dollar
Q4-TX-001804,615,21-10-2025,USD -95.31,bank transfer,REFUND,US Dollar
Q4-TX-001805,935,24-10-2025,350.41 USD, PayPal,Upgrade,usd
Q4-TX-001806,434,10/06/2025,$107,PayPal ,SUBSCRIPTION,US Dollar
Q4-TX-001807,839,20-12-2025,USD 303.32, Credit Card ,Subscription ,US Dollar
Q4-TX-001808,1407,12/18/2025,$504.43,paypal, Subscription ,USD
Q4-TX-001809,902,2025-12-19,539.83 USD,Debit Card, Subscription ,USD
Q4-TX-001810,1092,19-12-2025,178.62,Debit Card ,add-on,US Dollar
Q4-TX-001811,1416,21 Oct 2025,USD 180.30,Bank Transfer, Upgrade ,usd
Q4-TX-001812,48,2025-11-01,221.50,debit card,add-on,usd
Q4-TX-001813,1118,11/11/2025,39.35, Credit Card , Add-on,usd
Q4-TX-001814,1264,"Dec 03, 2025",56.42,paypal, Upgrade,USD
Q4-TX-001815,1412,29 Oct 2025,-77.30,BANK TRANSFER, Refund ,usd
Q4-TX-001816,1078,"Nov 30, 2025",165.70,credit card, Add-on ,USD
Q4-TX-001817,928,12/22/2025,-175.93,credit card,Refund ,usd
Q4-TX-001818,140,2025-11-26,$-161,CREDIT CARD,REFUND,USD
Q4-TX-001819,759,06 Dec 2025,-174.87,PAYPAL, Refund ,USD
Q4-TX-001820,1029,12/10/2025,USD 469.72,Bank Transfer ,UPGRADE,USD
Q4-TX-001821,101,11/10/2025,$382,paypal,Add-on,US Dollar
Q4-TX-001822,376,28 Oct 2025,$-208.97,Bank Transfer ,Refund,USD
Q4-TX-001823,840,12-12-2025,-164.83 USD, Debit Card ,refund,USD
Q4-TX-001824,73,2025-12-11,$194.81,debit card, Add-on,USD
Q4-TX-001825,58,2025-10-22,-355.06 USD,BANK TRANSFER,Refund ,usd
Q4-TX-001826,1432,14/11/2025,-109.56, Bank Transfer ,REFUND,USD
Q4-TX-001827,1092,26 Nov 2025,452.89 USD,credit card,Upgrade ,US Dollar
Q4-TX-001828,1470,30-12-2025,719.83,PAYPAL,SUBSCRIPTION,usd
Q4-TX-001829,347,23 Oct 2025,$593,CREDIT CARD,Subscription ,usd
Q4-TX-001830,355,31 Dec 2025,-177.88, Bank Transfer, Refund,US Dollar
Q4-TX-001831,157,03 Dec 2025,USD -126.77,Bank Transfer ,Refund ,USD
Q4-TX-001832,1221,11/20/2025,33.46, PayPal , Subscription,USD
Q4-TX-001833,1499,24/11/2025,195.95,Debit Card,SUBSCRIPTION,usd
Q4-TX-001834,482,21-10-2025,-50.19 USD,PayPal ,REFUND,US Dollar
Q4-TX-001835,860,"Oct 05, 2025",USD 176.97,PayPal , Upgrade ,usd
Q4-TX-001836,322,18/11/2025,$135.32,CREDIT CARD,Add-on ,usd
Q4-TX-001837,755,26/10/2025,$659.12,DEBIT CARD,Upgrade ,USD
Q4-TX-001838,104,11/11/2025,$133.10,Debit Card, Subscription ,USD
Q4-TX-001839,848,30-10-2025,351.31 USD,DEBIT CARD,UPGRADE,US Dollar
Q4-TX-001840,1202,06 Dec 2025,$-364,Bank Transfer ,Refund ,usd
Q4-TX-001841,773,30-12-2025,USD -133.00,Bank Transfer , Refund,US Dollar
Q4-TX-001842,1312,2025-12-09,46.17,BANK TRANSFER,subscription,usd
Q4-TX-001843,1017,"Oct 03, 2025",361.98,debit card,Subscription,US Dollar
Q4-TX-001844,415,2025-10-14,USD -165.51, Credit Card,refund,US Dollar
Q4-TX-001845,291,2025-10-23,$488.38, Bank Transfer ,add-on,US Dollar
Q4-TX-001846,1353,12/26/2025,312.39, Bank Transfer , Upgrade,US Dollar
Q4-TX-001847,161,07/10/2025,USD -189.30,BANK TRANSFER, Refund,usd
Q4-TX-001848,337,30 Oct 2025,238.49 USD, Credit Card,Subscription ,US Dollar
Q4-TX-001849,886,06/12/2025,164.88,PAYPAL,upgrade,usd
Q4-TX-001850,493,"Oct 12, 2025",$105.37,Bank Transfer, Add-on ,US Dollar
Q4-TX-001851,751,11/07/2025,$315,BANK TRANSFER, Add-on,USD
Q4-TX-001852,681,2025-11-18,$422,bank transfer, Upgrade,usd
Q4-TX-001853,218,2025-11-14,297.96 USD,credit card,ADD-ON,usd
Q4-TX-001854,781,11/28/2025,$377, PayPal ,Add-on,usd
Q4-TX-001855,1056,28/11/2025,$177,DEBIT CARD,Upgrade ,US Dollar
Q4-TX-001856,1389,16 Nov 2025,113.75,credit card,add-on,usd
