transaction_id,user_id,transaction_date,amount,payment_type,transaction_type,source_system
Q3-TX-001505,1157,31-08-2025,$218.13, Debit Card,add-on,Legacy Billing
Q3-TX-001506,673,26-09-2025,$92,paypal,Subscription,Legacy Billing
Q3-TX-001507,1323,08/15/2025,380.94,Bank Transfer , Add-on,Legacy Billing
Q3-TX-001508,720,07/05/2025,$94.06,PayPal , Upgrade ,Legacy Billing
Q3-TX-001509,811,"Jul 01, 2025",530.10,PayPal ,Subscription ,Legacy Billing
Q3-TX-001510,1241,09/24/2025,237.82 USD, PayPal, Subscription ,Legacy Billing
Q3-TX-001511,1304,"Sep 09, 2025",-190.53 USD,PayPal,Refund,Legacy Billing
Q3-TX-001512,1405,30-08-2025,218.64,PayPal,UPGRADE,Legacy Billing
Q3-TX-001513,1426,25 Sep 2025,$-177.30,Credit Card, Refund ,Legacy Billing
Q3-TX-001514,912,01-09-2025,$-276, PayPal ,REFUND,Legacy Billing
Q3-TX-001515,1496,2025-07-21,USD -97.10, PayPal,REFUND,Legacy Billing
Q3-TX-001516,136,08 Aug 2025,$-556, PayPal , Refund,Legacy Billing
Q3-TX-001517,866,01-08-2025,-214.55,PAYPAL, Refund,Legacy Billing
Q3-TX-001518,230,27-07-2025,227.86, PayPal, Add-on ,Legacy Billing
Q3-TX-001519,494,18 Aug 2025,171.40,CREDIT CARD,Upgrade,Legacy Billing
Q3-TX-001520,1427,09/28/2025,USD -286.68, Debit Card ,Refund,Legacy Billing
Q3-TX-001521,406,25 Jul 2025,$294,Debit Card, Upgrade ,Legacy Billing
Q3-TX-001522,552,09/28/2025,USD 309.05, Credit Card , Add-on,Legacy Billing
Q3-TX-001523,924,16-08-2025,99.06, Credit Card, Subscription ,Legacy Billing
Q3-TX-001524,397,19-07-2025,76.60,DEBIT CARD,upgrade,Legacy Billing
Q3-TX-001525,267,"Aug 14, 2025",-407.85,debit card,REFUND,Legacy Billing
Q3-TX-001526,109,25-07-2025,478.37 USD,DEBIT CARD, Upgrade,Legacy Billing
Q3-TX-001527,1285,14/08/2025,107.29,paypal,UPGRADE,Legacy Billing
Q3-TX-001528,386,"Aug 21, 2025",$135,bank transfer,Upgrade ,Legacy Billing
Q3-TX-001529,1039,29 Aug 2025,USD -72.00,Bank Transfer ,Refund,Legacy Billing
Q3-TX-001530,299,07/02/2025,266.23 USD,Debit Card, Subscription,Legacy Billing
Q3-TX-001531,771,15/09/2025,$165.14, Debit Card , Upgrade,Legacy Billing
Q3-TX-001532,79,29/08/2025,USD 89.93, Credit Card ,Subscription,Legacy Billing
Q3-TX-001533,628,13 Jul 2025,$55, Credit Card, Upgrade ,Legacy Billing
Q3-TX-001534,1289,26-09-2025,USD 136.80,PayPal ,Subscription ,Legacy Billing
Q3-TX-001535,1015,08/12/2025,190.28 USD,debit card,Subscription ,Legacy Billing
Q3-TX-001536,69,01 Sep 2025,-70.66, PayPal,Refund,Legacy Billing
Q3-TX-001537,272,"Aug 22, 2025",104.54, Bank Transfer, Add-on,Legacy Billing
Q3-TX-001538,453,"Sep 03, 2025",508.58,credit card,Subscription ,Legacy Billing
Q3-TX-001539,1485,2025-09-14,$74, Credit Card , Subscription,Legacy Billing
Q3-TX-001540,546,2025-09-14,-147.00 USD, PayPal ,refund,Legacy Billing
Q3-TX-001541,455,08/10/2025,$142.98,Credit Card, Subscription,Legacy Billing
Q3-TX-001542,176,"Jul 27, 2025",$354,Debit Card, Subscription ,Legacy Billing
Q3-TX-001543,315,24 Sep 2025,32.21, Debit Card ,SUBSCRIPTION,Legacy Billing
Q3-TX-001544,724,09/04/2025,-336.83,Credit Card, Refund,Legacy Billing
Q3-TX-001545,366,29-07-2025,714.04,CREDIT CARD,Add-on,Legacy Billing
Q3-TX-001546,1413,19 Aug 2025,222.22, Credit Card,Add-on,Legacy Billing
Q3-TX-001547,240,19/07/2025,-350.66 USD,CREDIT CARD, Refund ,Legacy Billing
Q3-TX-001548,648,09/24/2025,416.70,Debit Card ,SUBSCRIPTION,Legacy Billing
Q3-TX-001549,1497,02-07-2025,211.48 USD,PayPal ,Subscription,Legacy Billing
Q3-TX-001550,266,01-09-2025,USD 128.81, Bank Transfer,SUBSCRIPTION,Legacy Billing
Q3-TX-001551,1342,"Aug 05, 2025",$198.16,DEBIT CARD,subscription,Legacy Billing
Q3-TX-001552,244,30-09-2025,298.70 USD,Credit Card ,add-on,Legacy Billing
Q3-TX-001553,1155,05 Sep 2025,142.43,CREDIT CARD, Add-on,Legacy Billing
Q3-TX-001554,495,2025-09-18,18.16 USD,PayPal,Subscription,Legacy Billing
Q3-TX-001555,111,25/07/2025,105.31 USD,PAYPAL, Upgrade,Legacy Billing
Q3-TX-001556,1406,30-09-2025,USD -242.92,CREDIT CARD,Refund,Legacy Billing
Q3-TX-001557,204,14-09-2025,$236, Credit Card,Subscription ,Legacy Billing
Q3-TX-001558,711,"Aug 04, 2025",100.34,credit card, Add-on ,Legacy Billing
Q3-TX-001559,1426,08/09/2025,146.84,Credit Card, Upgrade ,Legacy Billing
Q3-TX-001560,537,08/05/2025,$53.71, Debit Card, Upgrade ,Legacy Billing
Q3-TX-001561,469,10/09/2025,183.83,Credit Card , Upgrade ,Legacy Billing
Q3-TX-001562,690,19/08/2025,-152.57,Credit Card,REFUND,Legacy Billing
Q3-TX-001563,1320,2025-07-06,166.94,PayPal ,Upgrade,Legacy Billing
Q3-TX-001564,1069,21/07/2025,$-688,BANK TRANSFER, Refund ,Legacy Billing
Q3-TX-001565,163,"Jul 15, 2025",-223.27, Bank Transfer,REFUND,Legacy Billing
Q3-TX-001566,509,"Jul 29, 2025",75.90,paypal, Add-on ,Legacy Billing
Q3-TX-001567,1485,02 Jul 2025,-261.23 USD,Credit Card,Refund ,Legacy Billing
Q3-TX-001568,1127,"Aug 18, 2025",$168.92, Credit Card,ADD-ON,Legacy Billing
Q3-TX-001569,477,12-09-2025,120.02, Credit Card,add-on,Legacy Billing
Q3-TX-001570,75,18 Jul 2025,195.38 USD,credit card, Upgrade ,Legacy Billing
Q3-TX-001571,100,"Jul 31, 2025",$463, Credit Card , Upgrade ,Legacy Billing
Q3-TX-001572,1346,11/07/2025,$54,debit card,SUBSCRIPTION,Legacy Billing
Q3-TX-001573,72,29 Aug 2025,30.29,BANK TRANSFER,Subscription ,Legacy Billing
Q3-TX-001574,6,2025-07-26,$124.70, PayPal,Add-on,Legacy Billing
Q3-TX-001575,692,13/09/2025,-180.02,paypal,REFUND,Legacy Billing
Q3-TX-001576,1085,20/07/2025,$162.16,Credit Card , Upgrade ,Legacy Billing
Q3-TX-001577,53,02-08-2025,156.94,Debit Card,add-on,Legacy Billing
Q3-TX-001578,1030,30 Sep 2025,$127,Debit Card ,Add-on,Legacy Billing
Q3-TX-001579,540,08/06/2025,370.82,credit card, Add-on,Legacy Billing
Q3-TX-001580,918,"Aug 07, 2025",$239,Credit Card,Subscription,Legacy Billing
Q3-TX-001581,1310,09/18/2025,$416,PayPal,Upgrade,Legacy Billing
Q3-TX-001582,136,2025-08-01,USD -35.21,DEBIT CARD,REFUND,Legacy Billing
Q3-TX-001583,396,20/09/2025,-152.57 USD,Debit Card,Refund ,Legacy Billing
Q3-TX-001584,764,"Jul 07, 2025",225.36 USD,Credit Card,Subscription ,Legacy Billing
Q3-TX-001585,1071,01 Sep 2025,77.36 USD,credit card, Add-on ,Legacy Billing
Q3-TX-001586,53,03-07-2025,USD 162.77, Debit Card , Upgrade ,Legacy Billing
Q3-TX-001587,180,"Aug 06, 2025",$275.79,DEBIT CARD, Upgrade,Legacy Billing
Q3-TX-001588,80,"Aug 13, 2025",$488,PayPal ,Upgrade ,Legacy Billing
Q3-TX-001589,1458,12 Jul 2025,-480.45, PayPal, Refund,Legacy Billing
Q3-TX-001590,142,19 Aug 2025,441.86,PayPal , Upgrade ,Legacy Billing
Q3-TX-001591,1082,28-08-2025,528.21,PayPal,Add-on ,Legacy Billing
Q3-TX-001592,855,2025-07-21,USD 23.57,PayPal,upgrade,Legacy Billing
Q3-TX-001593,192,2025-07-25,48.82 USD,Bank Transfer , Add-on ,Legacy Billing
Q3-TX-001594,768,23-09-2025,USD 148.62,Bank Transfer, Add-on,Legacy Billing
Q3-TX-001595,1338,06/07/2025,-84.34 USD,Debit Card,refund,Legacy Billing
Q3-TX-001596,1293,13-07-2025,244.13, Debit Card, Upgrade,Legacy Billing
Q3-TX-001597,399,"Aug 04, 2025",$649.70, Bank Transfer ,UPGRADE,Legacy Billing
Q3-TX-001598,1420,15/07/2025,USD 41.26, Credit Card , Upgrade,Legacy Billing
Q3-TX-001599,389,2025-09-07,USD 131.49,bank transfer,Add-on ,Legacy Billing
Q3-TX-001600,691,19-09-2025,USD 183.25,Credit Card ,Add-on ,Legacy Billing
Q3-TX-001601,1441,09/29/2025,-53.57,BANK TRANSFER,Refund ,Legacy Billing
Q3-TX-001602,986,19/08/2025,$320.81,debit card,Upgrade,Legacy Billing
Q3-TX-001603,1481,21/07/2025,203.21,Credit Card , Upgrade,Legacy Billing
Q3-TX-001604,889,09-08-2025,USD 142.19, PayPal, Add-on ,Legacy Billing
Q3-TX-001605,245,11 Sep 2025,264.52, Bank Transfer ,ADD-ON,Legacy Billing
Q3-TX-001606,493,07-09-2025,USD 348.24,PAYPAL,SUBSCRIPTION,Legacy Billing
Q3-TX-001607,865,10/09/2025,$230, Bank Transfer,add-on,Legacy Billing
Q3-TX-001608,57,16 Jul 2025,USD 236.17, Bank Transfer,add-on,Legacy Billing
Q3-TX-001609,988,2025-07-27,,Bank Transfer ,subscription,Legacy Billing
Q3-TX-001610,998,"Aug 25, 2025",-245.23,bank transfer, Refund ,Legacy Billing
Q3-TX-001611,1186,"Jul 12, 2025",397.87, Bank Transfer , Add-on,Legacy Billing
Q3-TX-001612,1451,2025-08-04,$666.61, PayPal,subscription,Legacy Billing
Q3-TX-001613,388,13-07-2025,818.33, Credit Card,Subscription,Legacy Billing
Q3-TX-001614,715,15-08-2025,236.96,Bank Transfer ,upgrade,Legacy Billing
Q3-TX-001615,103,10 Jul 2025,238.84, PayPal ,Subscription,Legacy Billing
Q3-TX-001616,1401,09-08-2025,$418,PayPal ,ADD-ON,Legacy Billing
Q3-TX-001617,1184,"Sep 27, 2025",99.33 USD,Debit Card,add-on,Legacy Billing
Q3-TX-001618,953,"Sep 24, 2025",$-566, Credit Card,REFUND,Legacy Billing
Q3-TX-001619,909,23/07/2025,226.24, PayPal ,add-on,Legacy Billing
Q3-TX-001620,1445,17 Jul 2025,-72.52,Bank Transfer , Refund,Legacy Billing
Q3-TX-001621,106,30/08/2025,46.54 USD,Credit Card ,subscription,Legacy Billing
Q3-TX-001622,1389,2025-08-08,126.06 USD, PayPal , Upgrade ,Legacy Billing
Q3-TX-001623,1007,09/26/2025,$150.32, Debit Card ,Upgrade ,Legacy Billing
Q3-TX-001624,343,24/09/2025,$235.97,debit card,Upgrade,Legacy Billing
Q3-TX-001625,1074,2025-07-21,USD 440.48, Credit Card,Subscription,Legacy Billing
Q3-TX-001626,330,09/04/2025,USD 274.86,debit card,Add-on,Legacy Billing
Q3-TX-001627,1294,2025-09-09,USD 357.61,PayPal,UPGRADE,Legacy Billing
Q3-TX-001628,1052,"Jul 21, 2025",$-306.39,debit card,refund,Legacy Billing
Q3-TX-001629,503,09/30/2025,$-69,Debit Card,Refund ,Legacy Billing
Q3-TX-001630,1372,11 Jul 2025,-189.24,Debit Card ,Refund ,Legacy Billing
Q3-TX-001631,1395,03 Sep 2025,85.75 USD,bank transfer, Subscription ,Legacy Billing
Q3-TX-001632,1267,21 Jul 2025,USD 203.24,Bank Transfer, Upgrade,Legacy Billing
Q3-TX-001633,1483,2025-07-30,178.59 USD,DEBIT CARD,ADD-ON,Legacy Billing
Q3-TX-001634,1140,"Aug 27, 2025",164.93 USD,PAYPAL,Add-on,Legacy Billing
Q3-TX-001635,1355,2025-08-10,$430,PayPal ,UPGRADE,Legacy Billing
Q3-TX-001636,750,07/21/2025,260.88 USD, Bank Transfer ,ADD-ON,Legacy Billing
Q3-TX-001637,270,"Sep 14, 2025",525.66,Credit Card , Subscription,Legacy Billing
Q3-TX-001638,506,"Aug 03, 2025",155.59 USD, Debit Card,Upgrade ,Legacy Billing
Q3-TX-001639,1323,2025-07-27,113.59 USD,bank transfer, Upgrade,Legacy Billing
Q3-TX-001640,865,"Jul 12, 2025",85.19,paypal, Add-on ,Legacy Billing
Q3-TX-001641,862,04-07-2025,$372,Credit Card, Subscription ,Legacy Billing
Q3-TX-001642,677,2025-07-30,-141.43,PAYPAL, Refund,Legacy Billing
Q3-TX-001643,251,09/21/2025,198.68,debit card,UPGRADE,Legacy Billing
Q3-TX-001644,153,10/07/2025,$-35, PayPal , Refund,Legacy Billing
Q3-TX-001645,134,10 Sep 2025,$-492,debit card,Refund,Legacy Billing
Q3-TX-001646,1028,19 Sep 2025,$365,PayPal , Subscription,Legacy Billing
Q3-TX-001647,1141,03-09-2025,$72, Debit Card, Upgrade ,Legacy Billing
Q3-TX-001648,14,17 Sep 2025,301.21, Debit Card ,Upgrade,Legacy Billing
Q3-TX-001649,574,"Sep 13, 2025",,PayPal, Refund ,Legacy Billing
Q3-TX-001650,33,"Jul 05, 2025",506.46,debit card,Subscription ,Legacy Billing
Q3-TX-001651,541,30/09/2025,$159,debit card, Subscription,Legacy Billing
Q3-TX-001652,1313,07/08/2025,$223,Debit Card, Upgrade,Legacy Billing
Q3-TX-001653,940,20/08/2025,476.07,credit card,add-on,Legacy Billing
Q3-TX-001654,428,2025-08-27,$200,Bank Transfer,UPGRADE,Legacy Billing
Q3-TX-001655,1110,2025-07-16,$231,debit card,subscription,Legacy Billing
Q3-TX-001656,1487,"Sep 26, 2025",USD 241.19, PayPal ,ADD-ON,Legacy Billing
Q3-TX-001657,609,08/12/2025,USD 456.91,DEBIT CARD, Add-on,Legacy Billing
Q3-TX-001658,697,20-08-2025,$111.06, Credit Card , Add-on ,Legacy Billing
Q3-TX-001659,1460,02 Jul 2025,511.77 USD,CREDIT CARD, Add-on,Legacy Billing
Q3-TX-001660,1049,08/31/2025,234.98, Debit Card,upgrade,Legacy Billing
Q3-TX-001661,1149,23/08/2025,$-831,Bank Transfer, Refund,Legacy Billing
Q3-TX-001662,255,07/03/2025,579.46,Credit Card,add-on,Legacy Billing
Q3-TX-001663,1251,24-09-2025,243.17 USD, Credit Card ,ADD-ON,Legacy Billing
Q3-TX-001664,392,15 Aug 2025,$206,bank transfer,SUBSCRIPTION,Legacy Billing
Q3-TX-001665,1193,07/13/2025,138.44, PayPal,Upgrade,Legacy Billing
Q3-TX-001666,263,2025-09-05,177.70,Debit Card,Subscription ,Legacy Billing
Q3-TX-001667,1273,08/11/2025,74.34 USD,Bank Transfer,Subscription ,Legacy Billing
Q3-TX-001668,197,24-08-2025,-26.24,Credit Card,Refund ,Legacy Billing
Q3-TX-001669,806,01 Jul 2025,$534,PayPal,UPGRADE,Legacy Billing
Q3-TX-001670,415,14-08-2025,276.41, Debit Card ,upgrade,Legacy Billing
Q3-TX-001671,772,"Aug 26, 2025",317.62,Credit Card,Subscription,Legacy Billing
Q3-TX-001672,98,01 Aug 2025,199.33 USD,paypal,upgrade,Legacy Billing
Q3-TX-001673,667,"Aug 08, 2025",152.28,PayPal ,UPGRADE,Legacy Billing
Q3-TX-001674,342,26 Aug 2025,$297,Bank Transfer,UPGRADE,Legacy Billing
Q3-TX-001675,1030,"Aug 30, 2025",$93, Debit Card,add-on,Legacy Billing
Q3-TX-001676,429,27-07-2025,616.89,Bank Transfer ,Upgrade,Legacy Billing
Q3-TX-001677,37,"Jul 26, 2025",257.41,PayPal, Add-on ,Legacy Billing
Q3-TX-001678,837,09/17/2025,USD 255.74,PAYPAL, Upgrade ,Legacy Billing
Q3-TX-001679,1221,2025-08-21,355.23,Bank Transfer , Subscription,Legacy Billing
Q3-TX-001680,1240,07/29/2025,$420.89, Bank Transfer, Add-on,Legacy Billing
Q3-TX-001681,1095,28 Sep 2025,$168.47,Bank Transfer,Subscription ,Legacy Billing
Q3-TX-001682,1416,2025-08-31,USD 75.36, Credit Card , Add-on ,Legacy Billing
Q3-TX-001683,1081,"Jul 23, 2025",159.45,CREDIT CARD,Upgrade,Legacy Billing
Q3-TX-001684,11,06 Jul 2025,86.32,debit card,Add-on,Legacy Billing
Q3-TX-001685,5,19-07-2025,201.18 USD, Debit Card ,Subscription,Legacy Billing
Q3-TX-001686,1266,01/09/2025,USD -120.38, Debit Card, Refund ,Legacy Billing
Q3-TX-001687,1367,23/07/2025,292.79,PayPal , Subscription,Legacy Billing
Q3-TX-001688,1171,"Jul 18, 2025",$-77.18, Bank Transfer,Refund ,Legacy Billing
Q3-TX-001689,1106,04/07/2025,565.66, Debit Card, Subscription,Legacy Billing
Q3-TX-001690,107,26-08-2025,269.59,Credit Card,Add-on,Legacy Billing
Q3-TX-001691,339,04-07-2025,-282.18 USD, PayPal ,refund,Legacy Billing
Q3-TX-001692,1233,08/14/2025,USD 230.51,Bank Transfer,add-on,Legacy Billing
Q3-TX-001693,1170,17/08/2025,404.53 USD,Bank Transfer , Upgrade,Legacy Billing
Q3-TX-001694,361,2025-08-01,$220,credit card, Add-on,Legacy Billing
Q3-TX-001695,1076,2025-09-23,,BANK TRANSFER,add-on,Legacy Billing
Q3-TX-001696,957,05-07-2025,233.09, Bank Transfer ,Add-on ,Legacy Billing
Q3-TX-001697,1465,29-07-2025,$212,PayPal , Subscription,Legacy Billing
Q3-TX-001698,406,20 Sep 2025,-135.45,BANK TRANSFER,refund,Legacy Billing
Q3-TX-001699,310,27-08-2025,USD 504.42,Credit Card , Upgrade,Legacy Billing
Q3-TX-001700,870,01/09/2025,$249, Debit Card, Upgrade,Legacy Billing
Q3-TX-001701,564,15-08-2025,192.34,Debit Card ,Subscription ,Legacy Billing
Q3-TX-001702,685,2025-09-18,97.06,BANK TRANSFER,Add-on,Legacy Billing
Q3-TX-001703,1332,09/14/2025,32.96,Credit Card,upgrade,Legacy Billing
Q3-TX-001704,1052,"Jul 27, 2025",341.71,PayPal ,Subscription,Legacy Billing
Q3-TX-001705,1010,21/09/2025,USD 164.46, Debit Card , Upgrade,Legacy Billing
Q3-TX-001706,1301,10/08/2025,USD 146.35,PayPal,SUBSCRIPTION,Legacy Billing
Q3-TX-001707,1360,13 Aug 2025,375.34 USD,PayPal ,upgrade,Legacy Billing
Q3-TX-001708,1494,06 Sep 2025,$17, PayPal ,ADD-ON,Legacy Billing
Q3-TX-001709,534,2025-07-18,36.37,credit card,add-on,Legacy Billing
Q3-TX-001710,300,2025-08-20,-151.88, Debit Card,refund,Legacy Billing
Q3-TX-001711,23,08/14/2025,USD 224.23,credit card, Subscription ,Legacy Billing
Q3-TX-001712,707,08/11/2025,USD 129.35,PAYPAL, Subscription,Legacy Billing
Q3-TX-001713,1325,31/08/2025,USD -203.68,BANK TRANSFER, Refund ,Legacy Billing
Q3-TX-001714,433,08/27/2025,150.45 USD, Credit Card ,upgrade,Legacy Billing
Q3-TX-001715,1462,09/22/2025,$249.51,paypal,Subscription,Legacy Billing
Q3-TX-001716,925,13-09-2025,USD 111.34,Debit Card,Add-on,Legacy Billing
Q3-TX-001717,803,"Sep 15, 2025",USD 280.23, Debit Card,Subscription,Legacy Billing
Q3-TX-001718,796,07/09/2025,$61.61,BANK TRANSFER, Upgrade,Legacy Billing
Q3-TX-001719,169,19 Jul 2025,146.30,debit card, Add-on ,Legacy Billing
Q3-TX-001720,863,10/07/2025,-331.98, Bank Transfer, Refund ,Legacy Billing
Q3-TX-001721,222,"Sep 03, 2025",567.59,DEBIT CARD,upgrade,Legacy Billing
Q3-TX-001722,1195,2025-07-03,$455.04,Credit Card,Upgrade ,Legacy Billing
Q3-TX-001723,1213,09-07-2025,94.27, PayPal,subscription,Legacy Billing
Q3-TX-001724,1229,31 Jul 2025,USD 216.49,Credit Card,upgrade,Legacy Billing
Q3-TX-001725,1185,03/08/2025,-331.83, Credit Card , Refund,Legacy Billing
Q3-TX-001726,344,2025-09-06,$232.24, Bank Transfer,ADD-ON,Legacy Billing
Q3-TX-001727,772,17/08/2025,$100,credit card, Upgrade ,Legacy Billing
Q3-TX-001728,501,2025-07-18,$-81.77,BANK TRANSFER, Refund ,Legacy Billing
Q3-TX-001729,461,2025-09-15,-93.01 USD, Bank Transfer ,REFUND,Legacy Billing
Q3-TX-001730,547,2025-07-20,USD -526.31,Debit Card,refund,Legacy Billing
Q3-TX-001731,1012,09-08-2025,USD 277.65,Credit Card ,subscription,Legacy Billing
Q3-TX-001732,1292,19/07/2025,$216.93,paypal,Add-on ,Legacy Billing
Q3-TX-001733,361,27/09/2025,383.71,PayPal, Subscription ,Legacy Billing
Q3-TX-001734,180,15/08/2025,$230, Bank Transfer ,Upgrade,Legacy Billing
Q3-TX-001735,1407,08/09/2025,USD 245.43,debit card,SUBSCRIPTION,Legacy Billing
Q3-TX-001736,1295,2025-07-09,192.65 USD,PayPal,Add-on,Legacy Billing
Q3-TX-001737,978,2025-07-15,$47, PayPal,Subscription,Legacy Billing
Q3-TX-001738,259,07/21/2025,$110,Bank Transfer,Subscription,Legacy Billing
Q3-TX-001739,96,"Sep 27, 2025",153.50 USD,Bank Transfer ,Subscription ,Legacy Billing
Q3-TX-001740,100,30 Jul 2025,337.09,Credit Card,add-on,Legacy Billing
Q3-TX-001741,946,"Sep 10, 2025",USD 373.03,DEBIT CARD,upgrade,Legacy Billing
Q3-TX-001742,1018,24-08-2025,52.64,Bank Transfer ,SUBSCRIPTION,Legacy Billing
Q3-TX-001743,310,"Sep 08, 2025",$-129.52, Bank Transfer ,REFUND,Legacy Billing
Q3-TX-001744,1032,09/30/2025,$198,PayPal,Upgrade ,Legacy Billing
Q3-TX-001745,242,"Jul 10, 2025",$80,debit card,upgrade,Legacy Billing
Q3-TX-001746,485,09-09-2025,$-323,PayPal,refund,Legacy Billing
Q3-TX-001747,1146,"Jul 24, 2025",USD 410.37, PayPal , Upgrade ,Legacy Billing
Q3-TX-001748,1002,2025-08-06,$944.04, Credit Card, Subscription,Legacy Billing
Q3-TX-001749,1186,"Aug 01, 2025",189.95,Bank Transfer ,upgrade,Legacy Billing
Q3-TX-001750,4,29/07/2025,196.90 USD,Bank Transfer ,Upgrade ,Legacy Billing
Q3-TX-001751,1346,20/07/2025,$-465,BANK TRANSFER, Refund ,Legacy Billing
Q3-TX-001752,1215,2025-07-26,$428.31, Debit Card, Subscription,Legacy Billing
Q3-TX-001753,736,08/15/2025,307.13, Debit Card ,UPGRADE,Legacy Billing
Q3-TX-001754,576,09/08/2025,-141.02,Bank Transfer , Refund,Legacy Billing
Q3-TX-001755,997,08/09/2025,$-133,Bank Transfer,Refund,Legacy Billing
Q3-TX-001756,899,19-07-2025,$-177,PayPal ,Refund,Legacy Billing
Q3-TX-001757,904,2025-08-30,225.42 USD,credit card,Subscription,Legacy Billing
Q3-TX-001758,1225,10/08/2025,$274.72,Bank Transfer ,Subscription,Legacy Billing
Q3-TX-001759,366,02-07-2025,295.07,Debit Card, Subscription,Legacy Billing
Q3-TX-001760,1015,"Sep 12, 2025",USD 237.57, Debit Card,Upgrade,Legacy Billing
Q3-TX-001761,982,2025-09-03,156.52 USD, Credit Card ,Subscription,Legacy Billing
Q3-TX-001762,968,06 Aug 2025,USD 48.54, Debit Card,UPGRADE,Legacy Billing
Q3-TX-001763,1064,07-09-2025,-325.52,Debit Card ,REFUND,Legacy Billing
Q3-TX-001764,809,2025-07-25,$227,Credit Card,upgrade,Legacy Billing
Q3-TX-001765,1339,"Jul 19, 2025",$213, Bank Transfer, Upgrade ,Legacy Billing
Q3-TX-001766,842,2025-07-27,178.36,Debit Card ,upgrade,Legacy Billing
Q3-TX-001767,65,08 Sep 2025,USD 763.38, Debit Card, Subscription ,Legacy Billing
Q3-TX-001768,584,26 Aug 2025,USD 481.11, Debit Card,Add-on,Legacy Billing
Q3-TX-001769,757,29 Sep 2025,337.74,CREDIT CARD, Add-on ,Legacy Billing
Q3-TX-001770,1052,"Sep 08, 2025",285.17 USD,PAYPAL,Add-on ,Legacy Billing
Q3-TX-001771,785,09/11/2025,$-235,CREDIT CARD,REFUND,Legacy Billing
Q3-TX-001772,579,08/04/2025,-107.92,PayPal ,refund,Legacy Billing
Q3-TX-001773,523,03/09/2025,$163.06, PayPal,Add-on,Legacy Billing
Q3-TX-001774,1104,"Sep 10, 2025",-447.26, Bank Transfer , Refund,Legacy Billing
Q3-TX-001775,312,13/08/2025,-221.47,Credit Card , Refund ,Legacy Billing
Q3-TX-001776,1034,"Sep 18, 2025",488.49, Bank Transfer, Subscription,Legacy Billing
Q3-TX-001777,482,"Aug 09, 2025",USD -235.99, Credit Card ,REFUND,Legacy Billing
Q3-TX-001778,238,28-09-2025,38.77,bank transfer,subscription,Legacy Billing
Q3-TX-001779,1445,02/08/2025,$327.90, Debit Card, Upgrade ,Legacy Billing
Q3-TX-001780,1273,"Sep 24, 2025",229.28 USD,Bank Transfer ,Add-on ,Legacy Billing
Q3-TX-001781,1382,2025-09-15,803.72,credit card,Subscription,Legacy Billing
Q3-TX-001782,608,07/16/2025,-190.76, PayPal, Refund,Legacy Billing
Q3-TX-001783,1330,31-07-2025,$176.08,bank transfer, Subscription ,Legacy Billing
Q3-TX-001784,950,2025-08-09,$172.72,credit card, Subscription,Legacy Billing
Q3-TX-001785,521,29/07/2025,145.93 USD,PayPal ,Upgrade,Legacy Billing
Q3-TX-001786,864,"Aug 12, 2025",443.69 USD, Debit Card,ADD-ON,Legacy Billing
Q3-TX-001787,771,09/19/2025,"$1,153.49",bank transfer, Add-on ,Legacy Billing
Q3-TX-001788,645,"Sep 06, 2025",250.19,bank transfer,Add-on ,Legacy Billing
Q3-TX-001789,616,07/22/2025,-338.12, Debit Card, Refund,Legacy Billing
Q3-TX-001790,427,25 Aug 2025,183.61,DEBIT CARD,Subscription,Legacy Billing
Q3-TX-001791,875,09/30/2025,-632.90,credit card, Refund,Legacy Billing
Q3-TX-001792,1103,29-09-2025,$298.93,BANK TRANSFER,Upgrade ,Legacy Billing
Q3-TX-001793,864,2025-08-11,-180.35, PayPal ,REFUND,Legacy Billing
Q3-TX-001794,867,07/28/2025,USD 431.09, Credit Card , Add-on ,Legacy Billing
Q3-TX-001795,842,"Jul 20, 2025",231.74,PAYPAL,Add-on ,Legacy Billing
Q3-TX-001796,1001,12-09-2025,$49, Debit Card ,upgrade,Legacy Billing
Q3-TX-001797,1280,"Jul 22, 2025",$98.52, PayPal, Subscription,Legacy Billing
Q3-TX-001798,1097,"Aug 02, 2025",USD -80.35,BANK TRANSFER,Refund,Legacy Billing
Q3-TX-001799,919,"Sep 06, 2025",$470.28,debit card, Add-on ,Legacy Billing
Q3-TX-001800,329,"Jul 12, 2025",$-138.74,debit card,Refund ,Legacy Billing
Q3-TX-001801,53,17-08-2025,$86.61, Bank Transfer,Subscription,Legacy Billing
Q3-TX-001802,1080,"Aug 05, 2025",292.69,Bank Transfer,subscription,Legacy Billing
Q3-TX-001803,560,22/09/2025,,paypal,Subscription ,Legacy Billing
Q3-TX-001804,703,2025-09-07,$437,paypal, Subscription,Legacy Billing
Q3-TX-001805,329,2025-08-30,-511.96,Credit Card, Refund ,Legacy Billing
Q3-TX-001806,1345,2025-09-21,USD 192.34,Bank Transfer,SUBSCRIPTION,Legacy Billing
Q3-TX-001807,853,"Jul 30, 2025",$583, Credit Card , Upgrade ,Legacy Billing
Q3-TX-001808,938,08/15/2025,457.13,PayPal,Subscription,Legacy Billing
Q3-TX-001809,1011,2025-08-28,USD 47.49, PayPal ,Upgrade ,Legacy Billing
Q3-TX-001810,1424,09/01/2025,-325.40 USD,credit card,Refund,Legacy Billing
