transaction_id,user_id,transaction_date,amount,payment_method,transaction_type
Q1-TX-000736,1422,30/03/2025,98.79,PayPal ,SUBSCRIPTION
Q1-TX-000737,312,"Jan 29, 2025",100.45,bank transfer,Subscription
Q1-TX-000738,491,01/30/2025,62.57 USD, Bank Transfer,subscription
Q1-TX-000739,1179,2025-03-23,$130.31, Debit Card,upgrade
Q1-TX-000740,665,07/03/2025,163.65,bank transfer,upgrade
Q1-TX-000741,1332,2025-01-31,197.33 USD, PayPal, Subscription
Q1-TX-000742,286,2025-01-27,107.93, Debit Card ,Add-on 
Q1-TX-000743,105,"Feb 28, 2025",$-490,BANK TRANSFER,refund
Q1-TX-000744,673,"Jan 18, 2025",USD 394.53,Debit Card ,Subscription 
Q1-TX-000745,1373,29 Mar 2025,281.22,BANK TRANSFER,add-on
Q1-TX-000746,1482,31/03/2025,$-15.70,Bank Transfer ,Refund
Q1-TX-000747,1475,22 Feb 2025,$141.98, Credit Card ,Upgrade 
Q1-TX-000748,1072,2025-01-30,101.56, Bank Transfer,upgrade
Q1-TX-000749,879,25 Feb 2025,,Debit Card ,Refund 
Q1-TX-000750,73,03/01/2025,$-258, Credit Card ,refund
Q1-TX-000751,1160,24-03-2025,-87.95 USD,PAYPAL, Refund
Q1-TX-000752,1139,26 Jan 2025,132.34,paypal,Add-on
Q1-TX-000753,719,08-01-2025,, Debit Card,Add-on 
Q1-TX-000754,1019,"Jan 02, 2025",109.98 USD, PayPal,Subscription 
Q1-TX-000755,169,03/11/2025,427.76,Credit Card , Add-on
Q1-TX-000756,1358,"Feb 12, 2025",$-659.69, Debit Card ,Refund 
Q1-TX-000757,309,15/01/2025,$-467.03, Bank Transfer ,Refund
Q1-TX-000758,677,03/02/2025,152.58,Bank Transfer ,Subscription
Q1-TX-000759,90,25/01/2025,-203.54,PayPal,Refund
Q1-TX-000760,104,"Feb 13, 2025",62.02 USD, Bank Transfer,UPGRADE
Q1-TX-000761,1082,2025-02-06,284.88,Debit Card , Subscription 
Q1-TX-000762,975,13 Feb 2025,$25.10,Bank Transfer,SUBSCRIPTION
Q1-TX-000763,1468,03/06/2025,56.55, Bank Transfer,subscription
Q1-TX-000764,1131,10-01-2025,264.74 USD,bank transfer,SUBSCRIPTION
Q1-TX-000765,1269,21 Mar 2025,$-324.28,PAYPAL, Refund
Q1-TX-000766,144,14-02-2025,$119,Debit Card, Subscription
Q1-TX-000767,59,05/03/2025,$229.14,CREDIT CARD, Add-on 
Q1-TX-000768,499,19/03/2025,471.31,Credit Card , Add-on 
Q1-TX-000769,539,16 Feb 2025,64.67 USD, Debit Card,subscription
Q1-TX-000770,795,"Feb 25, 2025",-623.20 USD,Bank Transfer ,REFUND
Q1-TX-000771,772,"Feb 28, 2025",596.55 USD,Bank Transfer , Add-on
Q1-TX-000772,513,23-02-2025,USD 425.87,Bank Transfer ,UPGRADE
Q1-TX-000773,680,08/01/2025,259.88,PayPal,upgrade
Q1-TX-000774,25,08-01-2025,$274,BANK TRANSFER,add-on
Q1-TX-000775,97,2025-03-02,137.60 USD,CREDIT CARD,subscription
Q1-TX-000776,310,2025-03-20,94.21, Credit Card ,Subscription 
Q1-TX-000777,410,06-01-2025,-282.38,PayPal,REFUND
Q1-TX-000778,1223,2025-03-06,-557.34,Bank Transfer,refund
Q1-TX-000779,244,2025-01-21,283.69 USD,Debit Card,Upgrade 
Q1-TX-000780,584,"Mar 29, 2025",USD 62.23,PayPal,Upgrade 
Q1-TX-000781,978,2025-02-18,$370.26, PayPal, Upgrade
Q1-TX-000782,38,22-03-2025,$-28,Bank Transfer,REFUND
Q1-TX-000783,531,"Jan 17, 2025",$343,PayPal,UPGRADE
Q1-TX-000784,1091,05/02/2025,USD -660.11,CREDIT CARD,Refund
Q1-TX-000785,1349,11-01-2025,$480,Bank Transfer ,Subscription 
Q1-TX-000786,1306,02-01-2025,,bank transfer,SUBSCRIPTION
Q1-TX-000787,1416,02-03-2025,240.15,Bank Transfer,add-on
Q1-TX-000788,105,2025-03-19,-695.62 USD,credit card,refund
Q1-TX-000789,996,12 Jan 2025,$103.34,paypal,SUBSCRIPTION
Q1-TX-000790,932,28 Feb 2025,$722.33, PayPal ,upgrade
Q1-TX-000791,470,"Feb 08, 2025",-175.31,Bank Transfer,Refund 
Q1-TX-000792,1275,07/02/2025,-839.59,credit card,Refund 
Q1-TX-000793,900007,2025-03-28,39.62,Debit Card ,Add-on 
Q1-TX-000794,445,02/28/2025,-120.07 USD, Debit Card ,Refund 
Q1-TX-000795,883,24 Feb 2025,$-135,Debit Card, Refund
Q1-TX-000796,373,22-03-2025,37.49, Bank Transfer ,Subscription 
Q1-TX-000797,42,10-01-2025,USD 450.20,PAYPAL,Subscription 
Q1-TX-000798,218,28 Jan 2025,USD 286.46, Debit Card,Add-on
Q1-TX-000799,488,14 Jan 2025,159.69,DEBIT CARD, Subscription
Q1-TX-000800,1368,"Feb 17, 2025",USD -230.18,Bank Transfer , Refund 
Q1-TX-000801,983,05 Feb 2025,-691.50 USD,bank transfer, Refund 
Q1-TX-000802,1187,23-01-2025,157.23,DEBIT CARD,SUBSCRIPTION
Q1-TX-000803,958,2025-03-13,$286, Credit Card,SUBSCRIPTION
Q1-TX-000804,1462,2025-02-12,$-408.07,PAYPAL, Refund
Q1-TX-000805,1358,20 Jan 2025,440.63,Debit Card ,Add-on
Q1-TX-000806,141,16 Feb 2025,$454, Bank Transfer,subscription
Q1-TX-000807,1056,10-02-2025,322.09,Debit Card,add-on
Q1-TX-000808,460,2025-02-25,184.35, Credit Card ,Add-on
Q1-TX-000809,477,05-01-2025,88.03,debit card, Upgrade
Q1-TX-000810,175,04-01-2025,$98.93, PayPal,ADD-ON
Q1-TX-000811,1248,05 Feb 2025,425.06 USD, PayPal,ADD-ON
Q1-TX-000812,1488,"Mar 14, 2025",$-194,Bank Transfer,refund
Q1-TX-000813,141,08 Feb 2025,-291.45 USD,BANK TRANSFER,Refund 
Q1-TX-000814,1221,10/02/2025,-197.59 USD,Credit Card ,refund
Q1-TX-000815,359,01/15/2025,372.60,credit card,ADD-ON
Q1-TX-000816,967,13/01/2025,,Credit Card ,UPGRADE
Q1-TX-000817,45,25-03-2025,$-75.19, Bank Transfer ,Refund
Q1-TX-000818,630,"Feb 05, 2025",,bank transfer,Add-on 
Q1-TX-000819,332,06 Jan 2025,$238.13,CREDIT CARD,Subscription
Q1-TX-000820,571,17-03-2025,-156.92,bank transfer,REFUND
Q1-TX-000821,147,"Mar 14, 2025",218.68 USD,DEBIT CARD,ADD-ON
Q1-TX-000822,87,30-03-2025,USD 345.59,CREDIT CARD, Upgrade 
Q1-TX-000823,625,11-01-2025,USD -358.52,CREDIT CARD, Refund
Q1-TX-000824,543,05-02-2025,-295.98 USD, PayPal, Refund
Q1-TX-000825,942,11-01-2025,$158.30, Bank Transfer,Subscription
Q1-TX-000826,1249,22 Jan 2025,USD -37.54, Bank Transfer ,Refund
Q1-TX-000827,147,2025-02-02,$-249.28,debit card,REFUND
Q1-TX-000828,524,27 Feb 2025,434.66,bank transfer, Subscription 
Q1-TX-000829,167,"Feb 05, 2025",USD -128.98,PAYPAL,Refund
Q1-TX-000830,1483,01/01/2025,$216.34,PayPal ,Subscription 
Q1-TX-000831,734,16 Mar 2025,149.44, Credit Card,add-on
Q1-TX-000832,1413,21/02/2025,$-80.96,PayPal ,refund
Q1-TX-000833,519,06-02-2025,226.28 USD,Credit Card, Subscription
Q1-TX-000834,1298,02 Feb 2025,120.88,credit card, Add-on 
Q1-TX-000835,137,02/23/2025,$-314.88,debit card,Refund
Q1-TX-000836,1287,21/03/2025,$-490.35, Debit Card ,Refund 
Q1-TX-000837,1131,"Feb 18, 2025",287.27,CREDIT CARD,add-on
Q1-TX-000838,845,18 Mar 2025,USD -81.51, Credit Card ,Refund
Q1-TX-000839,924,"Mar 15, 2025",$-207.61,Credit Card,Refund
Q1-TX-000840,81,01/02/2025,203.87,credit card,UPGRADE
Q1-TX-000841,180,2025-03-03,USD 223.96,Credit Card , Add-on 
Q1-TX-000842,253,28 Jan 2025,443.87,Bank Transfer,SUBSCRIPTION
Q1-TX-000843,838,"Feb 20, 2025",USD 86.94,Bank Transfer ,UPGRADE
Q1-TX-000844,671,13/01/2025,$-239,BANK TRANSFER, Refund
Q1-TX-000845,1183,02/23/2025,$123.32,Bank Transfer , Subscription
Q1-TX-000846,1183,01/29/2025,$53,credit card,SUBSCRIPTION
Q1-TX-000847,833,05/03/2025,USD 424.83,PAYPAL,Subscription 
Q1-TX-000848,1179,10 Jan 2025,274.04 USD,bank transfer, Upgrade 
Q1-TX-000849,262,08-03-2025,-237.92,Bank Transfer, Refund 
Q1-TX-000850,72,16/01/2025,$73.24, Credit Card , Add-on
Q1-TX-000851,241,25 Mar 2025,$98.15, Debit Card ,UPGRADE
Q1-TX-000852,985,22-01-2025,-102.30, Debit Card,refund
Q1-TX-000853,949,2025-03-15,$243.42, Bank Transfer ,subscription
Q1-TX-000854,69,02 Feb 2025,212.64,PayPal , Subscription
Q1-TX-000855,1022,31 Mar 2025,$148,paypal,Add-on
Q1-TX-000856,166,03 Mar 2025,USD -381.85,CREDIT CARD, Refund
Q1-TX-000857,625,03/23/2025,,CREDIT CARD, Upgrade
Q1-TX-000858,817,02/05/2025,222.32 USD,Debit Card ,UPGRADE
Q1-TX-000859,713,2025-02-15,USD 345.66, Credit Card,Subscription
Q1-TX-000860,596,01 Feb 2025,$81, Debit Card ,Subscription
Q1-TX-000861,684,2025-03-15,61.78,debit card,add-on
Q1-TX-000862,1492,03 Jan 2025,220.09 USD,Debit Card,Subscription 
Q1-TX-000863,304,18-03-2025,239.77,DEBIT CARD,upgrade
Q1-TX-000864,508,2025-02-22,143.78, Bank Transfer , Add-on 
Q1-TX-000865,196,09 Feb 2025,, PayPal, Subscription
Q1-TX-000866,523,27 Mar 2025,223.10,credit card,ADD-ON
Q1-TX-000867,820,22-03-2025,USD -99.37, Bank Transfer ,REFUND
Q1-TX-000868,1177,"Jan 06, 2025",169.78, Credit Card ,Upgrade 
Q1-TX-000869,512,2025-03-15,$164, Bank Transfer, Upgrade 
Q1-TX-000870,681,17/01/2025,USD 219.33,Bank Transfer ,Upgrade 
Q1-TX-000871,1319,2025-01-06,$-70,debit card,Refund
Q1-TX-000872,1164,2025-02-08,$190,Bank Transfer, Upgrade
Q1-TX-000873,318,2025-03-07,-117.28 USD,bank transfer,Refund 
Q1-TX-000874,725,"Jan 07, 2025",USD 324.99, Debit Card ,subscription
Q1-TX-000875,1145,20 Jan 2025,USD 304.36, PayPal ,Add-on
Q1-TX-000876,658,"Mar 20, 2025",681.89,PayPal , Subscription
Q1-TX-000877,732,11-03-2025,454.48 USD,debit card, Add-on 
Q1-TX-000878,1002,2025-02-21,$172, Debit Card ,Subscription
Q1-TX-000879,704,18/03/2025,$-123,Bank Transfer, Refund 
Q1-TX-000880,1252,2025-01-26,$225,Debit Card,upgrade
Q1-TX-000881,1131,"Feb 26, 2025",696.93,Bank Transfer ,upgrade
Q1-TX-000882,490,03/29/2025,$312,Bank Transfer , Add-on
Q1-TX-000883,1482,26-03-2025,128.41,credit card,UPGRADE
Q1-TX-000884,1184,02/15/2025,$268,paypal, Subscription
Q1-TX-000885,979,10-01-2025,-506.47, Bank Transfer,Refund 
Q1-TX-000886,816,"Mar 03, 2025",150.54, Debit Card, Add-on
Q1-TX-000887,1485,31/03/2025,-222.23,CREDIT CARD,Refund 
Q1-TX-000888,1250,19 Jan 2025,997.27, Credit Card ,SUBSCRIPTION
Q1-TX-000889,1066,23/03/2025,-241.65 USD, PayPal,refund
Q1-TX-000890,1195,03/29/2025,112.84,CREDIT CARD, Add-on 
Q1-TX-000891,491,15 Feb 2025,92.77,Credit Card,Add-on
Q1-TX-000892,1464,15-03-2025,USD -167.37, Bank Transfer,Refund 
Q1-TX-000893,931,19 Mar 2025,210.89 USD,Debit Card, Subscription 
Q1-TX-000894,410,02/26/2025,$263,DEBIT CARD, Add-on 
Q1-TX-000895,367,"Jan 06, 2025",$274,Credit Card , Subscription
Q1-TX-000896,1165,2025-02-11,131.91, PayPal ,Add-on
Q1-TX-000897,1051,03/29/2025,$-83.83,debit card,REFUND
Q1-TX-000898,319,2025-03-04,$-453,Debit Card ,Refund
Q1-TX-000899,839,2025-03-24,130.72,BANK TRANSFER, Upgrade 
Q1-TX-000900,1240,"Feb 20, 2025",USD 407.60,PayPal, Upgrade
Q1-TX-000901,1226,"Jan 11, 2025",302.09,PAYPAL,subscription
Q1-TX-000902,1332,"Mar 31, 2025",USD -458.69, Credit Card ,Refund
Q1-TX-000903,113,2025-03-10,$300.99,DEBIT CARD,upgrade
Q1-TX-000904,582,03/03/2025,56.96 USD, Debit Card,Subscription 
Q1-TX-000905,895,06/01/2025,330.86,BANK TRANSFER,upgrade
Q1-TX-000906,934,"Jan 30, 2025",$270,BANK TRANSFER, Upgrade
Q1-TX-000907,782,02/02/2025,544.43, Debit Card , Upgrade
Q1-TX-000908,1388,27/01/2025,580.60 USD,Debit Card,subscription
Q1-TX-000909,737,2025-01-14,$-233,DEBIT CARD,REFUND
Q1-TX-000910,450,"Jan 10, 2025",$-131, PayPal ,Refund
Q1-TX-000911,1378,10-02-2025,USD 81.48,Debit Card,Subscription 
Q1-TX-000912,516,"Mar 12, 2025",-83.27, Bank Transfer ,refund
Q1-TX-000913,1057,2025-01-28,$512.74,Bank Transfer, Subscription 
Q1-TX-000914,497,2025-03-29,$-256, Credit Card , Refund 
Q1-TX-000915,718,28-03-2025,USD -375.72,paypal, Refund
Q1-TX-000916,549,03/03/2025,USD 145.15,Debit Card ,Subscription 
Q1-TX-000917,435,02/27/2025,$-266,DEBIT CARD,REFUND
Q1-TX-000918,271,01/03/2025,$237.38,PayPal,Upgrade 
Q1-TX-000919,1124,"Feb 12, 2025",41.86,CREDIT CARD, Upgrade
Q1-TX-000920,1054,2025-03-04,-286.12 USD,credit card,REFUND
Q1-TX-000921,499,26/02/2025,$277.06,paypal, Upgrade
Q1-TX-000922,1050,2025-03-12,$239.20, Debit Card ,Subscription
Q1-TX-000923,565,01/26/2025,$342, Credit Card , Add-on
Q1-TX-000924,1027,02 Mar 2025,278.35 USD,BANK TRANSFER,upgrade
Q1-TX-000925,455,02/20/2025,$419,Debit Card , Add-on 
Q1-TX-000926,1364,"Feb 10, 2025",USD -137.79,PayPal ,Refund 
Q1-TX-000927,90,01/02/2025,202.50 USD,Debit Card , Add-on
Q1-TX-000928,781,02/22/2025,-675.08,Bank Transfer, Refund
Q1-TX-000929,1162,01/01/2025,$498.04, PayPal,SUBSCRIPTION
Q1-TX-000930,1292,06 Jan 2025,194.12,PayPal ,subscription
Q1-TX-000931,1128,04 Feb 2025,151.12,credit card,Add-on
Q1-TX-000932,1067,30/01/2025,185.99,DEBIT CARD,upgrade
Q1-TX-000933,351,"Mar 12, 2025",335.62, Credit Card, Add-on 
Q1-TX-000934,878,03/05/2025,227.36,Bank Transfer ,Add-on 
Q1-TX-000935,840,"Mar 31, 2025",USD 437.64,Credit Card ,Add-on
Q1-TX-000936,533,19-02-2025,57.36 USD,Debit Card , Add-on 
Q1-TX-000937,337,01/08/2025,151.35,Debit Card ,ADD-ON
Q1-TX-000938,94,12-01-2025,USD -431.21,Bank Transfer ,REFUND
Q1-TX-000939,776,2025-01-20,-62.31,BANK TRANSFER,refund
Q1-TX-000940,1297,18 Jan 2025,80.29,DEBIT CARD,upgrade
Q1-TX-000941,900017,"Feb 24, 2025",USD 196.93, Debit Card,add-on
Q1-TX-000942,806,13-01-2025,139.70 USD,Bank Transfer,UPGRADE
Q1-TX-000943,679,"Mar 03, 2025",$147.17,Debit Card , Subscription 
Q1-TX-000944,835,04 Mar 2025,-289.21 USD,bank transfer,Refund 
Q1-TX-000945,287,29/01/2025,USD 234.91,PAYPAL, Upgrade
Q1-TX-000946,1453,21/01/2025,-200.88,Credit Card,Refund 
Q1-TX-000947,11,11 Jan 2025,151.24,CREDIT CARD,UPGRADE
Q1-TX-000948,1237,08-02-2025,USD 110.91,paypal, Subscription 
Q1-TX-000949,162,08/01/2025,94.13, PayPal,SUBSCRIPTION
Q1-TX-000950,279,"Feb 12, 2025",USD 223.85,Debit Card ,subscription
Q1-TX-000951,1315,"Feb 05, 2025",666.76,Debit Card,SUBSCRIPTION
Q1-TX-000952,1246,21-02-2025,$139.93,credit card,UPGRADE
Q1-TX-000953,1496,28/03/2025,USD 417.79,Debit Card,Add-on 
Q1-TX-000954,60,2025-02-21,243.98,debit card, Add-on
Q1-TX-000955,1081,31 Jan 2025,273.08 USD,PayPal , Upgrade 
Q1-TX-000956,1274,2025-03-02,$-427.45,PayPal,Refund 
Q1-TX-000957,467,10-03-2025,120.73,bank transfer, Upgrade
Q1-TX-000958,1143,2025-03-07,545.23,BANK TRANSFER,upgrade
Q1-TX-000959,892,2025-03-02,-251.52,Credit Card , Refund 
Q1-TX-000960,489,08-01-2025,305.57,PAYPAL,Subscription 
Q1-TX-000961,203,05-03-2025,301.59,CREDIT CARD, Subscription 
Q1-TX-000962,1483,17-01-2025,366.81,Bank Transfer,Upgrade
Q1-TX-000963,1263,16-03-2025,240.22,Debit Card ,ADD-ON
Q1-TX-000964,51,08-02-2025,431.87,Debit Card,upgrade
Q1-TX-000965,548,04/02/2025,219.69,BANK TRANSFER,add-on
Q1-TX-000966,35,"Jan 04, 2025",-314.39, Bank Transfer , Refund 
Q1-TX-000967,1075,"Mar 07, 2025",291.20 USD, PayPal ,UPGRADE
Q1-TX-000968,179,21/01/2025,USD 358.42, PayPal , Subscription
Q1-TX-000969,1118,21/01/2025,$113, Debit Card, Upgrade
Q1-TX-000970,414,2025-03-11,-275.32 USD,Bank Transfer,refund
Q1-TX-000971,529,14/02/2025,-332.13 USD,Bank Transfer, Refund 
Q1-TX-000972,1084,"Jan 25, 2025",-58.82,PayPal,REFUND
Q1-TX-000973,595,2025-01-04,$-126, Debit Card,refund
Q1-TX-000974,802,13-01-2025,121.72, Debit Card ,upgrade
Q1-TX-000975,505,02/01/2025,$185, Bank Transfer, Subscription
Q1-TX-000976,1349,06-01-2025,225.68, Credit Card , Upgrade
Q1-TX-000977,539,"Mar 02, 2025",$197.49,PayPal ,subscription
Q1-TX-000978,28,07-02-2025,$300,credit card,UPGRADE
Q1-TX-000979,547,15 Feb 2025,$-214.37, Debit Card,refund
Q1-TX-000980,889,"Jan 07, 2025",$304.80,paypal,Subscription
Q1-TX-000981,437,13 Mar 2025,583.62 USD,debit card,Subscription
Q1-TX-000982,511,"Jan 02, 2025",$199,Credit Card , Subscription 
Q1-TX-000983,1234,22 Feb 2025,USD 267.89, Debit Card , Upgrade
Q1-TX-000984,399,2025-01-22,$135, Credit Card ,upgrade
Q1-TX-000985,861,23-01-2025,-325.41,BANK TRANSFER,refund
Q1-TX-000986,968,11 Mar 2025,217.34 USD, Bank Transfer,Upgrade 
Q1-TX-000987,1377,21 Mar 2025,-100.78 USD, Bank Transfer,Refund 
Q1-TX-000988,1259,2025-03-21,$30,bank transfer,Upgrade
Q1-TX-000989,932,"Mar 30, 2025",215.76,PayPal , Add-on
Q1-TX-000990,1136,17/03/2025,USD 168.09,credit card,Upgrade 
Q1-TX-000991,932,17 Feb 2025,83.47 USD,Bank Transfer , Add-on 
Q1-TX-000992,242,2025-02-02,331.61,Bank Transfer ,UPGRADE
Q1-TX-000993,1155,18-02-2025,$226,CREDIT CARD,Subscription 
Q1-TX-000994,319,"Jan 13, 2025",$170.38,Credit Card ,Subscription
Q1-TX-000995,521,2025-03-10,343.54,PayPal ,SUBSCRIPTION
Q1-TX-000996,136,"Mar 12, 2025",$104.48,Credit Card, Upgrade
Q1-TX-000997,738,27 Mar 2025,153.27, PayPal, Subscription
Q1-TX-000998,1173,01 Feb 2025,$437,Debit Card,UPGRADE
Q1-TX-000999,148,"Jan 06, 2025",$-218,bank transfer, Refund 
Q1-TX-001000,359,2025-03-31,313.12 USD,PAYPAL,UPGRADE
Q1-TX-001001,1112,2025-02-06,308.14 USD,debit card, Subscription 
Q1-TX-001002,896,04 Mar 2025,-480.04 USD,Credit Card, Refund 
Q1-TX-001003,510,10-02-2025,286.68,Bank Transfer, Subscription 
Q1-TX-001004,887,31-01-2025,$80,credit card,subscription
Q1-TX-001005,467,13 Mar 2025,,debit card, Add-on 
Q1-TX-001006,908,10-01-2025,$293.85,PAYPAL,Add-on
Q1-TX-001007,1227,19 Feb 2025,294.49 USD,Debit Card ,Upgrade 
Q1-TX-001008,107,02/12/2025,331.54, Debit Card,Add-on 
Q1-TX-001009,115,"Feb 01, 2025",212.95 USD,Bank Transfer,Upgrade 
Q1-TX-001010,847,"Mar 23, 2025",88.77, Bank Transfer,Add-on
Q1-TX-001011,1340,"Jan 27, 2025",-413.07, Bank Transfer ,refund
Q1-TX-001012,302,"Feb 22, 2025",$276.90, Credit Card,subscription
Q1-TX-001013,6,03/27/2025,207.17 USD,CREDIT CARD, Subscription
Q1-TX-001014,1143,24 Jan 2025,-648.12 USD,credit card,refund
Q1-TX-001015,1258,05 Feb 2025,USD 97.32, PayPal,UPGRADE
Q1-TX-001016,1329,"Mar 03, 2025",-200.47,Bank Transfer,refund
Q1-TX-001017,1078,01/02/2025,$317.92, Debit Card , Subscription
Q1-TX-001018,1271,01/25/2025,184.36, Debit Card, Subscription 
Q1-TX-001019,437,15 Jan 2025,USD 193.40,Debit Card , Add-on 
Q1-TX-001020,138,01/13/2025,$-169,credit card,Refund
Q1-TX-001021,628,02/06/2025,-74.34,debit card, Refund
Q1-TX-001022,435,03 Feb 2025,$494,DEBIT CARD, Subscription
Q1-TX-001023,623,21 Feb 2025,84.82,Bank Transfer ,Upgrade
Q1-TX-001024,644,15/02/2025,$-153.74,debit card,REFUND
Q1-TX-001025,900014,2025-03-13,USD -106.70,credit card,REFUND
Q1-TX-001026,1308,"Jan 26, 2025",$107.32,paypal,Upgrade
Q1-TX-001027,882,2025-03-25,237.65,debit card, Subscription
Q1-TX-001028,874,02/13/2025,USD 254.65,credit card, Subscription
Q1-TX-001029,1,11 Mar 2025,400.13,debit card,add-on
Q1-TX-001030,383,15/02/2025,USD -135.56,credit card,Refund
Q1-TX-001031,377,05-01-2025,-121.51, PayPal,refund
Q1-TX-001032,818,2025-02-11,USD 94.93,DEBIT CARD, Subscription
Q1-TX-001033,827,03/04/2025,200.66 USD,BANK TRANSFER,subscription
Q1-TX-001034,1220,"Feb 02, 2025",USD -131.36, Bank Transfer ,Refund 
Q1-TX-001035,996,2025-01-02,$301,Credit Card , Add-on
Q1-TX-001036,991,08-03-2025,$135.36, Debit Card,subscription
Q1-TX-001037,428,24-01-2025,230.34 USD,paypal,UPGRADE
Q1-TX-001038,320,15 Jan 2025,,BANK TRANSFER,ADD-ON
Q1-TX-001039,376,03/30/2025,$32.63,debit card,upgrade
Q1-TX-001040,204,08-03-2025,$390, PayPal , Upgrade
Q1-TX-001041,970,2025-03-12,$473, Debit Card , Upgrade 
Q1-TX-001042,1495,16/02/2025,$131.78, PayPal,Subscription
Q1-TX-001043,900006,2025-03-06,$163, PayPal ,Subscription
Q1-TX-001044,1304,02 Mar 2025,180.20 USD,DEBIT CARD,ADD-ON
Q1-TX-001045,781,09 Mar 2025,USD 303.47, PayPal ,SUBSCRIPTION
Q1-TX-001046,346,06-03-2025,424.50 USD, Bank Transfer ,Add-on
Q1-TX-001047,256,"Feb 07, 2025",265.97, Bank Transfer,SUBSCRIPTION
Q1-TX-001048,208,2025-03-03,$-358,PayPal ,Refund 
Q1-TX-001049,878,"Jan 31, 2025",$94.87, Credit Card,Add-on 
Q1-TX-001050,515,02/14/2025,USD 206.49, Debit Card ,add-on
Q1-TX-001051,314,01/25/2025,182.36 USD,Debit Card,ADD-ON
Q1-TX-001052,781,"Mar 15, 2025",$107.54,CREDIT CARD, Upgrade 
Q1-TX-001053,698,2025-02-24,357.96,Debit Card ,Upgrade
Q1-TX-001054,106,25/01/2025,-623.57,Bank Transfer, Refund 
Q1-TX-001055,650,18 Feb 2025,318.98 USD,debit card, Upgrade 
Q1-TX-001056,600,17/01/2025,$274,Credit Card,Upgrade
Q1-TX-001057,1010,30-03-2025,158.98,BANK TRANSFER,Add-on 
Q1-TX-001058,1032,2025-01-21,$-66,debit card,Refund
Q1-TX-001059,1175,15 Mar 2025,173.20,paypal,subscription
Q1-TX-001060,237,02/18/2025,41.41, Bank Transfer , Upgrade
Q1-TX-001061,370,11/01/2025,USD 513.02,BANK TRANSFER,ADD-ON
Q1-TX-001062,1019,01/14/2025,-136.55, Debit Card,Refund
Q1-TX-001063,1483,"Feb 25, 2025",$72.72,bank transfer, Add-on 
Q1-TX-001064,39,15 Jan 2025,$75.75,debit card,Subscription
Q1-TX-001065,432,03/31/2025,$217,debit card, Upgrade
Q1-TX-001066,1132,"Jan 31, 2025",-248.59 USD, Credit Card ,REFUND
Q1-TX-001067,619,03/08/2025,$138,bank transfer, Subscription
Q1-TX-001068,567,02/18/2025,-190.48, Credit Card ,refund
Q1-TX-001069,1349,"Mar 30, 2025",$-352.98,Bank Transfer , Refund 
Q1-TX-001070,90,01/02/2025,160.56,credit card, Add-on
Q1-TX-001071,588,01/29/2025,$116.92, Bank Transfer, Upgrade 
Q1-TX-001072,445,25 Jan 2025,$81, Bank Transfer, Add-on
Q1-TX-001073,802,23/01/2025,46.42 USD, PayPal ,Upgrade 
Q1-TX-001074,951,2025-02-18,215.45 USD, Bank Transfer,Subscription 
Q1-TX-001075,838,"Mar 26, 2025",USD -164.44,bank transfer,REFUND
Q1-TX-001076,1413,20 Feb 2025,$221.14,PayPal ,ADD-ON
Q1-TX-001077,1218,03/01/2025,90.49 USD,Bank Transfer , Add-on
Q1-TX-001078,1151,27-02-2025,, PayPal,Refund
Q1-TX-001079,376,27 Mar 2025,211.99,paypal,Add-on
Q1-TX-001080,877,25/03/2025,214.98,debit card, Subscription 
Q1-TX-001081,131,28 Feb 2025,166.92 USD, Bank Transfer , Subscription
Q1-TX-001082,996,17 Mar 2025,USD 57.73,credit card, Add-on
Q1-TX-001083,863,03/04/2025,$309.35, Debit Card ,upgrade
Q1-TX-001084,1387,02/01/2025,$433.05,DEBIT CARD,Subscription 
Q1-TX-001085,873,"Jan 02, 2025",261.62 USD, PayPal,subscription
Q1-TX-001086,1358,2025-01-06,USD 167.97,paypal,Upgrade
Q1-TX-001087,1084,16-03-2025,$133.52,PayPal,Subscription 
Q1-TX-001088,1150,11/03/2025,$406.65,DEBIT CARD, Add-on
Q1-TX-001089,472,27 Mar 2025,137.85, PayPal,Upgrade 
Q1-TX-001090,87,16 Feb 2025,220.53 USD,Bank Transfer, Upgrade 
Q1-TX-001091,646,31-03-2025,-414.25 USD, PayPal,REFUND
Q1-TX-001092,49,01 Jan 2025,440.43,DEBIT CARD,Upgrade
Q1-TX-001093,1154,21 Mar 2025,193.95,BANK TRANSFER,SUBSCRIPTION
Q1-TX-001094,1420,25 Mar 2025,$220,CREDIT CARD, Add-on
Q1-TX-001095,449,"Feb 19, 2025",$-220.22, Bank Transfer , Refund
Q1-TX-001096,1189,02/14/2025,144.48 USD,debit card,UPGRADE
Q1-TX-001097,570,18/03/2025,252.73,PayPal, Subscription
Q1-TX-001098,966,14-02-2025,-167.11,credit card,Refund
Q1-TX-001099,834,29 Jan 2025,$228.02,Credit Card ,SUBSCRIPTION
Q1-TX-001100,1008,19/02/2025,$-75.35,bank transfer,refund
Q1-TX-001101,1102,"Feb 04, 2025",-209.13 USD, Credit Card,Refund 
Q1-TX-001102,1262,2025-03-28,USD 713.21, Bank Transfer ,UPGRADE
Q1-TX-001103,1059,2025-02-07,148.01 USD, Bank Transfer ,Upgrade 
Q1-TX-001104,433,"Jan 24, 2025",$156.07,credit card,ADD-ON
