interaction_id,user_id,campaign_id,interaction_date,interaction_type,converted
INT-0008935,36,CMP-0006,11/29/2025,website visit,no
INT-0008936,43,CMP-0014,01/22/2025, Impression ,NO
INT-0008937,1067,CMP-0022,10-07-2025, Demo Request ,yes
INT-0008938,393,CMP-0020,"Jul 13, 2025",WEBSITE VISIT, No 
INT-0008939,1105,CMP-0001,02/05/2025, Website Visit,No 
INT-0008940,403,CMP-0017,28/11/2025, Email Open ,NO
INT-0008941,1191,CMP-0008,12/15/2025,email open,No 
INT-0008942,902,CMP-0003,2025-11-04,trial signup,NO
INT-0008943,1213,CMP-0002,03/17/2025,demo request,no
INT-0008944,862,CMP-0013,"Jan 04, 2025",Impression ,No 
INT-0008945,1159,CMP-0015,25 Apr 2025,TRIAL SIGNUP,no
INT-0008946,5,,2025-08-24, Impression , No 
INT-0008947,932,CMP-0030,2025-12-10,demo request, No
INT-0008948,1319,CMP-0011,14 Aug 2025,demo request,No 
INT-0008949,773,CMP-0010,10/23/2025,Email Open, No
INT-0008950,1256,CMP-0016,18 Aug 2025, Email Open,No
INT-0008951,64,CMP-0020,2025-02-28,Email Open, Yes
INT-0008952,13,CMP-0021,2025-10-23, Email Open ,No
INT-0008953,239,CMP-0026,30-07-2025, Click , No
INT-0008954,973,CMP-0002,04/09/2025, Trial Signup,yes
INT-0008955,261,CMP-9002,09 Mar 2025,Click ,no
INT-0008956,410,CMP-0012,"Jul 06, 2025",WEBSITE VISIT,no
INT-0008957,538,CMP-0016,2025-08-08,CLICK,NO
INT-0008958,11,CMP-0020,18-03-2025,click,No 
INT-0008959,1192,CMP-0011,01/25/2025,Email Open,no
INT-0008960,1411,CMP-0009,12/05/2025, Demo Request ,no
INT-0008961,472,CMP-0018,2025-08-10,website visit, Yes
INT-0008962,148,CMP-0017,01/07/2025,DEMO REQUEST, No
INT-0008963,499,CMP-0017,29-03-2025,Website Visit, No
INT-0008964,710,CMP-0010,25 May 2025,email open, Yes
INT-0008965,532,CMP-0007,08/18/2025,impression, No 
INT-0008966,282,CMP-0014,17/06/2025, Website Visit ,Yes 
INT-0008967,1326,CMP-0010,03/20/2025, Impression,No 
INT-0008968,353,CMP-0011,07-02-2025,CLICK,YES
INT-0008969,759,CMP-0018,"Dec 24, 2025",Email Open,No 
INT-0008970,169,CMP-0012,2025-04-13,impression,Yes
INT-0008971,1137,CMP-0014,01/13/2025,impression,No
INT-0008972,1188,CMP-0015,"Nov 18, 2025", Trial Signup ,No
INT-0008973,1073,CMP-0029,"Oct 06, 2025",Click, No 
INT-0008974,599,CMP-0017,2025-09-27, Demo Request ,no
INT-0008975,636,CMP-0005,2025-06-26,Website Visit,yes
INT-0008976,736,CMP-0011,25 Sep 2025, Website Visit ,No
INT-0008977,416,CMP-0025,"Feb 14, 2025",Impression ,no
INT-0008978,1294,CMP-0002,13-11-2025,Email Open, No
INT-0008979,393,CMP-0003,2025-02-12,WEBSITE VISIT,No
INT-0008980,605,CMP-0004,31-12-2025,WEBSITE VISIT,no
INT-0008981,290,CMP-0026,2025-12-27, Email Open,No
INT-0008982,225,CMP-0010,29 Jun 2025,WEBSITE VISIT,Yes 
INT-0008983,366,CMP-0012,2025-07-19, Demo Request,no
INT-0008984,1282,CMP-0004,"Jan 22, 2025",CLICK,No 
INT-0008985,338,CMP-0009,11/09/2025,Trial Signup,No
INT-0008986,311,CMP-0027,"Dec 01, 2025", Email Open ,No
INT-0008987,583,CMP-0023,"Jul 27, 2025", Impression , No
INT-0008988,903,CMP-0002,"Dec 07, 2025", Email Open,YES
INT-0008989,723,CMP-0018,26/08/2025, Email Open ,No 
INT-0008990,834,CMP-0015,21 Jul 2025,Email Open ,YES
INT-0008991,489,CMP-0017,19/06/2025, Email Open,Yes
INT-0008992,781,CMP-0025,07/06/2025, Website Visit ,No
INT-0008993,929,CMP-0010,2025-11-19, Demo Request ,NO
INT-0008994,1051,CMP-0002,10/21/2025,website visit,No 
INT-0008995,1348,CMP-0012,"Nov 29, 2025",Impression ,NO
INT-0008996,656,CMP-0006,02/06/2025,Email Open , No 
INT-0008997,890,CMP-0027,02/10/2025,Demo Request,No 
INT-0008998,1353,CMP-0021,25-06-2025, Website Visit,no
INT-0008999,611,CMP-0023,2025-04-25,Impression , No
INT-0009000,691,CMP-0014,30/12/2025,TRIAL SIGNUP,no
INT-0009001,448,CMP-0020,11/05/2025,Email Open, No 
INT-0009002,77,CMP-0009,21/12/2025,website visit,No
INT-0009003,818,CMP-0012,"May 08, 2025", Click,NO
INT-0009004,328,CMP-0024,01/19/2025, Demo Request , No 
INT-0009005,765,CMP-0017,"Jun 16, 2025",Trial Signup , No
INT-0009006,2,CMP-0009,"Jan 04, 2025", Trial Signup , No 
INT-0009007,658,CMP-0029,07-10-2025,impression,no
INT-0009008,546,CMP-0009,2025-08-29,WEBSITE VISIT, No 
INT-0009009,1220,CMP-0008,10/08/2025,Click, No
INT-0009010,1139,CMP-0011,2025-08-01, Impression , No
INT-0009011,372,CMP-0004,22-07-2025, Website Visit , No 
INT-0009012,59,CMP-0030,02/20/2025, Click , No 
INT-0009013,71,CMP-0005,22/02/2025,EMAIL OPEN, No
INT-0009014,1130,CMP-0027,04-11-2025,Demo Request,No 
INT-0009015,782,CMP-0005,11 Sep 2025,CLICK,No
INT-0009016,276,CMP-0023,05/31/2025,Trial Signup , No 
INT-0009017,150,CMP-0023,"Dec 19, 2025",IMPRESSION,yes
INT-0009018,139,CMP-0004,12/03/2025, Click ,No 
INT-0009019,707,CMP-0025,07/21/2025, Email Open,YES
INT-0009020,1361,CMP-0023,13-08-2025,demo request,NO
INT-0009021,113,CMP-0029,19 Oct 2025,demo request,YES
INT-0009022,974,CMP-0013,16/05/2025,CLICK,NO
INT-0009023,14,CMP-0018,2025-10-08,Click , No 
INT-0009024,1430,CMP-0029,09/08/2025,Click ,No 
INT-0009025,225,CMP-0021,06/10/2025,trial signup,No
INT-0009026,521,CMP-0015,12-10-2025, Click,No
INT-0009027,1283,CMP-0004,12 Apr 2025,Website Visit, No 
INT-0009028,1353,CMP-0027,2025-01-21, Impression,No
INT-0009029,232,CMP-0015,2025-11-09, Impression , No 
INT-0009030,569,CMP-0010,17-11-2025,Click , No 
INT-0009031,621,CMP-0007,27-06-2025,EMAIL OPEN,No 
INT-0009032,315,CMP-0009,08/13/2025,Click , No
INT-0009033,422,CMP-0007,13 Aug 2025,Click ,NO
INT-0009034,951,CMP-0021,02-11-2025, Trial Signup,NO
INT-0009035,559,CMP-0024,"Dec 31, 2025", Trial Signup,no
INT-0009036,1354,CMP-0010,2025-11-30,Email Open, No 
INT-0009037,966,CMP-0029,"May 28, 2025", Website Visit,yes
INT-0009038,1490,CMP-0006,14-04-2025,Impression , No 
INT-0009039,1487,CMP-0009,2025-07-19, Demo Request ,NO
INT-0009040,1304,CMP-0003,10/25/2025,TRIAL SIGNUP,Yes 
INT-0009041,1199,CMP-0018,"Aug 05, 2025", Email Open , No
INT-0009042,1426,CMP-0025,05/16/2025, Trial Signup , Yes 
INT-0009043,582,CMP-0017,31-03-2025, Website Visit,no
INT-0009044,952,CMP-0001,11 Sep 2025,Impression, No 
INT-0009045,1426,CMP-0012,11 Mar 2025,EMAIL OPEN,NO
INT-0009046,875,CMP-0013,2025-12-13,website visit, No 
INT-0009047,892,CMP-0012,26-02-2025,WEBSITE VISIT, Yes 
INT-0009048,44,CMP-0019,01-04-2025,Trial Signup,No 
INT-0009049,225,CMP-0030,"Dec 07, 2025", Demo Request ,No 
INT-0009050,1134,CMP-0021,26-12-2025,IMPRESSION,No
INT-0009051,1139,CMP-0001,19-09-2025,website visit,No
INT-0009052,38,CMP-0012,2025-11-06,Email Open, No
INT-0009053,1492,CMP-0021,2025-09-28,Impression ,no
INT-0009054,1159,CMP-0019,05-05-2025,Email Open ,no
INT-0009055,636,CMP-0015,"Mar 24, 2025",Email Open, No 
INT-0009056,576,CMP-0022,2025-04-25, Impression ,Yes
INT-0009057,850,CMP-0017,2025-05-28,DEMO REQUEST,NO
INT-0009058,473,CMP-0012,2025-04-26,demo request,YES
INT-0009059,75,CMP-0027,12/09/2025,demo request, Yes
INT-0009060,1456,CMP-0019,09/01/2025, Demo Request ,no
INT-0009061,670,CMP-0012,10/24/2025,trial signup,No
INT-0009062,1198,CMP-0021,03/29/2025,Click, No
INT-0009063,875,CMP-0012,2025-06-04, Email Open,No 
INT-0009064,813,CMP-0020,02-09-2025,Website Visit, No 
INT-0009065,1456,CMP-0026,19 Jul 2025,click,NO
INT-0009066,1256,CMP-0025,10/23/2025,Click,no
INT-0009067,998,CMP-0002,02-12-2025,Demo Request,NO
INT-0009068,1131,CMP-0029,"Aug 23, 2025", Impression , No 
INT-0009069,970,CMP-0008,31-12-2025,demo request,No 
INT-0009070,646,CMP-0009,03 Apr 2025, Impression ,YES
INT-0009071,1226,CMP-0015,10-08-2025,Impression, No 
INT-0009072,1229,CMP-0010,04 May 2025,Trial Signup , No
INT-0009073,526,CMP-0002,2025-03-31,WEBSITE VISIT, No 
INT-0009074,771,CMP-0010,31/08/2025,Impression ,NO
INT-0009075,618,CMP-0030,03-02-2025, Trial Signup ,NO
INT-0009076,549,CMP-0019,12/12/2025, Website Visit,No 
INT-0009077,41,CMP-0007,13/05/2025,impression,no
INT-0009078,850,CMP-0022,"Dec 08, 2025",TRIAL SIGNUP,Yes 
INT-0009079,973,CMP-0019,"Aug 30, 2025",trial signup,no
INT-0009080,367,CMP-0013,2025-01-05, Demo Request ,no
INT-0009081,1473,CMP-0023,09/02/2025,TRIAL SIGNUP,No 
INT-0009082,176,CMP-0029,2025-05-18,website visit, No
INT-0009083,496,CMP-0007,2025-07-09,Impression , No
INT-0009084,263,CMP-0018,2025-04-01,IMPRESSION,NO
INT-0009085,876,CMP-0027,08/04/2025, Impression, No
INT-0009086,363,CMP-0024,13 Jul 2025,Website Visit ,Yes 
INT-0009087,842,CMP-0002,09 Dec 2025,Click ,yes
INT-0009088,515,CMP-0029,2025-08-16, Email Open ,Yes
INT-0009089,859,CMP-0008,15/04/2025,WEBSITE VISIT, No 
INT-0009090,455,CMP-0025,17/08/2025,Email Open , Yes 
INT-0009091,536,CMP-0028,"Sep 07, 2025",IMPRESSION,NO
INT-0009092,1410,CMP-0026,19-07-2025,Email Open,YES
INT-0009093,136,CMP-0001,"Mar 06, 2025", Demo Request,No
INT-0009094,178,CMP-0004,"Jan 21, 2025",click, No 
INT-0009095,359,CMP-0029,11-04-2025,DEMO REQUEST, No 
INT-0009096,73,CMP-0003,26/06/2025, Click ,NO
INT-0009097,1192,CMP-0016,"Mar 10, 2025",Impression , No 
INT-0009098,1170,CMP-0025,06/05/2025,Click ,No
INT-0009099,710,CMP-0005,30-08-2025,Email Open , No 
INT-0009100,361,CMP-0026,2025-07-11, Website Visit ,No
INT-0009101,1487,CMP-0029,11/06/2025, Impression ,No 
INT-0009102,378,CMP-0020,2025-03-31,WEBSITE VISIT,no
INT-0009103,108,CMP-0016,08-08-2025, Click,No
INT-0009104,331,CMP-0014,13/05/2025, Trial Signup ,no
INT-0009105,933,CMP-0005,05/15/2025,Website Visit , No
INT-0009106,226,CMP-0010,08-10-2025, Impression ,No 
INT-0009107,161,CMP-0002,06/16/2025,Demo Request, No 
INT-0009108,392,CMP-0016,06/25/2025, Demo Request ,no
INT-0009109,183,CMP-0002,18-08-2025,DEMO REQUEST,yes
INT-0009110,640,CMP-0027,12 Feb 2025, Website Visit , No
INT-0009111,1122,CMP-0029,07-12-2025, Website Visit,no
INT-0009112,939,CMP-0025,06/15/2025, Demo Request , No 
INT-0009113,472,CMP-0018,"Jun 27, 2025",email open,No
INT-0009114,180,CMP-0016,16/12/2025, Impression ,Yes 
INT-0009115,137,CMP-0015,03/24/2025, Trial Signup ,NO
INT-0009116,389,CMP-0024,2025-04-29,CLICK, No 
INT-0009117,1267,CMP-0030,29 Sep 2025,impression,no
INT-0009118,977,CMP-0015,"Feb 15, 2025",trial signup,NO
INT-0009119,1378,CMP-0002,31/03/2025, Impression ,YES
INT-0009120,289,CMP-0024,12/27/2025,Trial Signup ,NO
INT-0009121,1192,CMP-0002,2025-06-28,TRIAL SIGNUP, No 
INT-0009122,806,CMP-0026,09/28/2025,EMAIL OPEN,No 
INT-0009123,1225,CMP-0011,20/03/2025, Impression , No 
INT-0009124,938,CMP-0028,2025-12-20,Impression, No
INT-0009125,1048,CMP-0021,25-11-2025,impression,no
INT-0009126,928,CMP-0008,19 Aug 2025,Website Visit ,NO
INT-0009127,161,CMP-0001,"Apr 26, 2025",demo request, No 
INT-0009128,969,CMP-0008,04/27/2025, Website Visit,No
INT-0009129,855,CMP-0028,"Nov 14, 2025", Impression,NO
INT-0009130,954,CMP-0009,14 Apr 2025,Demo Request ,Yes
INT-0009131,513,CMP-0027,21/09/2025,Demo Request ,NO
INT-0009132,1058,CMP-0020,"Nov 03, 2025",Trial Signup,No
INT-0009133,881,CMP-0020,29/01/2025, Email Open ,no
INT-0009134,738,CMP-0026,21 Nov 2025,demo request,Yes
INT-0009135,1296,CMP-0011,"Jun 28, 2025", Website Visit,Yes
INT-0009136,853,CMP-0016,02/26/2025,Impression, No 
INT-0009137,944,CMP-0028,07 Nov 2025,demo request,No
INT-0009138,1371,CMP-0012,30-08-2025,impression, Yes
INT-0009139,1265,CMP-0023,03 Mar 2025, Email Open,NO
INT-0009140,1251,CMP-0028,04/28/2025, Demo Request ,No
INT-0009141,139,CMP-0004,19/07/2025,Demo Request,No
INT-0009142,1285,CMP-0009,24-10-2025, Trial Signup ,No
INT-0009143,384,CMP-0005,2025-04-10,impression,No
INT-0009144,1393,CMP-0030,2025-07-03,email open,No
INT-0009145,1343,CMP-0017,13-12-2025,trial signup,NO
INT-0009146,480,CMP-0001,"May 29, 2025", Demo Request ,No
INT-0009147,457,CMP-0018,09 Mar 2025,Click ,no
INT-0009148,1164,CMP-0017,05/30/2025,demo request, No
INT-0009149,223,CMP-0008,2025-10-21, Website Visit,No
INT-0009150,745,CMP-0027,19-02-2025,Demo Request ,no
INT-0009151,509,CMP-0007,12/29/2025,Impression,No
INT-0009152,448,CMP-0018,05/06/2025,IMPRESSION, No
INT-0009153,603,CMP-0023,15 Dec 2025,EMAIL OPEN,No 
INT-0009154,63,CMP-0015,"Dec 16, 2025",WEBSITE VISIT, No
INT-0009155,567,CMP-0028,"Mar 22, 2025",Website Visit , No
INT-0009156,52,CMP-0004,2025-09-06,click,no
INT-0009157,770,CMP-0026,02/09/2025,Trial Signup,Yes
INT-0009158,917,CMP-0008,22-03-2025,demo request,No
INT-0009159,975,CMP-0014,"May 04, 2025",TRIAL SIGNUP,No 
INT-0009160,1208,CMP-0018,13-01-2025, Demo Request , No 
INT-0009161,354,CMP-0020,02 Sep 2025,demo request,No
INT-0009162,1239,CMP-0024,2025-05-20,Demo Request, No 
INT-0009163,351,CMP-0004,"Mar 19, 2025", Impression ,No 
INT-0009164,1442,CMP-0017,11-08-2025,Email Open , Yes
INT-0009165,201,CMP-0012,03/10/2025, Impression , No
INT-0009166,1090,CMP-0023,"Feb 02, 2025",WEBSITE VISIT,YES
INT-0009167,481,CMP-0023,2025-04-04, Website Visit , No
INT-0009168,985,CMP-0028,24-01-2025,EMAIL OPEN,NO
INT-0009169,586,CMP-0012,"Nov 22, 2025",Trial Signup ,no
INT-0009170,1496,CMP-0011,"Dec 05, 2025",Click ,No
INT-0009171,1312,CMP-0019,04-01-2025,impression,No
INT-0009172,1032,CMP-0001,04/29/2025,Impression, No
INT-0009173,390,CMP-0022,08/29/2025,Email Open ,NO
INT-0009174,622,CMP-0013,18 Apr 2025,IMPRESSION, No
INT-0009175,173,CMP-0013,01/24/2025,Demo Request , No
INT-0009176,828,CMP-0018,14-04-2025,Demo Request ,NO
INT-0009177,61,CMP-0013,2025-09-02, Email Open ,YES
INT-0009178,175,CMP-0025,2025-11-20,Impression,No
INT-0009179,762,CMP-0002,02/02/2025,TRIAL SIGNUP,no
INT-0009180,1193,CMP-0016,"Jan 19, 2025",Impression, No
INT-0009181,645,CMP-0015,25-07-2025, Click,No 
INT-0009182,1167,CMP-0002,05/24/2025,click,no
INT-0009183,1116,CMP-0010,10/12/2025,Website Visit ,No 
INT-0009184,604,CMP-0018,17/01/2025,demo request,no
INT-0009185,256,CMP-0010,"Sep 10, 2025",Impression ,No
INT-0009186,582,CMP-0017,"Jul 20, 2025",EMAIL OPEN,No 
INT-0009187,389,CMP-0008,09/20/2025,DEMO REQUEST, No
INT-0009188,666,CMP-0002,2025-08-02, Trial Signup , No
INT-0009189,1470,CMP-0014,03/01/2025,TRIAL SIGNUP,no
INT-0009190,1466,CMP-0005,01 Feb 2025,impression,No 
INT-0009191,860,CMP-0017,27 Oct 2025,CLICK,No 
INT-0009192,249,CMP-0021,03/01/2025, Trial Signup,No 
INT-0009193,37,CMP-0024,27/10/2025,Demo Request ,YES
INT-0009194,1222,CMP-0006,"Dec 07, 2025",DEMO REQUEST, No 
INT-0009195,1076,CMP-0021,"Dec 28, 2025",IMPRESSION, No 
INT-0009196,1436,CMP-0009,07-10-2025, Email Open,no
INT-0009197,69,CMP-0023,2025-04-04,impression, No 
INT-0009198,1480,CMP-0009,17/06/2025,Impression,Yes 
INT-0009199,1162,CMP-0019,10 Mar 2025,click, No
INT-0009200,150,CMP-0025,20 Jun 2025,WEBSITE VISIT, No 
INT-0009201,318,CMP-0025,11/03/2025, Website Visit ,NO
INT-0009202,1018,CMP-0010,11/05/2025,Email Open , Yes 
INT-0009203,803,CMP-0022,25/02/2025,WEBSITE VISIT,yes
INT-0009204,1050,CMP-0026,17/02/2025,DEMO REQUEST, No 
INT-0009205,1175,CMP-0003,"Mar 17, 2025",IMPRESSION,Yes
INT-0009206,430,CMP-0003,2025-01-07, Click, No
INT-0009207,897,CMP-0013,06/08/2025, Trial Signup, No 
INT-0009208,687,CMP-0015,26/03/2025,TRIAL SIGNUP,NO
INT-0009209,164,CMP-0008,27 Dec 2025, Email Open,No
INT-0009210,508,CMP-0020,"Jan 13, 2025", Email Open,No 
INT-0009211,25,CMP-0017,12 Mar 2025,Demo Request ,YES
INT-0009212,1400,CMP-0003,30/07/2025,Click,No 
INT-0009213,1236,CMP-0013,02 Sep 2025,DEMO REQUEST,No 
INT-0009214,271,CMP-0013,"Jan 30, 2025", Website Visit,Yes
INT-0009215,302,CMP-0018,05/11/2025,Click, Yes 
INT-0009216,164,CMP-0013,30/11/2025, Demo Request , No
INT-0009217,250,CMP-0007,15/05/2025,Demo Request , No 
INT-0009218,167,CMP-0006,25 Sep 2025,WEBSITE VISIT, No
INT-0009219,837,CMP-0015,01/11/2025,Email Open,NO
INT-0009220,309,CMP-0028,12/01/2025,EMAIL OPEN,No
INT-0009221,1127,CMP-0027,23/06/2025,website visit,No
INT-0009222,532,CMP-0013,21 Jul 2025,Website Visit,NO
INT-0009223,157,CMP-0027,04/27/2025,Demo Request,NO
INT-0009224,1220,CMP-0027,2025-11-17,Website Visit ,No
INT-0009225,922,CMP-0005,"Sep 24, 2025", Demo Request,yes
INT-0009226,1406,CMP-0019,2025-06-18,Email Open,No
INT-0009227,1189,CMP-0008,08 Jun 2025,Demo Request , No 
INT-0009228,468,CMP-0003,2025-10-23,Website Visit ,Yes 
INT-0009229,554,CMP-0027,13/11/2025, Website Visit,YES
INT-0009230,74,CMP-0018,11-04-2025, Demo Request,NO
INT-0009231,675,CMP-0005,08/17/2025,Website Visit ,No
INT-0009232,369,CMP-0018,05/04/2025,Website Visit,No
INT-0009233,1254,CMP-0022,2025-06-15,WEBSITE VISIT,No
INT-0009234,969,CMP-0011,11/09/2025, Click,No
INT-0009235,1055,CMP-0016,26-10-2025,click,No
INT-0009236,1351,CMP-0026,19-04-2025,Demo Request, Yes 
INT-0009237,66,CMP-0017,"Oct 05, 2025", Trial Signup, No
INT-0009238,1127,CMP-0003,"Jun 27, 2025", Click, No
INT-0009239,1271,CMP-0003,29 May 2025,IMPRESSION,no
INT-0009240,341,CMP-0016,13/08/2025,EMAIL OPEN,NO
INT-0009241,848,CMP-0020,20-09-2025,Demo Request ,NO
INT-0009242,282,CMP-0013,15-05-2025, Trial Signup,yes
INT-0009243,781,CMP-0023,26 Apr 2025, Website Visit,No
INT-0009244,1436,CMP-0025,"Mar 13, 2025",Email Open, Yes
INT-0009245,735,CMP-0020,28/07/2025, Click,No 
INT-0009246,286,CMP-0024,2025-08-09,Demo Request, No 
INT-0009247,1024,CMP-0013,12/02/2025,click,No
INT-0009248,1380,CMP-0017,11/24/2025, Trial Signup ,Yes 
INT-0009249,76,CMP-0006,"Mar 16, 2025", Email Open, Yes
INT-0009250,918,CMP-0016,"Dec 27, 2025",EMAIL OPEN,NO
INT-0009251,817,CMP-0018,12-11-2025,Email Open,yes
INT-0009252,274,CMP-0027,01/22/2025,CLICK, No 
INT-0009253,816,CMP-0012,12/08/2025,Trial Signup ,YES
INT-0009254,584,CMP-0008,2025-04-22,Email Open,Yes
INT-0009255,1260,CMP-0026,25 Mar 2025,Click,No 
INT-0009256,61,CMP-0012,11/26/2025,click, No 
INT-0009257,960,CMP-0006,2025-01-21,demo request,No
INT-0009258,357,CMP-0003,27/03/2025,Impression ,No
INT-0009259,200,CMP-0018,2025-03-01,WEBSITE VISIT, No
INT-0009260,121,CMP-0022,"Dec 16, 2025",IMPRESSION,YES
INT-0009261,747,CMP-0029,"Jun 15, 2025", Demo Request ,no
INT-0009262,460,CMP-0021,14/08/2025, Demo Request,No 
INT-0009263,815,CMP-0008,09/04/2025,Trial Signup ,No
INT-0009264,535,CMP-0006,16 Sep 2025,TRIAL SIGNUP,NO
INT-0009265,1047,CMP-0013,12/07/2025,website visit,YES
INT-0009266,568,CMP-0014,2025-11-20,IMPRESSION,Yes 
INT-0009267,597,CMP-0022,14-01-2025,email open,No
INT-0009268,450,CMP-0013,10 Nov 2025, Website Visit , No
INT-0009269,628,CMP-0023,22/11/2025,Impression,no
INT-0009270,1111,CMP-0027,27-05-2025, Website Visit , No 
INT-0009271,599,CMP-0015,12-10-2025, Email Open ,no
INT-0009272,1089,CMP-0012,12/30/2025,Trial Signup,no
INT-0009273,1328,CMP-0010,01-03-2025,TRIAL SIGNUP, Yes 
INT-0009274,812,CMP-0013,12/15/2025,demo request,No 
INT-0009275,602,CMP-0008,"Oct 05, 2025",Website Visit ,No 
INT-0009276,1366,CMP-0026,2025-08-19, Trial Signup ,No
INT-0009277,171,CMP-0014,24-01-2025,WEBSITE VISIT, Yes 
INT-0009278,567,CMP-0016,"Nov 24, 2025", Click, No
INT-0009279,1015,CMP-0019,09 Apr 2025,Trial Signup,No
INT-0009280,547,CMP-0011,02/16/2025, Website Visit ,No 
INT-0009281,697,CMP-0014,20 Apr 2025,Email Open , Yes
INT-0009282,603,CMP-0024,07/11/2025, Click, No 
INT-0009283,728,CMP-0024,2025-03-05,Impression, No 
INT-0009284,1294,CMP-0002,15-04-2025,trial signup,NO
INT-0009285,1186,CMP-0006,2025-11-09,Email Open ,YES
INT-0009286,1457,CMP-0030,05 Apr 2025,CLICK, No 
INT-0009287,837,CMP-0014,2025-04-09,Email Open , No
INT-0009288,574,CMP-0015,2025-01-22,impression,No 
INT-0009289,768,CMP-0013,06 Aug 2025,Trial Signup ,NO
INT-0009290,744,CMP-0024,2025-12-10,email open, No 
INT-0009291,1388,CMP-0001,20/07/2025,trial signup, No
INT-0009292,972,CMP-0007,11-11-2025, Click ,No 
INT-0009293,1410,CMP-0029,05/03/2025, Website Visit ,No 
INT-0009294,662,CMP-0019,2025-10-13,Impression ,Yes 
INT-0009295,154,CMP-0022,12-04-2025, Email Open,No
INT-0009296,806,CMP-0002,"Dec 22, 2025",Email Open, No 
INT-0009297,603,CMP-0012,25-01-2025,impression,NO
INT-0009298,24,CMP-0029,24/03/2025, Demo Request,NO
INT-0009299,237,CMP-0017,01/23/2025,Email Open , No
INT-0009300,1130,CMP-0026,28/03/2025, Email Open, No 
INT-0009301,494,CMP-0016,2025-05-02,Click,no
INT-0009302,1457,CMP-0016,18-03-2025, Click ,No
INT-0009303,1008,CMP-0015,08/09/2025, Demo Request, No 
INT-0009304,1147,CMP-0027,"May 19, 2025",TRIAL SIGNUP,YES
INT-0009305,734,CMP-0013,23-02-2025, Trial Signup,No 
INT-0009306,369,CMP-0018,26/11/2025,click, No 
INT-0009307,1379,CMP-0026,"Oct 04, 2025",click,No 
INT-0009308,1013,CMP-0015,25 Sep 2025,CLICK, No
INT-0009309,835,CMP-0010,25/12/2025,website visit, No 
INT-0009310,1484,CMP-0012,04-11-2025, Impression,NO
INT-0009311,1380,CMP-0022,2025-11-02,Demo Request ,NO
INT-0009312,1350,CMP-0014,"May 10, 2025",Impression , No 
INT-0009313,901,CMP-0004,07 Jan 2025, Website Visit ,No 
INT-0009314,1221,CMP-0015,2025-06-11, Trial Signup, No 
INT-0009315,659,CMP-0002,2025-09-07, Website Visit , No
INT-0009316,1008,CMP-0013,09 Aug 2025, Impression ,No 
INT-0009317,1183,CMP-0007,02-09-2025,DEMO REQUEST, No
INT-0009318,46,CMP-0024,"Jan 14, 2025",Demo Request,no
INT-0009319,145,CMP-0029,24/05/2025, Website Visit , No
INT-0009320,1474,CMP-0011,10/14/2025, Email Open,No
INT-0009321,506,CMP-0010,04/24/2025, Trial Signup,YES
INT-0009322,1472,CMP-0024,19 Aug 2025, Trial Signup , No
INT-0009323,124,CMP-0008,02/24/2025,Click,yes
INT-0009324,1028,CMP-0008,06 Jun 2025,WEBSITE VISIT,NO
INT-0009325,675,CMP-0004,"Nov 30, 2025",email open,NO
INT-0009326,236,CMP-0013,"Aug 01, 2025",Click ,Yes 
INT-0009327,1361,CMP-0011,27/02/2025,IMPRESSION,yes
INT-0009328,217,CMP-0004,"Jul 08, 2025",EMAIL OPEN, No
INT-0009329,1468,CMP-0018,"Feb 26, 2025",EMAIL OPEN, No
INT-0009330,1218,CMP-0004,2025-10-08,Email Open , No
INT-0009331,1049,CMP-0011,"Jan 11, 2025", Impression , No
INT-0009332,1417,CMP-0023,2025-01-20, Email Open , No
INT-0009333,260,CMP-0004,2025-12-28,Email Open , No
INT-0009334,239,CMP-0002,02 Oct 2025,demo request,no
INT-0009335,552,CMP-0002,"Jul 24, 2025",Trial Signup ,no
INT-0009336,110,CMP-0011,04/11/2025,DEMO REQUEST,No 
INT-0009337,743,CMP-0008,09 Feb 2025,Trial Signup ,No
INT-0009338,662,CMP-0027,03 Nov 2025,Trial Signup,No
INT-0009339,1103,CMP-0003,03/09/2025, Demo Request,no
INT-0009340,1213,CMP-0029,27 Dec 2025, Email Open,NO
INT-0009341,84,CMP-0023,31 Jan 2025, Demo Request , No
INT-0009342,382,CMP-0023,13/10/2025,IMPRESSION, No 
INT-0009343,765,CMP-0021,"May 11, 2025",click,No 
INT-0009344,623,CMP-0018,09/08/2025, Website Visit, Yes 
INT-0009345,888,CMP-0022,09/03/2025, Trial Signup,No
INT-0009346,633,CMP-0016,2025-12-06, Trial Signup,Yes 
INT-0009347,1469,CMP-0028,08/27/2025,Website Visit,yes
INT-0009348,344,CMP-0005,"Jun 17, 2025", Website Visit ,no
INT-0009349,738,CMP-0023,"Sep 15, 2025",email open, No
INT-0009350,1287,CMP-0013,12/12/2025, Demo Request ,yes
INT-0009351,1377,CMP-0011,16/11/2025,DEMO REQUEST, Yes 
INT-0009352,1076,CMP-0010,11/16/2025, Impression , Yes
INT-0009353,1232,CMP-0005,09/14/2025,IMPRESSION, No 
INT-0009354,876,CMP-0018,2025-05-26,Demo Request ,Yes
INT-0009355,53,CMP-0009,2025-09-19,trial signup,YES
INT-0009356,1144,CMP-0025,02 May 2025,Click,NO
INT-0009357,1042,CMP-0017,06/21/2025,CLICK, No 
INT-0009358,641,CMP-0024,2025-05-24,CLICK,Yes
